unit;old_unit;Experiment;Treatment;Species;Genotype;G..Alias;Replicates;Genotype_Trt;;01/10/2023 12:48;01/10/2023 15:35;02/10/2023 08:37;02/10/2023 10:49;03/10/2023 10:06;03/10/2023 14:39;04/10/2023 14:31;05/10/2023 10:33;05/10/2023 15:04;06/10/2023 10:09;06/10/2023 15:28;07/10/2023 07:56;07/10/2023 09:45;08/10/2023 09:21;08/10/2023 11:44;09/10/2023 10:02;09/10/2023 15:13;10/10/2023 09:56
56:03:02;56:03:02;Exp60;WW_R1;Sorghum;Exp60_240_IS27146;Exp60_240_IS27146;1;Exp60_240_IS27146_WW_R1;;2019.18;1747.65;73469.6;60453.8;6256.94;8656.78;77231.3;105951;113202;70531.1;56971.9;69269.1;83507.9;134490;66919.5;111232;82469.8;95643.9
56:04:01;56:04:01;Exp60;WW_R1;Sorghum;Exp60_165_IS20710;Exp60_165_IS20710;1;Exp60_165_IS20710_WW_R1;;61011.2;58273.5;70122.2;77036.9;74825.5;84382.3;53283.5;38056.2;116112;30496.9;72386.8;74698.6;67878.3;93777.9;110740;83772.2;136383;146539
56:04:02;56:04:02;Exp60;WW_R1;Sorghum;Exp60_75_IS9586;Exp60_75_IS9586;1;Exp60_75_IS9586_WW_R1;;56740.4;62059.9;68602.9;63697.7;46438;69484.8;69800.4;94990.8;70621.8;74247.3;25580.1;69841.2;74373.8;103823;100810;120199;36654;87200.9
56:05:01;56:05:01;Exp60;WW_R2;Sorghum;Exp60_24_IS2873;Exp60_24_IS2873;2;Exp60_24_IS2873_WW_R2;;23579.2;20511.1;88833.1;77955.2;77852.7;38064.5;95125.7;56945.3;89895.7;4087.77;89502.2;62864.6;78729.5;94996;112648;108125;106233;105304
56:05:02;56:05:02;Exp60;WW_R2;Sorghum;Exp60_7_IS1398;Exp60_7_IS1398;2;Exp60_7_IS1398_WW_R2;;187.313;179.264;46945.1;39040.7;72127.5;9426.39;87643.6;85571;100006;64144.4;61344.7;81622.8;72938;97217.3;116532;134853;72031.4;117556
56:06:01;56:06:01;Exp60;WW_R2;Sorghum;Exp60_32_IS3583;Exp60_32_IS3583;2;Exp60_32_IS3583_WW_R2;;38624.8;36968.7;82109.5;80147.1;74604.5;65103.1;66674.4;99965;110039;22.713;83219.9;115951;11544.9;96287.4;81248.8;27495.5;93616.3;100085
56:06:02;56:06:02;Exp60;WW_R2;Sorghum;Exp60_48_IS5106;Exp60_48_IS5106;2;Exp60_48_IS5106_WW_R2;;53215.7;57091.2;40725.5;38753.2;64062.7;59209;84837.7;64017.6;81952.9;86.512;90264.9;76185.4;81217.7;95648;101465;123901;125894;90608.4
56:07:01;56:07:01;Exp60;WW_R2;Sorghum;Exp60_191_IS22294;Exp60_191_IS22294;2;Exp60_191_IS22294_WW_R2;;41227;43025;80539.1;68034.3;24164.6;61323.8;92244;72533;76270.9;2128.47;9830.46;102004;38474.8;73817.6;85652.2;84554.2;84776;75667.9
56:07:02;56:07:02;Exp60;WW_R2;Sorghum;Exp60_2_IS35;Exp60_2_IS35;2;Exp60_2_IS35_WW_R2;;79080.4;78924.5;98909.9;87935.1;79280.1;70795.5;49518.7;82455.4;57428;54.208;68812.2;92829.4;72174.1;99465.1;77437.4;95666.5;133063;99882.6
56:08:01;56:08:01;Exp60;WW_R2;Sorghum;Exp60_77_IS9713;Exp60_77_IS9713;2;Exp60_77_IS9713_WW_R2;;56868;55038;48251;42169;79326.4;88981.5;110981;80902.8;102503;144.492;70846.2;90016.9;59386;118929;79017.3;116255;102836;97459.7
56:08:02;56:08:02;Exp60;WW_R2;Sorghum;Exp60_193_IS22330;Exp60_193_IS22330;2;Exp60_193_IS22330_WW_R2;;40922.9;41107.6;74475.1;74314.5;128510;82465;51230.1;93967.4;64760.5;162.477;85567;120864;63935.8;81565.6;91306.1;98222.3;96019.5;91026.5
56:09:01;56:09:01;Exp60;WW_R2;Sorghum;Exp60_123_IS15478;Exp60_123_IS15478;2;Exp60_123_IS15478_WW_R2;;31514.9;26783.7;80115.6;70551.4;63237.6;57395.7;79291.6;95468.2;68379.1;384.641;89295.5;72142.1;685.487;130209;79514.4;137618;129673;93494.6
56:09:02;56:09:02;Exp60;WW_R2;Sorghum;Exp60_1_IS13;Exp60_1_IS13;2;Exp60_1_IS13_WW_R2;;55092.7;50920.9;55552.3;51638;108625;61365.9;72943.8;61525.4;58123.3;27.802;67625.2;77305.3;62295.2;122665;81840.6;107377;108657;61370
56:10:01;56:10:01;Exp60;WW_R2;Sorghum;Exp60_271_IS30441;Exp60_271_IS30441;2;Exp60_271_IS30441_WW_R2;;1441.97;753.38;38346.3;35591.6;77273.9;4797.87;102732;59083.5;85559.6;1348.82;98669.6;70504.4;48151.9;105867;97289.1;5421.05;104467;106616
56:10:02;56:10:02;Exp60;WW_R2;Sorghum;Exp60_277_IS30898;Exp60_277_IS30898;2;Exp60_277_IS30898_WW_R2;;46327.5;40985.2;36794.5;32680.5;101320;53378.6;64052.9;69040.7;70289.6;6.454;115611;87690.8;68788.2;105965;133482;98436.6;78000.9;97111.6
56:11:01;56:11:01;Exp60;WW_R2;Sorghum;Exp60_74_IS9527;Exp60_74_IS9527;2;Exp60_74_IS9527_WW_R2;;32913;33527.7;89175.3;75383.4;72013.9;45220.5;74648.5;76274.1;52226;2489.05;84014.2;95252.2;59821.5;91606.8;101635;33369;110074;131138
56:11:02;56:11:02;Exp60;WW_R2;Sorghum;Exp60_113_IS14449;Exp60_113_IS14449;2;Exp60_113_IS14449_WW_R2;;53338.1;50936.6;74618.7;54782.2;105720;56385.4;83548.8;105505;4235.66;71.715;83379.1;31288.4;71393.9;74061.3;116206;54898.3;124999;79895.6
56:12:01;56:12:01;Exp60;WW_R2;Sorghum;Exp60_214_IS23903;Exp60_214_IS23903;2;Exp60_214_IS23903_WW_R2;;52539.4;52405.4;70111.3;67387;73122.3;84641.6;68846.4;90735.5;96170.7;7.746;100217;84228.7;92095.9;127688;125127;51281.5;109503;113638
56:12:02;56:12:02;Exp60;WW_R2;Sorghum;Exp60_60_IS6828;Exp60_60_IS6828;2;Exp60_60_IS6828_WW_R2;;50506.2;53434.2;75926;67547.8;69005.4;64123.8;77503.8;77919;64997.5;71.914;108442;70020.2;70759.7;113920;110809;0;156787;82245.9
55:01:01;55:01:01;Exp60;WW_R1;Sorghum;Exp60_237_IS26788;Exp60_237_IS26788;1;Exp60_237_IS26788_WW_R1;;18198.5;34827.8;38012.7;51010.4;65327;58651.5;54559.7;57241;39456.8;46915.4;68257.9;64124.8;80291.2;98944;95416.3;31.712;121858;99236.9
55:01:02;55:01:02;Exp60;WW_R1;Sorghum;Exp60_312_SSM1592;Exp60_312_SSM1592;1;Exp60_312_SSM1592_WW_R1;;0;43741.6;49426.2;57139.7;71300.1;45965;7090.18;58416.5;56302.2;75514.6;87199.3;50357.7;77733.5;151515;94913.8;95002.8;96148.3;74239.3
55:02:01;55:02:01;Exp60;WW_R1;Sorghum;Exp60_145_IS19041;Exp60_145_IS19041;1;Exp60_145_IS19041_WW_R1;;6190.56;53438.2;62706.4;70618.1;94728.8;73102.5;70678.9;36089.2;87829.4;89297.4;121134;99361.1;58009.2;85501.7;125685;118622;128925;68732.3
55:02:02;55:02:02;Exp60;WW_R1;Sorghum;Exp60_150_IS19466;Exp60_150_IS19466;1;Exp60_150_IS19466_WW_R1;;17258.5;39812;47937.1;66650.8;78781.6;64514.8;39003.9;77768.6;115640;64132.3;92981.5;111698;92642.4;83478.4;101627;36348.6;82288.3;99416.8
55:03:01;55:03:01;Exp60;WW_R1;Sorghum;Exp60_283_Phule Suchitra;Exp60_283_Phule Suchitra;1;Exp60_283_Phule Suchitra_WW_R1;;43075.6;913.012;1299.09;95595.9;138374;30247.7;87136.3;53414.6;27317.6;95991.2;85144.2;118142;98299.9;131113;99096;112540;18679;102070
55:03:02;55:03:02;Exp60;WW_R1;Sorghum;Exp60_66_IS8283;Exp60_66_IS8283;1;Exp60_66_IS8283_WW_R1;;56018.6;50586.5;56914.1;3282.71;10980.4;52449;6454.8;91757.3;71865.5;64541.7;89623.6;99864.7;97865.5;90195.5;79311.6;78621.6;92072.8;135326
55:04:01;55:04:01;Exp60;WW_R1;Sorghum;Exp60_303_S35;Exp60_303_S35;1;Exp60_303_S35_WW_R1;;65127.3;26288;26337.8;70924.5;79035.6;36920.8;68393.7;75584.4;65777.2;102648;77157.5;97614;106455;90388.6;86027.3;124572;65821.4;113339
55:04:02;55:04:02;Exp60;WW_R1;Sorghum;Exp60_210_IS23645;Exp60_210_IS23645;1;Exp60_210_IS23645_WW_R1;;54886.8;46965.9;56496.9;68884.8;78341.9;88652.4;43671;53406.8;73451.8;25238.4;98643.6;67312.2;87629.6;103026;96293.8;52976.7;108645;89142.5
55:05:01;55:05:01;Exp60;WW_R1;Sorghum;Exp60_43_CSV22;Exp60_43_CSV22;1;Exp60_43_CSV22_WW_R1;;70312;41825.4;48066.4;26386;43022.5;67041.8;50813.2;94245.5;83327.3;69072.8;67544.1;96947.7;90961.4;93887.6;47423.7;108098;10830.7;114103
55:05:02;55:05:02;Exp60;WW_R1;Sorghum;Exp60_253_IS29407;Exp60_253_IS29407;1;Exp60_253_IS29407_WW_R1;;34262.4;48138.9;49122.9;1600.31;11087.5;90272.9;74615.8;64309.7;90610.6;30472.3;68435;86510.8;97041.2;133407;103850;120610;54646.1;101865
55:06:01;55:06:01;Exp60;WW_R1;Sorghum;Exp60_200_IS22996;Exp60_200_IS22996;1;Exp60_200_IS22996_WW_R1;;65504.2;73.965;581.818;54739.7;63157.5;7567.25;59539;18041.3;74324.9;65158;77310.7;91167.7;79687.9;95822.7;82663.9;131214;63.856;98577
55:06:02;55:06:02;Exp60;WW_R1;Sorghum;Exp60_254_IS29409;Exp60_254_IS29409;1;Exp60_254_IS29409_WW_R1;;33362;52356.4;61819.5;69834.5;75816.1;117375;70274.8;99482.5;85194.4;90570.8;63435.9;87720.9;66568.8;112576;52114.6;110480;700.753;76141.6
55:07:01;55:07:01;Exp60;WW_R1;Sorghum;Exp60_182_IS21849;Exp60_182_IS21849;1;Exp60_182_IS21849_WW_R1;;54693.1;40273.3;44177;45532.3;86599;62270.1;76283.3;28316.7;30527.3;77413.5;109619;78975.2;74261.9;100337;56232.8;69339.1;48847.1;86470.2
55:07:02;55:07:02;Exp60;WW_R1;Sorghum;Exp60_44_IS4726;Exp60_44_IS4726;1;Exp60_44_IS4726_WW_R1;;81389.8;34305;41130.2;83593;131629;52203.3;13312;89221.4;65996.7;90966.8;84833;13496.6;7679.56;85199;84943.9;130392;1752.41;7607.99
55:08:01;55:08:01;Exp60;WW_R1;Sorghum;Exp60_187_IS22239;Exp60_187_IS22239;1;Exp60_187_IS22239_WW_R1;;37023.8;58246.7;67961.7;64241;77992.5;76031.1;53885.9;68903.3;49425.4;72983.6;98501.1;88275.7;81907.5;126504;123864;131001;2180.27;100795
55:08:02;55:08:02;Exp60;WW_R1;Sorghum;Exp60_277_IS30898;Exp60_277_IS30898;1;Exp60_277_IS30898_WW_R1;;70247.4;43204.5;48864.4;54140.9;90023.3;83095.6;50516.3;87309.2;61268.3;67000.1;65434.4;95409.7;69030.9;115998;102844;105720;2875.51;73748.7
55:09:01;55:09:01;Exp60;WW_R1;Sorghum;Exp60_68_IS8348;Exp60_68_IS8348;1;Exp60_68_IS8348_WW_R1;;58349.1;54367;59798.7;33356.7;45826.6;74284.2;75837.9;80267.7;79906.7;99484.1;105675;84441.7;103240;22359.7;127079;111275;4873.93;116687
55:09:02;55:09:02;Exp60;WW_R1;Sorghum;Exp60_57_IS6413;Exp60_57_IS6413;1;Exp60_57_IS6413_WW_R1;;39022.5;31809.3;39032.3;62340.9;71250.1;54002.4;54089.9;61770.4;55349.4;91325.2;122969;107267;56380.8;165701;148897;113973;232.453;82532.8
55:10:01;55:10:01;Exp60;WW_R1;Sorghum;Exp60_292_IS32454;Exp60_292_IS32454;1;Exp60_292_IS32454_WW_R1;;27463.3;10033.3;7656.93;1766.8;3123.75;20457.9;97057.2;85199.1;101184;79925.3;90855.8;104041;77692.5;109176;103019;100056;29863.5;99226.1
55:10:02;55:10:02;Exp60;WW_R1;Sorghum;Exp60_96_IS12931;Exp60_96_IS12931;1;Exp60_96_IS12931_WW_R1;;25565.5;75558.8;88296;57329.6;69889.3;62052.1;108392;106773;33215.7;91971.2;71570.5;149292;90189.3;114434;83464.8;87560.9;9413.12;97417.7
55:11:01;55:11:01;Exp60;WW_R1;Sorghum;Exp60_89_IS11119;Exp60_89_IS11119;1;Exp60_89_IS11119_WW_R1;;57504.2;12869.7;14087.7;37818.7;46396.7;17338.9;73346.7;120377;67958.2;75325.3;106531;89028.9;92062.6;28744.3;90857.2;95114.3;15939.5;114968
55:11:02;55:11:02;Exp60;WW_R1;Sorghum;Exp60_95_IS12804;Exp60_95_IS12804;1;Exp60_95_IS12804_WW_R1;;46417.7;14317.1;9031.12;68488.2;74994.5;32704.8;51531.3;61897.7;110373;138495;60600.3;96476.1;72682;130862;86418.8;164467;58.893;71932.9
55:12:01;55:12:01;Exp60;WW_R1;Sorghum;Exp60_94_IS12531;Exp60_94_IS12531;1;Exp60_94_IS12531_WW_R1;;59490.9;9222.75;11022.8;68878.8;84845.3;18166.5;79004.2;83563.4;75335.3;71815.7;76809.3;117290;121932;113615;102710;146290;4341.46;122996
55:12:02;55:12:02;Exp60;WW_R1;Sorghum;Exp60_170_IS20749;Exp60_170_IS20749;1;Exp60_170_IS20749_WW_R1;;60365.2;35.793;23.397;63268.6;81254;30.765;60426.5;64915;91442.3;106804;98738.3;109967;89286.8;99731.9;95412.4;103883;1166.43;96742.6
53:01:01;53:01:01;Exp60;WW_R1;Sorghum;Exp60_10_IS2221;Exp60_10_IS2221;1;Exp60_10_IS2221_WW_R1;;0;64467.7;188.179;39474.8;52996.2;0;74544.6;28688.5;72420.5;56762.5;73182.3;78045.8;63852.6;73703.6;88053;117916;90820.4;75538.3
53:01:02;53:01:02;Exp60;WW_R1;Sorghum;Exp60_296_IS33178;Exp60_296_IS33178;1;Exp60_296_IS33178_WW_R1;;40447.9;21434.4;47018.4;52774.3;58251.4;53623.8;47367.5;38890.5;2737.89;25296.4;39193.4;67188.4;98400.2;119407;58203.4;97878.8;95300.8;102375
53:02:01;53:02:01;Exp60;WW_R1;Sorghum;Exp60_244_IS27587;Exp60_244_IS27587;1;Exp60_244_IS27587_WW_R1;;35425.8;54972.9;41030.4;72662.9;74430.3;54057.9;56708.2;48087.5;55173.7;110385;140102;85968.8;51903;98361.1;113924;129211;70746.9;69345.4
53:02:02;53:02:02;Exp60;WW_R1;Sorghum;Exp60_249_IS28991;Exp60_249_IS28991;1;Exp60_249_IS28991_WW_R1;;18865.5;34575;20203.5;52249.5;62829.5;32183;112439;128853;80276.8;56030.8;98467.6;71053.3;90093.3;80778.6;94572.1;92129.5;96982.2;116512
53:03:01;53:03:01;Exp60;WW_R1;Sorghum;Exp60_197_IS22632;Exp60_197_IS22632;1;Exp60_197_IS22632_WW_R1;;26388.2;53338.5;33301.4;3873.87;13953.2;46243.6;76477.7;83684.8;70464.2;96055.4;101166;56325.8;62685.5;84735.2;124608;121961;83495.2;73828.5
53:03:02;53:03:02;Exp60;WW_R1;Sorghum;Exp60_137_IS18835;Exp60_137_IS18835;1;Exp60_137_IS18835_WW_R1;;39400.7;35035;42129.3;65044.8;73732.1;47523.3;74375.6;106511;28161.2;74880.9;49577;66487;76374.8;104426;101488;83290.8;99228.7;96358.8
53:04:01;53:04:01;Exp60;WW_R1;Sorghum;Exp60_233_IS25733;Exp60_233_IS25733;1;Exp60_233_IS25733_WW_R1;;50389.2;58245.2;64970.4;26268.6;32823.6;69175.6;69435.6;120293;46187.2;76850.6;85705.6;112292;53738.6;60710.5;71918.3;134623;111193;62481.3
53:04:02;53:04:02;Exp60;WW_R1;Sorghum;Exp60_297_IS33209;Exp60_297_IS33209;1;Exp60_297_IS33209_WW_R1;;8596.95;47522.5;10140.3;61911.7;68925;26614.5;61694.3;64130.8;91621.1;73702.9;89334.7;90051.5;49119.7;88744.6;125924;78750.9;114309;55500.3
53:05:01;53:05:01;Exp60;WW_R1;Sorghum;Exp60_3_IS303;Exp60_3_IS303;1;Exp60_3_IS303_WW_R1;;64371.8;56323.3;70902.2;50602.7;64166.3;72904.9;74365.9;88028.7;44265.9;75676.7;152761;81883.9;72994;95203.6;69298.4;141843;102418;81076.8
53:05:02;53:05:02;Exp60;WW_R1;Sorghum;Exp60_126_IS16044;Exp60_126_IS16044;1;Exp60_126_IS16044_WW_R1;;70874.7;58184.9;81540.6;66998;91669.1;80890.2;54720.9;87726.8;113971;61900;96007.3;88839.9;68133.4;106898;110582;129474;118301;66893
53:06:01;53:06:01;Exp60;WW_R1;Sorghum;Exp60_17_IS2678;Exp60_17_IS2678;1;Exp60_17_IS2678_WW_R1;;41123;67049.8;47414.7;327.414;1664.6;97393.1;83511.2;106192;78667.2;45914.9;83959.8;76402.2;58668.8;104548;92223.8;122180;111555;66009.4
53:06:02;53:06:02;Exp60;WW_R1;Sorghum;Exp60_194_IS22334;Exp60_194_IS22334;1;Exp60_194_IS22334_WW_R1;;53093.2;22135.9;60113.9;76748.2;102537;86489.1;91807;73151.7;72944.1;47370.2;70203.2;77418.6;75299.2;112483;83118.4;88685.6;133940;90316.4
53:07:01;53:07:01;Exp60;WW_R1;Sorghum;Exp60_269_IS30417;Exp60_269_IS30417;1;Exp60_269_IS30417_WW_R1;;32781;39803.4;43823.5;50803.6;65003.6;41472;105519;65497;69485.5;55434.5;82989.8;93647.1;62967.4;110647;88263.2;136316;103065;91310.7
53:07:02;53:07:02;Exp60;WW_R1;Sorghum;Exp60_234_IS25836;Exp60_234_IS25836;1;Exp60_234_IS25836_WW_R1;;51330.3;26591.7;60727.1;42029.3;59674.2;71965.5;85701.7;47723.2;67269.1;63301.5;67339.2;66693.4;89758;107945;114433;92457.2;101163;103983
53:08:01;53:08:01;Exp60;WW_R1;Sorghum;Exp60_211_IS23666;Exp60_211_IS23666;1;Exp60_211_IS23666_WW_R1;;42866.9;77764.8;46674.1;71552.6;88510.4;66724.9;68502.7;106280;120944;40163.7;94486.3;70846;105712;96115.4;105995;143168;102915;111937
53:08:02;53:08:02;Exp60;WW_R1;Sorghum;Exp60_168_IS20727;Exp60_168_IS20727;1;Exp60_168_IS20727_WW_R1;;49713;40785.3;54420.3;53944.1;60955.6;61060.1;77172.2;53476.8;68762.7;69174.3;6163.18;84357.3;108706;105789;114086;65690.4;104261;102277
53:09:01;53:09:01;Exp60;WW_R1;Sorghum;Exp60_56_IS6351;Exp60_56_IS6351;1;Exp60_56_IS6351_WW_R1;;45709;66112.6;48850.4;56646.2;72695.5;58838.1;67234.5;62104.2;95201.5;69503.3;87732;93989.7;134743;99454.7;95212.9;150803;120699;135759
53:09:02;53:09:02;Exp60;WW_R1;Sorghum;Exp60_35_IS3780;Exp60_35_IS3780;1;Exp60_35_IS3780_WW_R1;;42915.1;33552.8;57955.6;37431.2;50632.1;53764.4;60363.4;49338.7;86104.1;79627.7;83359.8;79723.6;112667;111446;117029;81644.6;85765.4;124049
53:10:01;53:10:01;Exp60;WW_R1;Sorghum;Exp60_55_IS6193;Exp60_55_IS6193;1;Exp60_55_IS6193_WW_R1;;40103.5;65518.3;52463.2;9207.16;15454.7;56057.7;94240.2;89958;53370.4;65819.8;14458.4;85738.9;99650.5;135167;84448.6;104916;87295.7;96511.9
53:10:02;53:10:02;Exp60;WW_R1;Sorghum;Exp60_53_IS5972;Exp60_53_IS5972;1;Exp60_53_IS5972_WW_R1;;67655.1;62135.1;83543.1;86423.1;97820.8;86435;76639.5;73591.2;64950.6;54578.2;22571.9;50614.1;51402.4;112144;103480;127776;104614;77200.3
53:11:01;53:11:01;Exp60;WW_R1;Sorghum;Exp60_102_IS13989;Exp60_102_IS13989;1;Exp60_102_IS13989_WW_R1;;35682.8;48155.2;34867.4;17120.4;15124.5;50666.2;102694;62644.6;69517;77662.1;113242;123352;61924.6;34416.1;132152;116668;71377.2;83423.2
53:11:02;53:11:02;Exp60;WW_R1;Sorghum;Exp60_16_IS2430;Exp60_16_IS2430;1;Exp60_16_IS2430_WW_R1;;75201.8;48187.3;83056;17759.9;44916.2;103705;130999;7514.89;74408.8;77771.4;96230.4;66281.2;50472.8;48960;115781;110486;106789;54611.1
53:12:01;53:12:01;Exp60;WW_R1;Sorghum;Exp60_97_IS13452;Exp60_97_IS13452;1;Exp60_97_IS13452_WW_R1;;61393.2;35939.5;80687.8;12912.1;17462.4;78889.5;106111;92864.3;90939.5;65686;96877.9;42200.9;63044.9;88294.9;83649.4;110240;106477;82444.3
53:12:02;53:12:02;Exp60;WW_R1;Sorghum;Exp60_284_IS31559;Exp60_284_IS31559;1;Exp60_284_IS31559_WW_R1;;68502.2;46415.2;68109.9;28.824;22.814;75086.7;75840.2;60677.5;66777.3;79179;90874.6;69063;67777.9;116447;138987;100746;84208.6;65470.2
54:01:01;54:01:01;Exp60;WW_R1;Sorghum;Exp60_215_IS23948;Exp60_215_IS23948;1;Exp60_215_IS23948_WW_R1;;33831.3;64691.9;62996.1;0;28764.1;74923.5;61314.2;36290.8;74296.1;69478.9;4915.72;92765.4;71386.1;73589.8;68146.3;111414;117607;86052.3
54:01:02;54:01:02;Exp60;WW_R1;Sorghum;Exp60_109_IS14331;Exp60_109_IS14331;1;Exp60_109_IS14331_WW_R1;;47013.6;48677.6;21236.3;50256.3;0;32224.1;39195.3;38597.5;68856.6;74451.9;68032.4;80051.4;98977.4;127049;108389;83296.6;60257;98525.9
54:02:01;54:02:01;Exp60;WW_R1;Sorghum;Exp60_186_IS22074;Exp60_186_IS22074;1;Exp60_186_IS22074_WW_R1;;50119.1;69578.2;60444.6;38536.4;8852.57;68275.1;68205;86277;99107;41740.9;79549.7;86483;92228.5;98841.8;93640;109925;130115;103149
54:02:02;54:02:02;Exp60;WW_R1;Sorghum;Exp60_38_IS3957;Exp60_38_IS3957;1;Exp60_38_IS3957_WW_R1;;40494.8;76056.8;36188.9;25383.1;28185.4;43307;73898.1;120874;48777.3;86158.8;118036;35154.6;116892;126274;105373;86601.3;93658.9;123186
54:03:01;54:03:01;Exp60;WW_R1;Sorghum;Exp60_115_IS14535;Exp60_115_IS14535;1;Exp60_115_IS14535_WW_R1;;1208.85;10991.6;60015.4;37139.3;56668.4;85665.2;84164.5;24826.1;106930;63550.1;117838;93779.1;77648.7;102718;102091;86451.2;119591;89134.8
54:03:02;54:03:02;Exp60;WW_R1;Sorghum;Exp60_151_IS19685;Exp60_151_IS19685;1;Exp60_151_IS19685_WW_R1;;51703.7;62802.7;42531.4;41885.6;68976.2;51582.2;90693.9;78370;83373.7;75709.9;106479;67961.9;109877;108499;126373;112414;114666;121616
54:04:01;54:04:01;Exp60;WW_R1;Sorghum;Exp60_158_IS20351;Exp60_158_IS20351;1;Exp60_158_IS20351_WW_R1;;21676.5;51737.1;67481.1;77593.9;79954.1;61893.1;27425.1;58141.9;88497.2;82091.5;80951.2;127963;69469.7;97630.6;113206;81522.7;85708.8;75690.9
54:04:02;54:04:02;Exp60;WW_R1;Sorghum;Exp60_11_IS2262;Exp60_11_IS2262;1;Exp60_11_IS2262_WW_R1;;47919.1;55151.4;53158;12353.8;91962;58912.4;90908.1;58304.1;93746.8;86269;96028.5;82407.8;101419;98143.6;129289;89746.8;102134;115511
54:05:01;54:05:01;Exp60;WW_R1;Sorghum;Exp60_23_IS2848;Exp60_23_IS2848;1;Exp60_23_IS2848_WW_R1;;41574.5;62453.7;53071.8;76405;88597.5;86692.2;47443.3;73370.3;69604.5;60069.8;43059.5;67524.2;113574;36562.1;125306;139154;147436;126581
54:05:02;54:05:02;Exp60;WW_R1;Sorghum;Exp60_117_IS14735;Exp60_117_IS14735;1;Exp60_117_IS14735_WW_R1;;49574.7;70956.3;54084.2;79541.9;47934.3;86309.6;54539.1;92524.4;120051;89912.6;63569.2;99276.6;99241.9;34427.9;112890;106996;96128.5;90123.1
54:06:01;54:06:01;Exp60;WW_R1;Sorghum;Exp60_288_IS32050;Exp60_288_IS32050;1;Exp60_288_IS32050_WW_R1;;911.284;52830.3;76771.1;52080.3;84367.9;81473.6;93917.1;79802;82548.5;105026;98649.4;98790.2;100030;0;109252;101293;16534.6;106997
54:06:02;54:06:02;Exp60;WW_R1;Sorghum;Exp60_212_IS23669;Exp60_212_IS23669;1;Exp60_212_IS23669_WW_R1;;58947.6;38437.8;26590.2;66044.8;42966.5;45746;66789.1;75373.3;105902;93263.5;81946.6;92832.8;96724.5;5.96;98167.1;85993.5;121605;128872
54:07:01;54:07:01;Exp60;WW_R1;Sorghum;Exp60_134_IS18698;Exp60_134_IS18698;1;Exp60_134_IS18698_WW_R1;;42563;64952.6;47463.4;44198.6;81187.7;67932;59167.9;30309.5;77915.1;83194.6;94502.9;87957.8;131401;0;112210;119576;65979.2;145220
54:07:02;54:07:02;Exp60;WW_R1;Sorghum;Exp60_71_IS9168;Exp60_71_IS9168;1;Exp60_71_IS9168_WW_R1;;35512.6;39137.6;29689.8;61535.6;97141.3;38994.7;84345.9;59279.7;66032.4;64219.5;84601.1;85187.3;85755.7;25.941;33598.3;94264.5;117344;99737.9
54:08:01;54:08:01;Exp60;WW_R1;Sorghum;Exp60_285_IS31681;Exp60_285_IS31681;1;Exp60_285_IS31681_WW_R1;;62029.6;67344.8;72183.7;49730.4;62041.3;85127.4;71547.1;48106.8;43500.6;101266;81454.6;94664.7;76863.5;0;151210;140786;120760;96032.4
54:08:02;54:08:02;Exp60;WW_R1;Sorghum;Exp60_5_IS929;Exp60_5_IS929;1;Exp60_5_IS929_WW_R1;;42664.7;47187.3;42761.3;57934.8;89433.9;64884.8;49474.2;51648.8;48508.4;48512.5;68725.7;80671.4;52334.2;23.691;88807.2;86697.4;116230;85930.8
54:09:01;54:09:01;Exp60;WW_R1;Sorghum;Exp60_220_IS24481;Exp60_220_IS24481;1;Exp60_220_IS24481_WW_R1;;53538.6;62463.7;83834.5;53776.6;70990.7;82481.1;94125.7;85003.2;57310.5;110070;106565;90050;100159;0;121178;118582;120161;130622
54:09:02;54:09:02;Exp60;WW_R1;Sorghum;Exp60_171_IS20762;Exp60_171_IS20762;1;Exp60_171_IS20762_WW_R1;;31054.5;28346.8;35422.9;61621.3;65735.3;50990.5;88304.5;62169.8;55549.6;75954.6;76246.3;48111.9;22336.7;0;114683;91504.7;119088;44095.5
54:10:01;54:10:01;Exp60;WW_R1;Sorghum;Exp60_58_IS6718;Exp60_58_IS6718;1;Exp60_58_IS6718_WW_R1;;8817.97;79285;72711;53212.4;65000.1;107400;54845.2;91448.8;92306.8;74700;71011.6;87130.7;97334.2;0;140799;127792;112559;124488
54:10:02;54:10:02;Exp60;WW_R1;Sorghum;Exp60_232_IS25702;Exp60_232_IS25702;1;Exp60_232_IS25702_WW_R1;;77794.9;35824.1;63379.8;90227.6;46329.8;72243.9;66639;28442.1;109595;87179.9;85058.3;64220.7;86809.7;0;100736;91747.6;135607;104723
54:11:01;54:11:01;Exp60;WW_R1;Sorghum;Exp60_84_IS10882;Exp60_84_IS10882;1;Exp60_84_IS10882_WW_R1;;13578.2;48508.9;54440.5;38109.3;80325.2;73443.5;77980.8;58604.4;100930;63183.5;81659.8;84902.4;45312.5;0;143612;125399;105333;57517
54:11:02;54:11:02;Exp60;WW_R1;Sorghum;Exp60_271_IS30441;Exp60_271_IS30441;1;Exp60_271_IS30441_WW_R1;;12412.8;57786.8;49760.8;92276.6;65724.5;67791.9;76056.3;98923.5;90485.7;84382.7;101769;53093.9;101163;20.212;91951.6;142870;114950;116074
