"","Date","TS","Temp","RH","VPD","SR","WS"
"440",2023-10-05,"13:45:00",36.39,47,NA,335,2.293
"441",2023-10-05,"14:00:00",36.38,42,NA,335,0.66
"442",2023-10-05,"14:15:00",36.8,41,NA,325.9,2.979
"443",2023-10-05,"14:30:00",36.74,40,NA,314.9,2.625
"444",2023-10-05,"14:45:00",37.42,40,NA,308.2,0.289
"445",2023-10-05,"15:00:00",37.86,39,NA,301.5,1.454
"446",2023-10-05,"15:15:00",37.71,39,NA,294.9,0.965
"447",2023-10-05,"15:30:00",38.06,36,NA,277.6,1.764
"448",2023-10-05,"15:45:00",37.5,37,NA,247.5,2.417
"449",2023-10-05,"16:00:00",37.78,38,NA,247.8,2.376
"450",2023-10-05,"16:15:00",37.21,36,NA,229.7,1.063
"451",2023-10-05,"16:30:00",36.86,37,NA,214.3,2.198
"452",2023-10-05,"16:45:00",36.74,36,NA,187.3,1.932
"453",2023-10-05,"17:00:00",36.21,35,NA,143.3,1.62
"454",2023-10-05,"17:15:00",35.62,38,NA,132.4,1.307
"455",2023-10-05,"17:30:00",35.09,40,NA,120.6,0.096
"456",2023-10-05,"17:45:00",34.68,40,NA,93.8,0.709
"457",2023-10-05,"18:00:00",34.14,42,NA,66.99,0
"458",2023-10-05,"18:15:00",33.43,45,NA,46.9,0
"459",2023-10-05,"18:30:00",32.98,45,NA,33.61,0
"460",2023-10-05,"18:45:00",32.39,47,NA,20.1,0
"461",2023-10-05,"19:00:00",31.88,49,NA,6.701,0
"462",2023-10-05,"19:15:00",31.36,51,NA,0,0
"463",2023-10-05,"19:30:00",30.85,54,NA,0,0
"464",2023-10-05,"19:45:00",30.44,56,NA,0,0
"465",2023-10-05,"20:00:00",30.05,58,NA,0,0
"466",2023-10-05,"20:15:00",29.73,60,NA,0,0
"467",2023-10-05,"20:30:00",29.25,61,NA,0,0
"468",2023-10-05,"20:45:00",28.62,64,NA,0,0
"469",2023-10-05,"21:00:00",28.2,66,NA,0,0
"470",2023-10-05,"21:15:00",27.97,67,NA,0,0
"471",2023-10-05,"21:30:00",27.66,68,NA,0,0
"472",2023-10-05,"21:45:00",27.33,69,NA,0,0
"473",2023-10-05,"22:00:00",27.22,70,NA,0,0
"474",2023-10-05,"22:15:00",27.04,71,NA,0,0
"475",2023-10-05,"22:30:00",26.75,71,NA,0,0
"476",2023-10-05,"22:45:00",26.47,71,NA,0,0
"477",2023-10-05,"23:00:00",26.36,72,NA,0,0
"478",2023-10-05,"23:15:00",26.14,74,NA,0,0
"479",2023-10-05,"23:30:00",26,74,NA,0,0
"480",2023-10-05,"23:45:00",25.92,74,NA,0,0
"481",2023-10-06,"00:00:00",25.99,74,NA,0,0
"482",2023-10-06,"00:15:00",25.89,74,NA,0,0
"483",2023-10-06,"00:30:00",25.85,74,NA,0,0
"484",2023-10-06,"00:45:00",25.81,74,NA,0,0
"485",2023-10-06,"01:00:00",25.6,74,NA,0,0
"486",2023-10-06,"01:15:00",25.42,75,NA,0,0
"487",2023-10-06,"01:30:00",25.32,75,NA,0,0
"488",2023-10-06,"01:45:00",25.17,76,NA,0,0
"489",2023-10-06,"02:00:00",24.88,77,NA,0,0
"490",2023-10-06,"02:15:00",24.89,77,NA,0,0
"491",2023-10-06,"02:30:00",24.38,78,NA,0,0
"492",2023-10-06,"02:45:00",24.14,80,NA,0,0
"493",2023-10-06,"03:00:00",24.3,80,NA,0,0
"494",2023-10-06,"03:15:00",24.16,79,NA,0,0
"495",2023-10-06,"03:30:00",24.03,79,NA,0.112,0
"496",2023-10-06,"03:45:00",23.84,80,NA,0,0
"497",2023-10-06,"04:00:00",23.77,81,NA,0,0
"498",2023-10-06,"04:15:00",23.67,81,NA,0,0
"499",2023-10-06,"04:30:00",23.6,81,NA,0,0
"500",2023-10-06,"04:45:00",23.55,80,NA,0,0
"501",2023-10-06,"05:00:00",23.35,80,NA,0,0
"502",2023-10-06,"05:15:00",23.18,80,NA,0.112,0
"503",2023-10-06,"05:30:00",23.03,79,NA,0,0
"504",2023-10-06,"05:45:00",23.05,79,NA,0,0
"505",2023-10-06,"06:00:00",22.92,79,NA,0,0
"506",2023-10-06,"06:15:00",22.83,79,NA,0,0
"507",2023-10-06,"06:30:00",22.77,79,NA,0,0
"508",2023-10-06,"06:45:00",22.64,79,NA,0,0
"509",2023-10-06,"07:00:00",22.55,80,NA,0,0
"510",2023-10-06,"07:15:00",22.51,80,NA,0.112,0
"511",2023-10-06,"07:30:00",22.54,80,NA,0,0
"512",2023-10-06,"07:45:00",22.62,81,NA,6.71,0
"513",2023-10-06,"08:00:00",22.76,82,NA,13.53,0
"514",2023-10-06,"08:15:00",23.06,82,NA,40.26,0
"515",2023-10-06,"08:30:00",23.43,83,NA,46.97,0
"516",2023-10-06,"08:45:00",24.07,82,NA,54,0
"517",2023-10-06,"09:00:00",24.72,79,NA,40.24,0
"518",2023-10-06,"09:15:00",25.37,79,NA,95.2,0
"519",2023-10-06,"09:30:00",26.22,75,NA,139.9,0.384
"520",2023-10-06,"09:45:00",26.89,74,NA,160.9,0.929
"521",2023-10-06,"10:00:00",27.61,71,NA,181,1.442
"522",2023-10-06,"10:15:00",28.21,71,NA,203,2.948
"523",2023-10-06,"10:30:00",28.79,69,NA,227.9,0.416
"524",2023-10-06,"10:45:00",29.19,69,NA,242.2,1.014
"525",2023-10-06,"11:00:00",30.03,66,NA,259.2,1.87
"526",2023-10-06,"11:15:00",30.7,66,NA,280.4,1.94
"527",2023-10-06,"11:30:00",31.16,62,NA,293.4,0.377
"528",2023-10-06,"11:45:00",32.02,61,NA,301,1.526
"529",2023-10-06,"12:00:00",32.53,61,NA,310.4,2.326
"530",2023-10-06,"12:15:00",33.33,58,NA,323,2.474
"531",2023-10-06,"12:30:00",33.78,56,NA,335.1,1.803
"532",2023-10-06,"12:45:00",34.42,55,NA,334.6,2.612
"533",2023-10-06,"13:00:00",34.83,53,NA,335,2.099
"534",2023-10-06,"13:15:00",35.16,52,NA,335,2.656
"535",2023-10-06,"13:30:00",35.32,49,NA,335.1,0.461
"536",2023-10-06,"13:45:00",35.78,47,NA,331.3,2.321
"537",2023-10-06,"14:00:00",36.3,47,NA,330,1.24
"538",2023-10-06,"14:15:00",36.53,45,NA,328.3,3.469
"539",2023-10-06,"14:30:00",36.35,44,NA,321.6,2.166
"540",2023-10-06,"14:45:00",37.15,43,NA,314.9,3.811
"541",2023-10-06,"15:00:00",37.39,41,NA,301.5,2.148
"542",2023-10-06,"15:15:00",37.57,40,NA,294.8,3.018
"543",2023-10-06,"15:30:00",37.74,40,NA,281.4,0.745
"544",2023-10-06,"15:45:00",37.65,40,NA,267.9,1.762
"545",2023-10-06,"16:00:00",37.67,40,NA,247.8,1.46
"546",2023-10-06,"16:15:00",37.16,39,NA,231.6,0.781
"547",2023-10-06,"16:30:00",36.9,41,NA,214.3,1.699
"548",2023-10-06,"16:45:00",36.74,41,NA,194.3,1.127
"549",2023-10-06,"17:00:00",36.48,43,NA,169.9,0.247
"550",2023-10-06,"17:15:00",35.88,43,NA,146.5,0.612
"551",2023-10-06,"17:30:00",35.26,44,NA,123.2,1.434
"552",2023-10-06,"17:45:00",34.61,45,NA,100.5,1.514
"553",2023-10-06,"18:00:00",34.32,46,NA,73.68,0.81
"554",2023-10-06,"18:15:00",33.67,48,NA,53.59,0.662
"555",2023-10-06,"18:30:00",32.88,50,NA,40.2,1.552
"556",2023-10-06,"18:45:00",32.29,52,NA,20.1,0.408
"557",2023-10-06,"19:00:00",31.74,54,NA,6.701,0.196
"558",2023-10-06,"19:15:00",31.18,55,NA,0,0.474
"559",2023-10-06,"19:30:00",30.73,56,NA,0,0
"560",2023-10-06,"19:45:00",30.3,57,NA,0,0
"561",2023-10-06,"20:00:00",29.95,59,NA,0,0
"562",2023-10-06,"20:15:00",29.68,61,NA,0,0
"563",2023-10-06,"20:30:00",29.52,63,NA,0,0
"564",2023-10-06,"20:45:00",29.25,64,NA,0,0
"565",2023-10-06,"21:00:00",28.95,65,NA,0,0
"566",2023-10-06,"21:15:00",28.73,66,NA,0,0
"567",2023-10-06,"21:30:00",28.3,68,NA,0,0
"568",2023-10-06,"21:45:00",27.82,70,NA,0,0
"569",2023-10-06,"22:00:00",27.54,70,NA,0,0
"570",2023-10-06,"22:15:00",27.45,72,NA,0,0
"571",2023-10-06,"22:30:00",27.17,73,NA,0,0
"572",2023-10-06,"22:45:00",27.05,73,NA,0,0
"573",2023-10-06,"23:00:00",26.98,74,NA,0,0
"574",2023-10-06,"23:15:00",26.59,76,NA,0,0
"575",2023-10-06,"23:30:00",26.36,77,NA,0,0
"576",2023-10-06,"23:45:00",26.33,77,NA,0,0
"577",2023-10-07,"00:00:00",26.12,77,NA,0,0
"578",2023-10-07,"00:15:00",25.81,79,NA,0,0
"579",2023-10-07,"00:30:00",25.84,79,NA,0,0
"580",2023-10-07,"00:45:00",25.8,78,NA,0,0
"581",2023-10-07,"01:00:00",25.71,79,NA,0,0
"582",2023-10-07,"01:15:00",25.63,79,NA,0,0
"583",2023-10-07,"01:30:00",25.53,80,NA,0,0
"584",2023-10-07,"01:45:00",25.43,80,NA,0,0
"585",2023-10-07,"02:00:00",25.07,81,NA,0,0
"586",2023-10-07,"02:15:00",24.92,82,NA,0,0
"587",2023-10-07,"02:30:00",24.84,81,NA,0,0
"588",2023-10-07,"02:45:00",24.72,81,NA,0,0
"589",2023-10-07,"03:00:00",24.66,81,NA,0,0
"590",2023-10-07,"03:15:00",24.57,81,NA,0,0
"591",2023-10-07,"03:30:00",24.47,81,NA,0,0
"592",2023-10-07,"03:45:00",24.39,82,NA,0.112,0
"593",2023-10-07,"04:00:00",24.32,82,NA,0,0
"594",2023-10-07,"04:15:00",24.16,81,NA,0,0
"595",2023-10-07,"04:30:00",24.14,82,NA,0,0
"596",2023-10-07,"04:45:00",24.07,83,NA,0,0
"597",2023-10-07,"05:00:00",23.93,83,NA,0,0
"598",2023-10-07,"05:15:00",23.84,83,NA,0,0
"599",2023-10-07,"05:30:00",23.66,83,NA,0,0
"600",2023-10-07,"05:45:00",23.51,84,NA,0,0
"601",2023-10-07,"06:00:00",23.52,84,NA,0,0
"602",2023-10-07,"06:15:00",23.48,84,NA,0,0
"603",2023-10-07,"06:30:00",23.36,84,NA,0,0
"604",2023-10-07,"06:45:00",23.23,84,NA,0,0
"605",2023-10-07,"07:00:00",23.27,84,NA,0,0
"606",2023-10-07,"07:15:00",23.19,84,NA,0.112,0
"607",2023-10-07,"07:30:00",23.16,84,NA,0,0
"608",2023-10-07,"07:45:00",23.13,85,NA,13.42,0
"609",2023-10-07,"08:00:00",23.32,85,NA,20.13,0
"610",2023-10-07,"08:15:00",23.48,86,NA,40.26,0
"611",2023-10-07,"08:30:00",23.87,86,NA,46.96,0
"612",2023-10-07,"08:45:00",24.47,87,NA,70.1,0
"613",2023-10-07,"09:00:00",25.18,83,NA,98.9,0
"614",2023-10-07,"09:15:00",25.68,82,NA,40.23,0
"615",2023-10-07,"09:30:00",26.44,79,NA,128.7,0
"616",2023-10-07,"09:45:00",27.03,76,NA,154.2,0
"617",2023-10-07,"10:00:00",27.69,71,NA,181,1.143
"618",2023-10-07,"10:15:00",28.17,71,NA,201.7,0.774
"619",2023-10-07,"10:30:00",28.73,69,NA,222.4,1.821
"620",2023-10-07,"10:45:00",29.64,67,NA,245.5,1.524
"621",2023-10-07,"11:00:00",30.17,66,NA,259.7,0.761
"622",2023-10-07,"11:15:00",30.98,61,NA,277.5,1.656
"623",2023-10-07,"11:30:00",31.45,61,NA,288.4,1.945
"624",2023-10-07,"11:45:00",32.18,59,NA,303.9,1.967
"625",2023-10-07,"12:00:00",32.86,60,NA,315,2.141
"626",2023-10-07,"12:15:00",33.63,57,NA,321.7,1.846
"627",2023-10-07,"12:30:00",34.32,54,NA,328.6,2.453
"628",2023-10-07,"12:45:00",34.68,52,NA,335.8,0.454
"629",2023-10-07,"13:00:00",35.32,50,NA,333.6,0.217
"630",2023-10-07,"13:15:00",35.74,50,NA,348.1,1.927
"631",2023-10-07,"13:30:00",36.2,49,NA,335,2.809
"632",2023-10-07,"13:45:00",36.57,48,NA,312.1,0.99
"633",2023-10-07,"14:00:00",36.87,47,NA,233.8,2.898
"634",2023-10-07,"14:15:00",36.45,44,NA,314.3,1.607
"635",2023-10-07,"14:30:00",36.55,42,NA,341.7,1.555
"636",2023-10-07,"14:45:00",37.38,42,NA,314.9,2.264
"637",2023-10-07,"15:00:00",37.74,39,NA,294.2,1.842
"638",2023-10-07,"15:15:00",37.97,40,NA,314.9,1.8
"639",2023-10-07,"15:30:00",37.7,41,NA,261.5,0.002
"640",2023-10-07,"15:45:00",37,41,NA,70.56,0.01
"641",2023-10-07,"16:00:00",35.69,43,NA,139.7,1.509
"642",2023-10-07,"16:15:00",35.92,44,NA,236.4,0.191
"643",2023-10-07,"16:30:00",36.56,42,NA,68.33,2.109
"644",2023-10-07,"16:45:00",35.02,44,NA,71.23,2.012
"645",2023-10-07,"17:00:00",35.06,47,NA,167.5,0.039
"646",2023-10-07,"17:15:00",35.33,45,NA,147.2,0.678
"647",2023-10-07,"17:30:00",35.14,45,NA,127.1,0.044
"648",2023-10-07,"17:45:00",34.78,46,NA,94.8,0
"649",2023-10-07,"18:00:00",34.29,48,NA,66.98,1.632
"650",2023-10-07,"18:15:00",33.8,50,NA,39.3,1.468
"651",2023-10-07,"18:30:00",32.92,51,NA,20.1,0.809
"652",2023-10-07,"18:45:00",32.36,52,NA,13.4,0
"653",2023-10-07,"19:00:00",31.74,53,NA,6.701,0
"654",2023-10-07,"19:15:00",31.33,54,NA,0,0
"655",2023-10-07,"19:30:00",30.81,55,NA,0,0
"656",2023-10-07,"19:45:00",30.52,57,NA,0,0
"657",2023-10-07,"20:00:00",30.24,58,NA,0,0
"658",2023-10-07,"20:15:00",29.88,59,NA,0,0
"659",2023-10-07,"20:30:00",29.68,59,NA,0,0
"660",2023-10-07,"20:45:00",29.46,59,NA,0,0
"661",2023-10-07,"21:00:00",29.26,59,NA,0,0
"662",2023-10-07,"21:15:00",29.05,62,NA,0,0
"663",2023-10-07,"21:30:00",28.66,64,NA,0,0
"664",2023-10-07,"21:45:00",28.21,66,NA,0,0
"665",2023-10-07,"22:00:00",27.99,69,NA,0,0
"666",2023-10-07,"22:15:00",27.8,70,NA,0,0
"667",2023-10-07,"22:30:00",27.6,70,NA,0,0
"668",2023-10-07,"22:45:00",27.41,70,NA,0,0
"669",2023-10-07,"23:00:00",27.26,68,NA,0,0
"670",2023-10-07,"23:15:00",27.2,69,NA,0,0
"671",2023-10-07,"23:30:00",27.07,71,NA,0,0
"672",2023-10-07,"23:45:00",27.02,71,NA,0,0
"673",2023-10-08,"00:00:00",26.97,70,NA,0,0
"674",2023-10-08,"00:15:00",26.89,71,NA,0,0
"675",2023-10-08,"00:30:00",26.86,71,NA,0,0
"676",2023-10-08,"00:45:00",26.62,73,NA,0,0
"677",2023-10-08,"01:00:00",26.38,74,NA,0,0
"678",2023-10-08,"01:15:00",26.27,74,NA,0,0
"679",2023-10-08,"01:30:00",26.05,74,NA,0,0
"680",2023-10-08,"01:45:00",25.86,75,NA,0,0
"681",2023-10-08,"02:00:00",25.7,76,NA,0,0
"682",2023-10-08,"02:15:00",25.51,76,NA,0,0
"683",2023-10-08,"02:30:00",25.29,77,NA,0.112,0
"684",2023-10-08,"02:45:00",25.19,77,NA,0,0
"685",2023-10-08,"03:00:00",25.04,77,NA,0,0
"686",2023-10-08,"03:15:00",24.97,80,NA,0,0
"687",2023-10-08,"03:30:00",24.95,79,NA,0,0
"688",2023-10-08,"03:45:00",24.56,80,NA,0,0
"689",2023-10-08,"04:00:00",24.31,81,NA,0.112,0
"690",2023-10-08,"04:15:00",24.3,81,NA,0,0
"691",2023-10-08,"04:30:00",24.1,81,NA,0,0
"692",2023-10-08,"04:45:00",24.14,81,NA,0,0
"693",2023-10-08,"05:00:00",23.94,81,NA,0,0
"694",2023-10-08,"05:15:00",23.75,81,NA,0,0
"695",2023-10-08,"05:30:00",23.67,82,NA,0,0
"696",2023-10-08,"05:45:00",23.73,82,NA,0.112,0
"697",2023-10-08,"06:00:00",23.75,81,NA,0,0
"698",2023-10-08,"06:15:00",23.49,81,NA,0,0
"699",2023-10-08,"06:30:00",23.4,80,NA,0,0
"700",2023-10-08,"06:45:00",23.24,81,NA,0,0
"701",2023-10-08,"07:00:00",23.33,82,NA,0,0
"702",2023-10-08,"07:15:00",23.31,81,NA,0,0
"703",2023-10-08,"07:30:00",23.29,83,NA,0,0
"704",2023-10-08,"07:45:00",23.51,84,NA,13.42,0
"705",2023-10-08,"08:00:00",23.72,85,NA,13.42,0
"706",2023-10-08,"08:15:00",24.27,85,NA,33.66,0
"707",2023-10-08,"08:30:00",24.63,85,NA,40.25,0
"708",2023-10-08,"08:45:00",25.26,85,NA,65.51,0
"709",2023-10-08,"09:00:00",25.8,83,NA,40.24,0
"710",2023-10-08,"09:15:00",26.83,81,NA,107.5,0
"711",2023-10-08,"09:30:00",27.34,80,NA,134.2,0
"712",2023-10-08,"09:45:00",27.79,78,NA,160.5,0
"713",2023-10-08,"10:00:00",28.49,74,NA,183.9,0
"714",2023-10-08,"10:15:00",29.06,71,NA,212.8,0
"715",2023-10-08,"10:30:00",29.87,66,NA,229,0.02
"716",2023-10-08,"10:45:00",30.62,63,NA,242.3,0.185
"717",2023-10-08,"11:00:00",31.49,59,NA,262.1,0.098
"718",2023-10-08,"11:15:00",32.32,56,NA,281.3,0.052
"719",2023-10-08,"11:30:00",32.71,55,NA,288.4,0.893
"720",2023-10-08,"11:45:00",33.41,50,NA,308.3,0.833
"721",2023-10-08,"12:00:00",33.88,48,NA,315.5,1.973
"722",2023-10-08,"12:15:00",34.53,40,NA,321.6,0.882
"723",2023-10-08,"12:30:00",35.1,43,NA,328.3,1.32
"724",2023-10-08,"12:45:00",35.64,43,NA,335,0.261
"725",2023-10-08,"13:00:00",35.98,41,NA,343.2,1.279
"726",2023-10-08,"13:15:00",36.37,39,NA,341.6,0.186
"727",2023-10-08,"13:30:00",36.76,37,NA,316.6,0
"728",2023-10-08,"13:45:00",37.09,37,NA,346.4,1.952
"729",2023-10-08,"14:00:00",37.56,36,NA,341.6,1.08
"730",2023-10-08,"14:15:00",38.02,36,NA,257,0.016
"731",2023-10-08,"14:30:00",37.76,36,NA,329.7,0
"732",2023-10-08,"14:45:00",38.23,35,NA,328.7,0.464
"733",2023-10-08,"15:00:00",37.93,36,NA,313.5,0
"734",2023-10-08,"15:15:00",38.31,36,NA,285.2,1.369
"735",2023-10-08,"15:30:00",38.36,36,NA,267.6,1.806
"736",2023-10-08,"15:45:00",37.74,36,NA,133.1,0.266
"737",2023-10-08,"16:00:00",37.01,39,NA,241.1,0.204
"738",2023-10-08,"16:15:00",37.52,36,NA,234.4,0.108
"739",2023-10-08,"16:30:00",37.39,37,NA,227.2,0.506
"740",2023-10-08,"16:45:00",37.06,37,NA,154.9,0.075
"741",2023-10-08,"17:00:00",36.38,38,NA,147.4,0.222
"742",2023-10-08,"17:15:00",36.03,38,NA,120.7,0.067
"743",2023-10-08,"17:30:00",35.47,38,NA,107.2,0.506
"744",2023-10-08,"17:45:00",34.77,42,NA,80.4,1.218
"745",2023-10-08,"18:00:00",34.3,41,NA,61.74,0.003
"746",2023-10-08,"18:15:00",33.76,42,NA,40.19,0.175
"747",2023-10-08,"18:30:00",33.37,44,NA,26.79,0
"748",2023-10-08,"18:45:00",32.94,46,NA,7.928,0
"749",2023-10-08,"19:00:00",32.29,49,NA,0,0
"750",2023-10-08,"19:15:00",31.97,51,NA,0,0
"751",2023-10-08,"19:30:00",31.62,54,NA,0,0
"752",2023-10-08,"19:45:00",31.45,56,NA,0,0
"753",2023-10-08,"20:00:00",31.34,56,NA,0,0
"754",2023-10-08,"20:15:00",31.14,57,NA,0,0
"755",2023-10-08,"20:30:00",30.92,58,NA,0,0
"756",2023-10-08,"20:45:00",30.56,59,NA,0,0
"757",2023-10-08,"21:00:00",30.3,60,NA,0,0
"758",2023-10-08,"21:15:00",30.1,62,NA,0,0
"759",2023-10-08,"21:30:00",29.79,63,NA,0,0
"760",2023-10-08,"21:45:00",29.46,64,NA,0,0
"761",2023-10-08,"22:00:00",29.24,65,NA,0,0
"762",2023-10-08,"22:15:00",28.95,66,NA,0,0
"763",2023-10-08,"22:30:00",28.78,67,NA,0,0
"764",2023-10-08,"22:45:00",28.38,68,NA,0,0
"765",2023-10-08,"23:00:00",28.2,69,NA,0,0
"766",2023-10-08,"23:15:00",28,72,NA,0,0
"767",2023-10-08,"23:30:00",27.78,72,NA,0,0
"768",2023-10-08,"23:45:00",27.65,72,NA,0,0
"769",2023-10-09,"00:00:00",27.41,73,NA,0,0
"770",2023-10-09,"00:15:00",27.39,73,NA,0,0
"771",2023-10-09,"00:30:00",27.24,74,NA,0,0
"772",2023-10-09,"00:45:00",27.05,74,NA,0,0
"773",2023-10-09,"01:00:00",26.65,75,NA,0,0
"774",2023-10-09,"01:15:00",26.59,74,NA,0,0
"775",2023-10-09,"01:30:00",26.46,75,NA,0,0
"776",2023-10-09,"01:45:00",26.46,76,NA,0,0
"777",2023-10-09,"02:00:00",26.39,79,NA,0,0
"778",2023-10-09,"02:15:00",26.32,79,NA,0,0
"779",2023-10-09,"02:30:00",26.03,79,NA,0,0
"780",2023-10-09,"02:45:00",25.9,80,NA,0,0
"781",2023-10-09,"03:00:00",25.86,80,NA,0,0
"782",2023-10-09,"03:15:00",25.61,79,NA,0,0
"783",2023-10-09,"03:30:00",25.44,79,NA,0,0
"784",2023-10-09,"03:45:00",25.37,79,NA,0,0
"785",2023-10-09,"04:00:00",25.37,78,NA,0,0
"786",2023-10-09,"04:15:00",25.08,80,NA,0,0
"787",2023-10-09,"04:30:00",25.12,81,NA,0,0
"788",2023-10-09,"04:45:00",25.17,81,NA,0,0
"789",2023-10-09,"05:00:00",24.91,82,NA,0.112,0
"790",2023-10-09,"05:15:00",24.87,81,NA,0,0
"791",2023-10-09,"05:30:00",24.78,82,NA,0,0
"792",2023-10-09,"05:45:00",24.63,82,NA,0,0
"793",2023-10-09,"06:00:00",24.54,82,NA,0,0
"794",2023-10-09,"06:15:00",24.42,83,NA,0,0
"795",2023-10-09,"06:30:00",24.36,83,NA,0,0
"796",2023-10-09,"06:45:00",24.31,84,NA,0,0
"797",2023-10-09,"07:00:00",24.18,83,NA,0,0
"798",2023-10-09,"07:15:00",24.15,83,NA,0,0
"799",2023-10-09,"07:30:00",24.03,82,NA,0,0
"800",2023-10-09,"07:45:00",24.03,83,NA,6.71,0
"801",2023-10-09,"08:00:00",24.01,83,NA,14.09,0
"802",2023-10-09,"08:15:00",24.02,83,NA,27.18,0
"803",2023-10-09,"08:30:00",24.58,84,NA,40.25,0
"804",2023-10-09,"08:45:00",25.28,85,NA,54.89,0
"805",2023-10-09,"09:00:00",25.88,82,NA,46.95,0
"806",2023-10-09,"09:15:00",26.66,80,NA,100.6,0
"807",2023-10-09,"09:30:00",27.25,77,NA,120.7,0
"808",2023-10-09,"09:45:00",28.32,75,NA,136.1,0
"809",2023-10-09,"10:00:00",29.13,73,NA,167.6,0
"810",2023-10-09,"10:15:00",29.87,69,NA,188.9,0
"811",2023-10-09,"10:30:00",30.56,64,NA,216,0
"812",2023-10-09,"10:45:00",31.16,62,NA,239.6,0
"813",2023-10-09,"11:00:00",31.71,57,NA,253.9,0
"814",2023-10-09,"11:15:00",32.29,58,NA,261.3,0
"815",2023-10-09,"11:30:00",33.09,54,NA,282.1,0.263
"816",2023-10-09,"11:45:00",33.62,50,NA,294.8,0
"817",2023-10-09,"12:00:00",34.24,51,NA,302.1,1.981
"818",2023-10-09,"12:15:00",34.64,47,NA,314.9,0.168
"819",2023-10-09,"12:30:00",35.14,47,NA,316.9,0.056
"820",2023-10-09,"12:45:00",35.52,44,NA,327.3,0
"821",2023-10-09,"13:00:00",36,44,NA,341.7,0
"822",2023-10-09,"13:15:00",36.09,42,NA,213,0.096
"823",2023-10-09,"13:30:00",36.48,42,NA,333.2,1.432
"824",2023-10-09,"13:45:00",37.08,39,NA,352,1.707
"825",2023-10-09,"14:00:00",37.42,38,NA,273.8,0.291
"826",2023-10-09,"14:15:00",37.85,38,NA,295.1,0
"827",2023-10-09,"14:30:00",37.94,38,NA,348.3,0.356
"828",2023-10-09,"14:45:00",38.36,37,NA,128.2,0.029
"829",2023-10-09,"15:00:00",37.5,39,NA,328.7,0
"830",2023-10-09,"15:15:00",37.04,37,NA,176.1,0
"831",2023-10-09,"15:30:00",36.25,41,NA,120.1,0
"832",2023-10-09,"15:45:00",37.08,42,NA,261.2,0
"833",2023-10-09,"16:00:00",37.65,39,NA,240.4,0.003
"834",2023-10-09,"16:15:00",37.92,41,NA,227,0.093
"835",2023-10-09,"16:30:00",37.6,41,NA,223.5,0
"836",2023-10-09,"16:45:00",37.66,40,NA,208.4,0
"837",2023-10-09,"17:00:00",37.46,41,NA,145.2,0
"838",2023-10-09,"17:15:00",36.23,43,NA,49.45,0
"839",2023-10-09,"17:30:00",34.75,45,NA,20.09,0
"840",2023-10-09,"17:45:00",33.82,47,NA,13.4,0
"841",2023-10-09,"18:00:00",33.36,48,NA,33.5,0
"842",2023-10-09,"18:15:00",33.08,48,NA,20.1,0
"843",2023-10-09,"18:30:00",32.89,48,NA,6.701,0
"844",2023-10-09,"18:45:00",32.54,49,NA,6.701,0
"845",2023-10-09,"19:00:00",32.29,50,NA,0,0
"846",2023-10-09,"19:15:00",32.07,51,NA,0,0
"847",2023-10-09,"19:30:00",31.8,53,NA,0,0
"848",2023-10-09,"19:45:00",31.43,53,NA,0,0
"849",2023-10-09,"20:00:00",31.1,54,NA,0,0
"850",2023-10-09,"20:15:00",30.81,56,NA,0,0
"851",2023-10-09,"20:30:00",30.68,57,NA,0,0
"852",2023-10-09,"20:45:00",30.5,58,NA,0,0
"853",2023-10-09,"21:00:00",30.21,59,NA,0,0
"854",2023-10-09,"21:15:00",29.92,62,NA,0,0
"855",2023-10-09,"21:30:00",29.65,64,NA,0,0
"856",2023-10-09,"21:45:00",29.48,65,NA,0,0
"857",2023-10-09,"22:00:00",29.22,67,NA,0,0
"858",2023-10-09,"22:15:00",29.09,67,NA,0,0
"859",2023-10-09,"22:30:00",28.88,67,NA,0,0
"860",2023-10-09,"22:45:00",28.66,67,NA,0,0
"861",2023-10-09,"23:00:00",28.59,68,NA,0,0
"862",2023-10-09,"23:15:00",28.44,69,NA,0,0
"863",2023-10-09,"23:30:00",28.12,69,NA,0,0
"864",2023-10-09,"23:45:00",27.9,70,NA,0,0
"865",2023-10-10,"00:00:00",27.75,72,NA,0,0
"866",2023-10-10,"00:15:00",27.56,74,NA,0,0
"867",2023-10-10,"00:30:00",27.45,76,NA,0,0
"868",2023-10-10,"00:45:00",27.38,76,NA,0,0
"869",2023-10-10,"01:00:00",27.2,76,NA,0,0
"870",2023-10-10,"01:15:00",27.08,78,NA,0,0
"871",2023-10-10,"01:30:00",26.76,79,NA,0,0
"872",2023-10-10,"01:45:00",26.61,78,NA,0,0
"873",2023-10-10,"02:00:00",26.46,77,NA,0,0
"874",2023-10-10,"02:15:00",26.38,76,NA,0,0
"875",2023-10-10,"02:30:00",26.27,79,NA,0,0
"876",2023-10-10,"02:45:00",26.32,78,NA,0,0
"877",2023-10-10,"03:00:00",26.17,79,NA,0,0
"878",2023-10-10,"03:15:00",26.03,80,NA,0.224,0
"879",2023-10-10,"03:30:00",26.01,79,NA,0,0
"880",2023-10-10,"03:45:00",26.05,79,NA,0,0
"881",2023-10-10,"04:00:00",26.02,79,NA,0,0
"882",2023-10-10,"04:15:00",25.97,79,NA,0,0
"883",2023-10-10,"04:30:00",25.98,79,NA,0,0
