"";"sector";"genotype";"replicate";"timestamp";"leaf_area"
"43557";"53:11:1";"IS13989";NA;"2023-10-08 11:06:00";89880,2
"43558";"53:11:1";"IS13989";NA;"2023-10-09 09:24:00";95114,3
"43559";"53:11:1";"IS13989";NA;"2023-10-10 09:17:00";94903
"43560";"53:11:1";"IS13989";NA;"2023-10-10 13:56:00";103806
"43561";"53:11:1";"IS13989";NA;"2023-10-11 11:50:00";108267
"43562";"53:11:1";"IS13989";NA;"2023-10-11 13:50:00";106980
"43563";"53:11:1";"IS13989";NA;"2023-10-12 09:54:00";114800
"43564";"53:11:1";"IS13989";NA;"2023-10-13 09:24:00";98921,4
"43565";"53:11:1";"IS13989";NA;"2023-10-13 13:55:00";110204
"43566";"53:11:1";"IS13989";NA;"2023-10-14 09:26:00";105298
"43567";"53:11:1";"IS13989";NA;"2023-10-14 13:55:00";110142
"43568";"53:11:1";"IS13989";NA;"2023-10-15 12:40:00";100776
"43569";"53:11:1";"IS13989";NA;"2023-10-16 16:25:00";98212,4
"43570";"53:11:1";"IS13989";NA;"2023-10-17 14:34:00";61320,6
"43571";"53:11:1";"IS13989";NA;"2023-10-18 07:52:00";52279,3
"43572";"53:11:1";"IS13989";NA;"2023-10-18 14:10:00";63991,5
"43573";"53:11:1";"IS13989";NA;"2023-10-19 07:16:00";51113,1
"43574";"53:11:1";"IS13989";NA;"2023-10-19 14:00:00";55591,3
"43575";"53:11:1";"IS13989";NA;"2023-10-20 10:13:00";59759,6
"43576";"53:11:1";"IS13989";NA;"2023-10-20 14:52:00";52609
"43577";"53:11:1";"IS13989";NA;"2023-10-21 07:34:00";47486,9
"43578";"53:11:1";"IS13989";NA;"2023-10-21 14:43:00";1644,74
"43579";"53:11:2";"IS2430";NA;"2023-09-22 11:12:00";2838,34
"43580";"53:11:2";"IS2430";NA;"2023-09-22 13:57:00";3333,66
"43581";"53:11:2";"IS2430";NA;"2023-09-23 07:06:00";3796,89
"43582";"53:11:2";"IS2430";NA;"2023-09-23 09:32:00";4307,88
"43583";"53:11:2";"IS2430";NA;"2023-09-24 09:34:00";6106,21
"43584";"53:11:2";"IS2430";NA;"2023-09-24 12:32:00";7230,87
"43585";"53:11:2";"IS2430";NA;"2023-09-25 09:38:00";11567,1
"43586";"53:11:2";"IS2430";NA;"2023-09-25 13:58:00";13385,2
"43587";"53:11:2";"IS2430";NA;"2023-09-26 09:38:00";15471,8
"43588";"53:11:2";"IS2430";NA;"2023-09-26 13:51:00";17865,9
"43589";"53:11:2";"IS2430";NA;"2023-09-27 09:19:00";21513,3
"43590";"53:11:2";"IS2430";NA;"2023-09-27 14:52:00";29745,9
"43591";"53:11:2";"IS2430";NA;"2023-09-28 09:12:00";25798,7
"43592";"53:11:2";"IS2430";NA;"2023-09-28 11:49:00";28702,1
"43593";"53:11:2";"IS2430";NA;"2023-09-29 11:02:00";42228,3
"43594";"53:11:2";"IS2430";NA;"2023-09-29 13:54:00";46381
"43595";"53:11:2";"IS2430";NA;"2023-09-30 07:50:00";49673,8
"43596";"53:11:2";"IS2430";NA;"2023-09-30 10:06:00";47153,8
"43597";"53:11:2";"IS2430";NA;"2023-10-01 12:09:00";75201,8
"43598";"53:11:2";"IS2430";NA;"2023-10-02 07:59:00";83056
"43599";"53:11:2";"IS2430";NA;"2023-10-02 10:10:00";92276,6
"43600";"53:11:2";"IS2430";NA;"2023-10-03 09:27:00";118073
"43601";"53:11:2";"IS2430";NA;"2023-10-03 14:01:00";103705
"43602";"53:11:2";"IS2430";NA;"2023-10-04 09:25:00";107552
"43603";"53:11:2";"IS2430";NA;"2023-10-04 13:53:00";108506
"43604";"53:11:2";"IS2430";NA;"2023-10-05 09:54:00";92776,2
"43605";"53:11:2";"IS2430";NA;"2023-10-05 14:26:00";115818
"43606";"53:11:2";"IS2430";NA;"2023-10-06 09:31:00";102670
"43607";"53:11:2";"IS2430";NA;"2023-10-06 14:49:00";140440
"43608";"53:11:2";"IS2430";NA;"2023-10-07 07:18:00";127202
"43609";"53:11:2";"IS2430";NA;"2023-10-07 09:06:00";138381
"43610";"53:11:2";"IS2430";NA;"2023-10-08 08:42:00";154368
"43611";"53:11:2";"IS2430";NA;"2023-10-08 11:06:00";152076
"43612";"53:11:2";"IS2430";NA;"2023-10-09 09:24:00";164467
"43613";"53:11:2";"IS2430";NA;"2023-10-10 09:17:00";154472
"43614";"53:11:2";"IS2430";NA;"2023-10-10 13:56:00";156284
"43615";"53:11:2";"IS2430";NA;"2023-10-11 11:50:00";156063
"43616";"53:11:2";"IS2430";NA;"2023-10-11 13:50:00";152948
"43617";"53:11:2";"IS2430";NA;"2023-10-12 09:54:00";153243
"43618";"53:11:2";"IS2430";NA;"2023-10-13 09:24:00";121796
"43619";"53:11:2";"IS2430";NA;"2023-10-13 13:55:00";122793
"43620";"53:11:2";"IS2430";NA;"2023-10-14 09:26:00";125444
"43621";"53:11:2";"IS2430";NA;"2023-10-14 13:55:00";111284
"43622";"53:11:2";"IS2430";NA;"2023-10-15 12:40:00";95763,5
"43623";"53:11:2";"IS2430";NA;"2023-10-16 16:25:00";71366,8
"43624";"53:11:2";"IS2430";NA;"2023-10-17 14:34:00";42979,8
"43625";"53:11:2";"IS2430";NA;"2023-10-18 07:52:00";43528,9
"43626";"53:11:2";"IS2430";NA;"2023-10-18 14:10:00";29833,6
"43627";"53:11:2";"IS2430";NA;"2023-10-19 07:16:00";43848,2
"43628";"53:11:2";"IS2430";NA;"2023-10-19 14:00:00";39353,7
"43629";"53:11:2";"IS2430";NA;"2023-10-20 10:13:00";30148,4
"43630";"53:11:2";"IS2430";NA;"2023-10-20 14:52:00";37672,3
"43631";"53:11:2";"IS2430";NA;"2023-10-21 07:34:00";41246,8
"43632";"53:11:2";"IS2430";NA;"2023-10-21 14:43:00";604,022
"43633";"53:12:1";"IS13452";NA;"2023-09-22 11:12:00";3326,15
"43634";"53:12:1";"IS13452";NA;"2023-09-22 13:57:00";3708,89
"43635";"53:12:1";"IS13452";NA;"2023-09-23 07:06:00";4340,35
"43636";"53:12:1";"IS13452";NA;"2023-09-23 09:32:00";5244,98
"43637";"53:12:1";"IS13452";NA;"2023-09-24 09:34:00";8679,23
"43638";"53:12:1";"IS13452";NA;"2023-09-24 12:32:00";10080,2
"43639";"53:12:1";"IS13452";NA;"2023-09-25 09:38:00";12839,3
"43640";"53:12:1";"IS13452";NA;"2023-09-25 13:58:00";13948,7
"43641";"53:12:1";"IS13452";NA;"2023-09-26 09:38:00";18610,1
"43642";"53:12:1";"IS13452";NA;"2023-09-26 13:51:00";21066,5
"43643";"53:12:1";"IS13452";NA;"2023-09-27 09:19:00";28419,9
"43644";"53:12:1";"IS13452";NA;"2023-09-27 14:52:00";37160,8
"43645";"53:12:1";"IS13452";NA;"2023-09-28 09:12:00";24169,2
"43646";"53:12:1";"IS13452";NA;"2023-09-28 11:49:00";27631,4
"43647";"53:12:1";"IS13452";NA;"2023-09-29 11:02:00";36543,4
"43648";"53:12:1";"IS13452";NA;"2023-09-29 13:54:00";41022,5
"43649";"53:12:1";"IS13452";NA;"2023-09-30 07:50:00";42476,6
"43650";"53:12:1";"IS13452";NA;"2023-09-30 10:06:00";49850,9
"43651";"53:12:1";"IS13452";NA;"2023-10-01 12:09:00";61393,2
"43652";"53:12:1";"IS13452";NA;"2023-10-02 07:59:00";80687,8
"43653";"53:12:1";"IS13452";NA;"2023-10-02 10:10:00";80608,6
"43654";"53:12:1";"IS13452";NA;"2023-10-03 09:27:00";80645,3
"43655";"53:12:1";"IS13452";NA;"2023-10-03 14:01:00";78889,5
"43656";"53:12:1";"IS13452";NA;"2023-10-04 09:25:00";95398,8
"43657";"53:12:1";"IS13452";NA;"2023-10-04 13:53:00";92592,6
"43658";"53:12:1";"IS13452";NA;"2023-10-05 09:54:00";99567,5
"43659";"53:12:1";"IS13452";NA;"2023-10-05 14:26:00";97348,2
"43660";"53:12:1";"IS13452";NA;"2023-10-06 09:31:00";112428
"43661";"53:12:1";"IS13452";NA;"2023-10-06 14:49:00";113358
"43662";"53:12:1";"IS13452";NA;"2023-10-07 07:18:00";119192
"43663";"53:12:1";"IS13452";NA;"2023-10-07 09:06:00";121982
"43664";"53:12:1";"IS13452";NA;"2023-10-08 08:42:00";133792
"43665";"53:12:1";"IS13452";NA;"2023-10-08 11:06:00";152272
"43666";"53:12:1";"IS13452";NA;"2023-10-09 09:24:00";146290
"43667";"53:12:1";"IS13452";NA;"2023-10-10 09:17:00";157218
"43668";"53:12:1";"IS13452";NA;"2023-10-10 13:56:00";163630
"43669";"53:12:1";"IS13452";NA;"2023-10-11 11:50:00";170501
"43670";"53:12:1";"IS13452";NA;"2023-10-11 13:50:00";168395
"43671";"53:12:1";"IS13452";NA;"2023-10-12 09:54:00";153435
"43672";"53:12:1";"IS13452";NA;"2023-10-13 09:24:00";165360
"43673";"53:12:1";"IS13452";NA;"2023-10-13 13:55:00";169442
"43674";"53:12:1";"IS13452";NA;"2023-10-14 09:26:00";156918
"43675";"53:12:1";"IS13452";NA;"2023-10-14 13:55:00";173107
"43676";"53:12:1";"IS13452";NA;"2023-10-15 12:40:00";155041
"43677";"53:12:1";"IS13452";NA;"2023-10-16 16:25:00";149569
"43678";"53:12:1";"IS13452";NA;"2023-10-17 14:34:00";95791
"43679";"53:12:1";"IS13452";NA;"2023-10-18 07:52:00";105883
"43680";"53:12:1";"IS13452";NA;"2023-10-18 14:10:00";77361,6
"43681";"53:12:1";"IS13452";NA;"2023-10-19 07:16:00";102683
"43682";"53:12:1";"IS13452";NA;"2023-10-19 14:00:00";77932,1
"43683";"53:12:1";"IS13452";NA;"2023-10-20 10:13:00";108042
"43684";"53:12:1";"IS13452";NA;"2023-10-20 14:52:00";105549
"43685";"53:12:1";"IS13452";NA;"2023-10-21 07:34:00";105556
"43686";"53:12:1";"IS13452";NA;"2023-10-21 14:43:00";1008,7
"43687";"53:12:2";"IS31559";NA;"2023-09-22 11:12:00";1058,49
"43688";"53:12:2";"IS31559";NA;"2023-09-22 13:57:00";1650,78
"43689";"53:12:2";"IS31559";NA;"2023-09-23 07:06:00";3119,78
"43690";"53:12:2";"IS31559";NA;"2023-09-23 09:32:00";3282,28
"43691";"53:12:2";"IS31559";NA;"2023-09-24 09:34:00";8391,22
"43692";"53:12:2";"IS31559";NA;"2023-09-24 12:32:00";9680,59
"43693";"53:12:2";"IS31559";NA;"2023-09-25 09:38:00";13244,5
"43694";"53:12:2";"IS31559";NA;"2023-09-25 13:58:00";14162,3
"43695";"53:12:2";"IS31559";NA;"2023-09-26 09:38:00";16866,4
"43696";"53:12:2";"IS31559";NA;"2023-09-26 13:51:00";18561,6
"43697";"53:12:2";"IS31559";NA;"2023-09-27 09:19:00";24307,1
"43698";"53:12:2";"IS31559";NA;"2023-09-27 14:52:00";31473,7
"43699";"53:12:2";"IS31559";NA;"2023-09-28 09:12:00";21113,3
"43700";"53:12:2";"IS31559";NA;"2023-09-28 11:49:00";22273,2
"43701";"53:12:2";"IS31559";NA;"2023-09-29 11:02:00";40688,6
"43702";"53:12:2";"IS31559";NA;"2023-09-29 13:54:00";40938,1
"43703";"53:12:2";"IS31559";NA;"2023-09-30 07:50:00";35168,4
"43704";"53:12:2";"IS31559";NA;"2023-09-30 10:06:00";43893
"43705";"53:12:2";"IS31559";NA;"2023-10-01 12:09:00";68502,2
"43706";"53:12:2";"IS31559";NA;"2023-10-02 07:59:00";68109,9
"43707";"53:12:2";"IS31559";NA;"2023-10-02 10:10:00";68299,2
"43708";"53:12:2";"IS31559";NA;"2023-10-03 09:27:00";86665,9
"43709";"53:12:2";"IS31559";NA;"2023-10-03 14:01:00";75086,7
"43710";"53:12:2";"IS31559";NA;"2023-10-04 09:25:00";88523,1
"43711";"53:12:2";"IS31559";NA;"2023-10-04 13:53:00";78956,3
"43712";"53:12:2";"IS31559";NA;"2023-10-05 09:54:00";85859,3
"43713";"53:12:2";"IS31559";NA;"2023-10-05 14:26:00";84730,6
"43714";"53:12:2";"IS31559";NA;"2023-10-06 09:31:00";86470,2
"43715";"53:12:2";"IS31559";NA;"2023-10-06 14:49:00";92210,1
"43716";"53:12:2";"IS31559";NA;"2023-10-07 07:18:00";99652,6
"43717";"53:12:2";"IS31559";NA;"2023-10-07 09:06:00";104092
"43718";"53:12:2";"IS31559";NA;"2023-10-08 08:42:00";105055
"43719";"53:12:2";"IS31559";NA;"2023-10-08 11:06:00";107290
"43720";"53:12:2";"IS31559";NA;"2023-10-09 09:24:00";103883
"43721";"53:12:2";"IS31559";NA;"2023-10-10 09:17:00";99812,2
"43722";"53:12:2";"IS31559";NA;"2023-10-10 13:56:00";98426
"43723";"53:12:2";"IS31559";NA;"2023-10-11 11:50:00";102527
"43724";"53:12:2";"IS31559";NA;"2023-10-11 13:50:00";106552
"43725";"53:12:2";"IS31559";NA;"2023-10-12 09:54:00";99107,1
"43726";"53:12:2";"IS31559";NA;"2023-10-13 09:24:00";100376
"43727";"53:12:2";"IS31559";NA;"2023-10-13 13:55:00";86545,1
"43728";"53:12:2";"IS31559";NA;"2023-10-14 09:26:00";112865
"43729";"53:12:2";"IS31559";NA;"2023-10-14 13:55:00";111976
"43730";"53:12:2";"IS31559";NA;"2023-10-15 12:40:00";87841,3
"43731";"53:12:2";"IS31559";NA;"2023-10-16 16:25:00";65809,6
"43732";"53:12:2";"IS31559";NA;"2023-10-17 14:34:00";46646,5
"43733";"53:12:2";"IS31559";NA;"2023-10-18 07:52:00";65321,1
"43734";"53:12:2";"IS31559";NA;"2023-10-18 14:10:00";47031,7
"43735";"53:12:2";"IS31559";NA;"2023-10-19 07:16:00";63101,4
"43736";"53:12:2";"IS31559";NA;"2023-10-19 14:00:00";46385,8
"43737";"53:12:2";"IS31559";NA;"2023-10-20 10:13:00";43528,2
"43738";"53:12:2";"IS31559";NA;"2023-10-20 14:52:00";45324,6
"43739";"53:12:2";"IS31559";NA;"2023-10-21 07:34:00";45031,6
"43740";"53:12:2";"IS31559";NA;"2023-10-21 14:43:00";174,285
"43741";"53:1:1";"IS2221";NA;"2023-09-22 11:12:00";10,23
"43742";"53:1:1";"IS2221";NA;"2023-09-22 13:57:00";14,189
"43743";"53:1:1";"IS2221";NA;"2023-09-23 07:06:00";14,908
"43744";"53:1:1";"IS2221";NA;"2023-09-23 09:32:00";14,094
"43745";"53:1:1";"IS2221";NA;"2023-09-24 09:34:00";26,862
"43746";"53:1:1";"IS2221";NA;"2023-09-24 12:32:00";20,888
"43747";"53:1:1";"IS2221";NA;"2023-09-25 09:38:00";26,307
"43748";"53:1:1";"IS2221";NA;"2023-09-25 13:58:00";35,052
"43749";"53:1:1";"IS2221";NA;"2023-09-26 09:38:00";33,674
"43750";"53:1:1";"IS2221";NA;"2023-09-26 13:51:00";6,596
"43751";"53:1:1";"IS2221";NA;"2023-09-27 09:19:00";8,567
"43752";"53:1:1";"IS2221";NA;"2023-09-27 14:52:00";2,976
"43753";"53:1:1";"IS2221";NA;"2023-09-28 09:12:00";0
"43754";"53:1:1";"IS2221";NA;"2023-09-28 11:49:00";0
"43755";"53:1:1";"IS2221";NA;"2023-09-29 11:02:00";0
"43756";"53:1:1";"IS2221";NA;"2023-09-29 13:54:00";0
"43757";"53:1:1";"IS2221";NA;"2023-09-30 07:50:00";0
"43758";"53:1:1";"IS2221";NA;"2023-09-30 10:06:00";0
"43759";"53:1:1";"IS2221";NA;"2023-10-01 12:09:00";0
"43760";"53:1:1";"IS2221";NA;"2023-10-02 07:59:00";188,179
"43761";"53:1:1";"IS2221";NA;"2023-10-02 10:10:00";0
"43762";"53:1:1";"IS2221";NA;"2023-10-03 09:27:00";0
"43763";"53:1:1";"IS2221";NA;"2023-10-03 14:01:00";0
"43764";"53:1:1";"IS2221";NA;"2023-10-04 09:25:00";2,666
"43765";"53:1:1";"IS2221";NA;"2023-10-04 13:53:00";17,501
"43766";"53:1:1";"IS2221";NA;"2023-10-05 09:54:00";5,544
"43767";"53:1:1";"IS2221";NA;"2023-10-05 14:26:00";16,302
"43768";"53:1:1";"IS2221";NA;"2023-10-06 09:31:00";0
"43769";"53:1:1";"IS2221";NA;"2023-10-06 14:49:00";14,318
"43770";"53:1:1";"IS2221";NA;"2023-10-07 07:18:00";9,453
"43771";"53:1:1";"IS2221";NA;"2023-10-07 09:06:00";2,884
"43772";"53:1:1";"IS2221";NA;"2023-10-08 08:42:00";7,588
"43773";"53:1:1";"IS2221";NA;"2023-10-08 11:06:00";1,01
"43774";"53:1:1";"IS2221";NA;"2023-10-09 09:24:00";31,712
"43775";"53:1:1";"IS2221";NA;"2023-10-10 09:17:00";5648,86
"43776";"53:1:1";"IS2221";NA;"2023-10-10 13:56:00";5018,93
"43777";"53:1:1";"IS2221";NA;"2023-10-11 11:50:00";10708,3
"43778";"53:1:1";"IS2221";NA;"2023-10-11 13:50:00";7804,68
"43779";"53:1:1";"IS2221";NA;"2023-10-12 09:54:00";17624,9
"43780";"53:1:1";"IS2221";NA;"2023-10-13 09:24:00";16087,4
"43781";"53:1:1";"IS2221";NA;"2023-10-13 13:55:00";22212,7
"43782";"53:1:1";"IS2221";NA;"2023-10-14 09:26:00";21904,3
"43783";"53:1:1";"IS2221";NA;"2023-10-14 13:55:00";17202,1
"43784";"53:1:1";"IS2221";NA;"2023-10-15 12:40:00";22373,3
"43785";"53:1:1";"IS2221";NA;"2023-10-16 16:25:00";13900,5
"43786";"53:1:1";"IS2221";NA;"2023-10-17 14:34:00";2502,5
"43787";"53:1:1";"IS2221";NA;"2023-10-18 07:52:00";1299,22
"43788";"53:1:1";"IS2221";NA;"2023-10-18 14:10:00";3742,42
"43789";"53:1:1";"IS2221";NA;"2023-10-19 07:16:00";2765
"43790";"53:1:1";"IS2221";NA;"2023-10-19 14:00:00";2817,32
"43791";"53:1:1";"IS2221";NA;"2023-10-20 10:13:00";4206,21
"43792";"53:1:1";"IS2221";NA;"2023-10-20 14:52:00";6547,04
"43793";"53:1:1";"IS2221";NA;"2023-10-21 07:34:00";4772,5
"43794";"53:1:1";"IS2221";NA;"2023-10-21 14:43:00";2,285
"43795";"53:1:2";"IS33178";NA;"2023-09-22 11:12:00";1593,31
"43796";"53:1:2";"IS33178";NA;"2023-09-22 13:57:00";1979,04
"43797";"53:1:2";"IS33178";NA;"2023-09-23 07:06:00";2656,89
"43798";"53:1:2";"IS33178";NA;"2023-09-23 09:32:00";2829,73
"43799";"53:1:2";"IS33178";NA;"2023-09-24 09:34:00";4521,48
"43800";"53:1:2";"IS33178";NA;"2023-09-24 12:32:00";5972,02
"43801";"53:1:2";"IS33178";NA;"2023-09-25 09:38:00";8064,15
"43802";"53:1:2";"IS33178";NA;"2023-09-25 13:58:00";8124,5
"43803";"53:1:2";"IS33178";NA;"2023-09-26 09:38:00";9798
"43804";"53:1:2";"IS33178";NA;"2023-09-26 13:51:00";10762,9
"43805";"53:1:2";"IS33178";NA;"2023-09-27 09:19:00";13261,4
"43806";"53:1:2";"IS33178";NA;"2023-09-27 14:52:00";15987,4
"43807";"53:1:2";"IS33178";NA;"2023-09-28 09:12:00";17054,9
"43808";"53:1:2";"IS33178";NA;"2023-09-28 11:49:00";18953,1
"43809";"53:1:2";"IS33178";NA;"2023-09-29 11:02:00";25591,4
"43810";"53:1:2";"IS33178";NA;"2023-09-29 13:54:00";27700,8
"43811";"53:1:2";"IS33178";NA;"2023-09-30 07:50:00";30797,5
"43812";"53:1:2";"IS33178";NA;"2023-09-30 10:06:00";30677,6
"43813";"53:1:2";"IS33178";NA;"2023-10-01 12:09:00";40447,9
"43814";"53:1:2";"IS33178";NA;"2023-10-02 07:59:00";47018,4
"43815";"53:1:2";"IS33178";NA;"2023-10-02 10:10:00";50256,3
"43816";"53:1:2";"IS33178";NA;"2023-10-03 09:27:00";70667,7
"43817";"53:1:2";"IS33178";NA;"2023-10-03 14:01:00";53623,8
"43818";"53:1:2";"IS33178";NA;"2023-10-04 09:25:00";50070,2
"43819";"53:1:2";"IS33178";NA;"2023-10-04 13:53:00";45813,7
"43820";"53:1:2";"IS33178";NA;"2023-10-05 09:54:00";46450,2
"43821";"53:1:2";"IS33178";NA;"2023-10-05 14:26:00";54214,4
"43822";"53:1:2";"IS33178";NA;"2023-10-06 09:31:00";60843,7
"43823";"53:1:2";"IS33178";NA;"2023-10-06 14:49:00";62119,2
"43824";"53:1:2";"IS33178";NA;"2023-10-07 07:18:00";66146,7
"43825";"53:1:2";"IS33178";NA;"2023-10-07 09:06:00";70475,2
"43826";"53:1:2";"IS33178";NA;"2023-10-08 08:42:00";82413,2
"43827";"53:1:2";"IS33178";NA;"2023-10-08 11:06:00";81749,3
"43828";"53:1:2";"IS33178";NA;"2023-10-09 09:24:00";95002,8
"43829";"53:1:2";"IS33178";NA;"2023-10-10 09:17:00";105933
"43830";"53:1:2";"IS33178";NA;"2023-10-10 13:56:00";112289
"43831";"53:1:2";"IS33178";NA;"2023-10-11 11:50:00";119831
"43832";"53:1:2";"IS33178";NA;"2023-10-11 13:50:00";119807
"43833";"53:1:2";"IS33178";NA;"2023-10-12 09:54:00";123347
"43834";"53:1:2";"IS33178";NA;"2023-10-13 09:24:00";131045
"43835";"53:1:2";"IS33178";NA;"2023-10-13 13:55:00";113533
"43836";"53:1:2";"IS33178";NA;"2023-10-14 09:26:00";141166
"43837";"53:1:2";"IS33178";NA;"2023-10-14 13:55:00";136531
"43838";"53:1:2";"IS33178";NA;"2023-10-15 12:40:00";131621
"43839";"53:1:2";"IS33178";NA;"2023-10-16 16:25:00";127743
"43840";"53:1:2";"IS33178";NA;"2023-10-17 14:34:00";45999,3
"43841";"53:1:2";"IS33178";NA;"2023-10-18 07:52:00";55847,4
"43842";"53:1:2";"IS33178";NA;"2023-10-18 14:10:00";54042,8
"43843";"53:1:2";"IS33178";NA;"2023-10-19 07:16:00";67388,3
"43844";"53:1:2";"IS33178";NA;"2023-10-19 14:00:00";53805,8
"43845";"53:1:2";"IS33178";NA;"2023-10-20 10:13:00";58345,4
"43846";"53:1:2";"IS33178";NA;"2023-10-20 14:52:00";60057,3
"43847";"53:1:2";"IS33178";NA;"2023-10-21 07:34:00";63422,4
"43848";"53:1:2";"IS33178";NA;"2023-10-21 14:43:00";428,434
"43849";"53:2:1";"IS27587";NA;"2023-09-22 11:12:00";850,609
"43850";"53:2:1";"IS27587";NA;"2023-09-22 13:57:00";1021,07
"43851";"53:2:1";"IS27587";NA;"2023-09-23 07:06:00";1348,01
"43852";"53:2:1";"IS27587";NA;"2023-09-23 09:32:00";1391,82
"43853";"53:2:1";"IS27587";NA;"2023-09-24 09:34:00";2218,2
"43854";"53:2:1";"IS27587";NA;"2023-09-24 12:32:00";2934,76
"43855";"53:2:1";"IS27587";NA;"2023-09-25 09:38:00";3956,96
"43856";"53:2:1";"IS27587";NA;"2023-09-25 13:58:00";4262,46
"43857";"53:2:1";"IS27587";NA;"2023-09-26 09:38:00";5078,76
"43858";"53:2:1";"IS27587";NA;"2023-09-26 13:51:00";5801,23
"43859";"53:2:1";"IS27587";NA;"2023-09-27 09:19:00";7848,04
"43860";"53:2:1";"IS27587";NA;"2023-09-27 14:52:00";10527,5
"43861";"53:2:1";"IS27587";NA;"2023-09-28 09:12:00";13351,2
"43862";"53:2:1";"IS27587";NA;"2023-09-28 11:49:00";13866,2
"43863";"53:2:1";"IS27587";NA;"2023-09-29 11:02:00";18546
"43864";"53:2:1";"IS27587";NA;"2023-09-29 13:54:00";21031,6
"43865";"53:2:1";"IS27587";NA;"2023-09-30 07:50:00";27291,6
"43866";"53:2:1";"IS27587";NA;"2023-09-30 10:06:00";27532,1
"43867";"53:2:1";"IS27587";NA;"2023-10-01 12:09:00";35425,8
"43868";"53:2:1";"IS27587";NA;"2023-10-02 07:59:00";41030,4
"43869";"53:2:1";"IS27587";NA;"2023-10-02 10:10:00";38536,4
"43870";"53:2:1";"IS27587";NA;"2023-10-03 09:27:00";51799,5
"43871";"53:2:1";"IS27587";NA;"2023-10-03 14:01:00";54057,9
"43872";"53:2:1";"IS27587";NA;"2023-10-04 09:25:00";60646,4
"43873";"53:2:1";"IS27587";NA;"2023-10-04 13:53:00";64809,6
"43874";"53:2:1";"IS27587";NA;"2023-10-05 09:54:00";63044,6
"43875";"53:2:1";"IS27587";NA;"2023-10-05 14:26:00";72380,2
"43876";"53:2:1";"IS27587";NA;"2023-10-06 09:31:00";75982,1
"43877";"53:2:1";"IS27587";NA;"2023-10-06 14:49:00";76892
"43878";"53:2:1";"IS27587";NA;"2023-10-07 07:18:00";94113
"43879";"53:2:1";"IS27587";NA;"2023-10-07 09:06:00";93328,5
"43880";"53:2:1";"IS27587";NA;"2023-10-08 08:42:00";94915,1
"43881";"53:2:1";"IS27587";NA;"2023-10-08 11:06:00";97148,2
"43882";"53:2:1";"IS27587";NA;"2023-10-09 09:24:00";118622
"43883";"53:2:1";"IS27587";NA;"2023-10-10 09:17:00";124048
"43884";"53:2:1";"IS27587";NA;"2023-10-10 13:56:00";119696
"43885";"53:2:1";"IS27587";NA;"2023-10-11 11:50:00";139334
"43886";"53:2:1";"IS27587";NA;"2023-10-11 13:50:00";139381
"43887";"53:2:1";"IS27587";NA;"2023-10-12 09:54:00";150430
"43888";"53:2:1";"IS27587";NA;"2023-10-13 09:24:00";144691
"43889";"53:2:1";"IS27587";NA;"2023-10-13 13:55:00";156121
"43890";"53:2:1";"IS27587";NA;"2023-10-14 09:26:00";145778
"43891";"53:2:1";"IS27587";NA;"2023-10-14 13:55:00";133985
"43892";"53:2:1";"IS27587";NA;"2023-10-15 12:40:00";121480
"43893";"53:2:1";"IS27587";NA;"2023-10-16 16:25:00";119148
"43894";"53:2:1";"IS27587";NA;"2023-10-17 14:34:00";81138,5
"43895";"53:2:1";"IS27587";NA;"2023-10-18 07:52:00";84142,8
"43896";"53:2:1";"IS27587";NA;"2023-10-18 14:10:00";78609,6
"43897";"53:2:1";"IS27587";NA;"2023-10-19 07:16:00";71678,9
"43898";"53:2:1";"IS27587";NA;"2023-10-19 14:00:00";78502,8
"43899";"53:2:1";"IS27587";NA;"2023-10-20 10:13:00";78280,7
"43900";"53:2:1";"IS27587";NA;"2023-10-20 14:52:00";81489,4
"43901";"53:2:1";"IS27587";NA;"2023-10-21 07:34:00";68111,8
"43902";"53:2:1";"IS27587";NA;"2023-10-21 14:43:00";1078,98
"43903";"53:2:2";"IS28991";NA;"2023-09-22 11:12:00";709,671
"43904";"53:2:2";"IS28991";NA;"2023-09-22 13:57:00";644,445
"43905";"53:2:2";"IS28991";NA;"2023-09-23 07:06:00";762,162
"43906";"53:2:2";"IS28991";NA;"2023-09-23 09:32:00";822,994
"43907";"53:2:2";"IS28991";NA;"2023-09-24 09:34:00";1291,92
"43908";"53:2:2";"IS28991";NA;"2023-09-24 12:32:00";1444,09
"43909";"53:2:2";"IS28991";NA;"2023-09-25 09:38:00";1810,5
"43910";"53:2:2";"IS28991";NA;"2023-09-25 13:58:00";1939,47
"43911";"53:2:2";"IS28991";NA;"2023-09-26 09:38:00";2295,32
"43912";"53:2:2";"IS28991";NA;"2023-09-26 13:51:00";2918,88
"43913";"53:2:2";"IS28991";NA;"2023-09-27 09:19:00";3990,9
"43914";"53:2:2";"IS28991";NA;"2023-09-27 14:52:00";4809,44
"43915";"53:2:2";"IS28991";NA;"2023-09-28 09:12:00";5821,76
"43916";"53:2:2";"IS28991";NA;"2023-09-28 11:49:00";6000,63
"43917";"53:2:2";"IS28991";NA;"2023-09-29 11:02:00";6911,84
"43918";"53:2:2";"IS28991";NA;"2023-09-29 13:54:00";7050,87
"43919";"53:2:2";"IS28991";NA;"2023-09-30 07:50:00";10010,6
"43920";"53:2:2";"IS28991";NA;"2023-09-30 10:06:00";12255,1
