"";"sector";"genotype";"g_alias";"treatment";"timestamp";"Mass..g"
"870059";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 12:46:00";74471
"870060";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 13:02:00";74464,3
"870061";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 13:16:00";74437,7
"870062";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 13:32:00";74419,2
"870063";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 13:46:00";74403
"870064";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 19:46:00";78472,9
"870065";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 20:02:00";78419,9
"870066";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 20:16:00";78375,3
"870067";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 20:32:00";78316,6
"870068";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 20:46:00";78274
"870069";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 21:02:00";78224,3
"870070";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 21:16:00";78181,1
"870071";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 21:32:00";78134,6
"870072";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 21:46:00";78094,3
"870073";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 22:02:00";78051,6
"870074";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 22:16:00";78014,6
"870075";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 22:32:00";77974,9
"870076";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 22:46:00";77940,2
"870077";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 23:02:00";77900,1
"870078";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 23:16:00";77865,8
"870079";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-13 23:47:00";77795,7
"870080";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 00:01:00";77765,9
"870081";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 00:17:00";77738,3
"870082";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 00:31:00";77713,5
"870083";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 00:47:00";77687,2
"870084";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 01:01:00";77665,6
"870085";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 01:17:00";77642,2
"870086";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 01:31:00";77623,2
"870087";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 01:47:00";77602
"870088";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 02:01:00";77582,7
"870089";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 02:17:00";77561,4
"870090";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 02:31:00";77544,8
"870091";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 02:47:00";77526,8
"870092";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 03:01:00";77511,1
"870093";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 03:17:00";77493,8
"870094";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 03:31:00";77480,2
"870095";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 04:17:00";77439,3
"870096";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 04:31:00";77429,3
"870097";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 04:47:00";77418,3
"870098";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 05:01:00";77408,4
"870099";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 05:17:00";77398,3
"870100";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 05:31:00";77390,3
"870101";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 05:47:00";77381,3
"870102";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 06:01:00";77373,8
"870103";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 06:17:00";77365,8
"870104";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 06:31:00";77359
"870105";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 07:02:00";77342,7
"870106";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 07:16:00";77333,4
"870107";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 07:32:00";77322,8
"870108";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 08:16:00";77293,8
"870109";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 08:32:00";77279,7
"870110";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 08:46:00";77263,5
"870111";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 09:02:00";77241,2
"870112";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 09:16:00";77233,1
"870113";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 09:32:00";77194,9
"870114";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 09:46:00";77165,1
"870115";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 10:02:00";77145,4
"870116";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 10:16:00";77115,4
"870117";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 10:32:00";77084,5
"870118";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 10:46:00";77054,6
"870119";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 11:02:00";77017,4
"870120";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 11:16:00";76985,5
"870121";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 11:32:00";76949,8
"870122";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 11:46:00";76917,8
"870123";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 12:02:00";76883,7
"870124";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 12:16:00";76856
"870125";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 12:32:00";76823,6
"870126";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 12:46:00";76794,8
"870127";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 13:02:00";76774,4
"870128";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 13:16:00";76750,1
"870129";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 13:32:00";76740,4
"870130";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 13:46:00";76708,4
"870131";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-14 19:31:00";76451
"870132";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 02:01:00";76394,7
"870133";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 02:17:00";76392,8
"870134";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 02:31:00";76391,7
"870135";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 02:47:00";76390,8
"870136";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 03:01:00";76389,6
"870137";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 03:17:00";76388,9
"870138";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 03:31:00";76388
"870139";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 03:47:00";76386,8
"870140";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 04:01:00";76385,9
"870141";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 04:32:00";76384,7
"870142";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 04:46:00";76383
"870143";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 05:32:00";76378,9
"870144";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 05:46:00";76379,4
"870145";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 06:17:00";76377,7
"870146";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 06:31:00";76376,6
"870147";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 07:02:00";76374,2
"870148";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 07:16:00";76372,9
"870149";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 07:32:00";76370,2
"870150";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 07:46:00";76367,5
"870151";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 08:17:00";76356,9
"870152";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 08:31:00";76349,5
"870153";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 08:47:00";76336,6
"870154";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 09:01:00";76328,7
"870155";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 09:17:00";76315,9
"870156";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 09:31:00";76303,7
"870157";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 09:47:00";76283,8
"870158";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 10:01:00";76267,2
"870159";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 10:17:00";76243,6
"870160";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 10:31:00";76223,8
"870161";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 10:47:00";76202,6
"870162";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 11:01:00";76185
"870163";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 18:01:00";75779,4
"870164";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 18:17:00";75776,4
"870165";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 18:31:00";75774,8
"870166";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 18:47:00";75770,9
"870167";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 19:01:00";75769,3
"870168";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 19:17:00";75766,7
"870169";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-15 19:31:00";75768,7
"870170";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 03:46:00";75715,1
"870171";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 04:02:00";75715,2
"870172";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 04:16:00";75714,2
"870173";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 04:32:00";75715,1
"870174";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 04:46:00";75714,2
"870175";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 05:02:00";75713
"870176";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 05:16:00";75711,8
"870177";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 05:32:00";75711,3
"870178";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 05:46:00";75710,4
"870179";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 06:02:00";75709,7
"870180";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 06:16:00";75709
"870181";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 06:32:00";75709,1
"870182";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 06:46:00";75707,5
"870183";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 07:02:00";75705,8
"870184";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 07:16:00";75704,7
"870185";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 07:47:00";75699,4
"870186";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 08:01:00";75695,8
"870187";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 08:17:00";75689,4
"870188";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 08:31:00";75684,5
"870189";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 08:47:00";75675
"870190";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 09:01:00";75666,2
"870191";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 09:17:00";75652,2
"870192";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 09:31:00";75640,7
"870193";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 09:47:00";75626,7
"870194";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 10:01:00";75612,1
"870195";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 10:17:00";75598,3
"870196";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 10:31:00";75578,5
"870197";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 10:47:00";75568,2
"870198";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 11:01:00";75545,7
"870199";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 11:32:00";75514,7
"870200";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 11:46:00";75498,2
"870201";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 12:17:00";75464,8
"870202";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 12:31:00";75452,6
"870203";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 13:02:00";75408
"870204";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 13:16:00";75389,1
"870205";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 13:32:00";75376,5
"870206";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 13:46:00";75361,5
"870207";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 14:02:00";75352,3
"870208";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 14:16:00";75344,1
"870209";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 14:32:00";75329,4
"870210";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 14:46:00";75313,7
"870211";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 22:16:00";75203,4
"870212";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 22:32:00";75201,6
"870213";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-16 22:46:00";75200,4
"870214";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 05:46:00";75174
"870215";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 06:02:00";75173,3
"870216";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 06:16:00";75172,9
"870217";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 06:32:00";75172,6
"870218";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 06:46:00";75172,3
"870219";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 12:46:00";74844,3
"870220";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 13:02:00";74839,4
"870221";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 13:16:00";74823,8
"870222";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 13:32:00";74803,3
"870223";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 13:46:00";74792,7
"870224";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 14:02:00";74786,2
"870225";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 14:16:00";74763,8
"870226";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 14:32:00";74755,3
"870227";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 14:46:00";74745
"870228";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 15:17:00";74723,9
"870229";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 15:31:00";74713
"870230";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 16:17:00";74692,7
"870231";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 16:31:00";74687,9
"870232";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 16:47:00";74680,6
"870233";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 17:01:00";74676,5
"870234";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 18:32:00";74667
"870235";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 18:46:00";74665,5
"870236";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 19:02:00";74666,3
"870237";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 19:16:00";74663,7
"870238";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 19:32:00";74664,3
"870239";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-17 19:46:00";74661,8
"870240";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 01:31:00";74643,9
"870241";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 02:02:00";74643,5
"870242";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 02:16:00";74643,6
"870243";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 02:32:00";74642,9
"870244";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 02:46:00";74642,3
"870245";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 03:02:00";74641,6
"870246";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 03:16:00";74642,6
"870247";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 03:32:00";74642,3
"870248";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 04:01:00";74643
"870249";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 04:17:00";74642,4
"870250";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 04:31:00";74641,5
"870251";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 04:47:00";74641,4
"870252";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 05:01:00";74641,6
"870253";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 05:17:00";74640
"870254";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 05:31:00";74640,7
"870255";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 05:47:00";74641
"870256";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 06:01:00";74640,7
"870257";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 06:17:00";74640,5
"870258";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 06:31:00";74641,5
"870259";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 07:32:00";74632,5
"870260";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 07:46:00";74628,9
"870261";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 08:02:00";74626
"870262";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 08:16:00";74621
"870263";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 08:47:00";74606
"870264";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 09:01:00";74596,2
"870265";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 09:17:00";74584,2
"870266";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 09:31:00";74572,2
"870267";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 15:31:00";74281,5
"870268";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 16:32:00";74261,4
"870269";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 16:46:00";74258,5
"870270";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 17:02:00";74256,4
"870271";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 17:16:00";74254,5
"870272";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 17:32:00";74252
"870273";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 17:46:00";74252,3
"870274";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 18:02:00";74252,3
"870275";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 18:16:00";74251,8
"870276";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 18:32:00";74249,7
"870277";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-18 18:46:00";74249,6
"870278";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 01:16:00";74229,8
"870279";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 01:32:00";74230,2
"870280";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 01:46:00";74227,7
"870281";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 02:02:00";74227,8
"870282";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 02:16:00";74228,2
"870283";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 02:32:00";74228,1
"870284";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 02:46:00";74227,5
"870285";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 03:17:00";74226,9
"870286";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 03:31:00";74226,3
"870287";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 03:47:00";74225,2
"870288";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 04:01:00";74224,4
"870289";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 04:17:00";74224,7
"870290";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 04:31:00";74224,7
"870291";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 04:47:00";74225
"870292";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 05:01:00";74225,5
"870293";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 05:17:00";74224,3
"870294";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 05:31:00";74224,9
"870295";"27:11:2";"Exp60_191_IS22294";"Exp60_191_IS22294";NA;"2023-10-19 05:47:00";74224,1
