"";"row.psx";"col.psx";"rep";"block";"geno_id";"rowNum";"colNum";"plotId";"unit";"old_unit";"new_unit"
"368";4;1;1;3;"Exp60_109_IS14331";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"369";3;2;1;3;"Exp60_186_IS22074";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"370";4;2;1;3;"Exp60_38_IS3957";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"371";3;3;1;3;"Exp60_115_IS14535";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"372";4;3;1;3;"Exp60_151_IS19685";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"373";3;4;1;4;"Exp60_158_IS20351";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"374";4;4;1;4;"Exp60_11_IS2262";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"375";3;5;1;4;"Exp60_23_IS2848";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"376";4;5;1;4;"Exp60_117_IS14735";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"377";3;6;1;4;"Exp60_288_IS32050";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"378";4;6;1;4;"Exp60_212_IS23669";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"379";3;7;1;4;"Exp60_134_IS18698";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"380";4;7;1;4;"Exp60_71_IS9168";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"381";3;8;1;4;"Exp60_285_IS31681";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"382";4;8;1;4;"Exp60_5_IS929";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"383";3;9;1;5;"Exp60_220_IS24481";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"384";4;9;1;5;"Exp60_171_IS20762";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"385";3;10;1;7;"Exp60_292_IS32454";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"386";4;10;1;7;"Exp60_96_IS12931";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"387";3;11;1;7;"Exp60_89_IS11119";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"388";4;11;1;7;"Exp60_95_IS12804";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"389";3;12;1;8;"Exp60_94_IS12531";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
"390";4;12;1;8;"Exp60_170_IS20749";12;6;"c6r12";"C-1001:12:1";"C-2-12";"53:12:2"
"391";3;1;1;5;"Exp60_237_IS26788";1;5;"c5r1";"C-1:1:1";"C-1-1";"53:1:1"
"392";4;1;1;5;"Exp60_312_SSM1592";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"393";3;2;1;6;"Exp60_145_IS19041";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"394";4;2;1;6;"Exp60_150_IS19466";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"395";3;3;1;6;"Exp60_283_IS31533";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"396";4;3;1;6;"Exp60_66_IS8283";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"397";3;4;1;6;"Exp60_303_IRAT204";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"398";4;4;1;6;"Exp60_210_IS23645";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"399";3;5;1;6;"Exp60_43_IS4285";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"400";4;5;1;6;"Exp60_253_IS29407";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"401";3;6;1;6;"Exp60_200_IS22996";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"402";4;6;1;6;"Exp60_254_IS29409";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"403";3;7;1;7;"Exp60_182_IS21849";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"404";4;7;1;7;"Exp60_44_IS4726";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"405";3;8;1;7;"Exp60_187_IS22239";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"406";4;8;1;7;"Exp60_277_IS30898";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"407";3;9;1;7;"Exp60_68_IS8348";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"408";4;9;1;7;"Exp60_57_IS6413";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"409";3;10;2;2;"Exp60_271_IS30441";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"410";4;10;2;2;"Exp60_277_IS30898";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"411";3;11;2;2;"Exp60_74_IS9527";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"412";4;11;2;2;"Exp60_113_IS14449";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"413";3;12;2;2;"Exp60_214_IS23903";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
"414";4;12;2;2;"Exp60_60_IS6828";12;6;"c6r12";"C-1001:12:1";"C-2-12";"53:12:2"
"415";3;1;1;8;"Exp60_239_IS26833";1;5;"c5r1";"C-1:1:1";"C-1-1";"53:1:1"
"416";4;1;1;8;"Exp60_162_IS20697";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"417";3;2;1;8;"Exp60_79_IS9883";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"418";4;2;1;8;"Exp60_261_IS29870";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"419";3;3;1;8;"Exp60_287_IS31861";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"420";4;3;1;8;"Exp60_240_IS27146";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"421";3;4;1;8;"Exp60_165_IS20710";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"422";4;4;1;8;"Exp60_75_IS9586";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"423";3;5;2;1;"Exp60_24_IS2873";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"424";4;5;2;1;"Exp60_7_IS1398";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"425";3;6;2;1;"Exp60_32_IS3583";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"426";4;6;2;1;"Exp60_48_IS5106";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"427";3;7;2;1;"Exp60_191_IS22294";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"428";4;7;2;1;"Exp60_2_IS35";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"429";3;8;2;1;"Exp60_77_IS9713";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"430";4;8;2;1;"Exp60_193_IS22330";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"431";3;9;2;1;"Exp60_123_IS15478";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"432";4;9;2;1;"Exp60_1_IS13";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"433";3;10;2;4;"Exp60_239_IS26833";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"434";4;10;2;4;"Exp60_230_IS25442";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"435";3;11;2;4;"Exp60_168_IS20727";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"436";4;11;2;4;"Exp60_141_IS18879";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"437";3;12;2;4;"Exp60_69_IS8685";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
"438";4;12;2;4;"Exp60_105_IS14259";12;6;"c6r12";"C-1001:12:1";"C-2-12";"53:12:2"
"439";3;1;2;2;"Exp60_17_IS2678";1;5;"c5r1";"C-1:1:1";"C-1-1";"53:1:1"
"440";4;1;2;2;"Exp60_220_IS24481";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"441";3;2;2;2;"Exp60_169_IS20743";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"442";4;2;2;2;"Exp60_252_IS29375";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"443";3;3;2;3;"Exp60_115_IS14535";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"444";4;3;2;3;"Exp60_157_IS20205";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"445";3;4;2;3;"Exp60_92_IS12169";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"446";4;4;2;3;"Exp60_144_IS19026";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"447";3;5;2;3;"Exp60_134_IS18698";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"448";4;5;2;3;"Exp60_236_IS26110";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"449";3;6;2;3;"Exp60_259_IS29638";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"450";4;6;2;3;"Exp60_66_IS8283";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"451";3;7;2;3;"Exp60_253_IS29407";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"452";4;7;2;3;"Exp60_49_IS5622";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"453";3;8;2;4;"Exp60_16_IS2430";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"454";4;8;2;4;"Exp60_162_IS20697";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"455";3;9;2;4;"Exp60_140_IS18876";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"456";4;9;2;4;"Exp60_200_IS22996";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"457";3;10;2;6;"Exp60_51_IS5867";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"458";4;10;2;6;"Exp60_270_IS30436";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"459";3;11;2;7;"Exp60_234_IS25836";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"460";4;11;2;7;"Exp60_317_SSM275";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"461";3;12;2;7;"Exp60_251_IS29310";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
"462";4;12;2;7;"Exp60_237_IS26788";12;6;"c6r12";"C-1001:12:1";"C-2-12";"53:12:2"
"463";3;1;2;5;"Exp60_215_IS23948";1;5;"c5r1";"C-1:1:1";"C-1-1";"53:1:1"
"464";4;1;2;5;"Exp60_45_IS4776";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"465";3;2;2;5;"Exp60_206_IS23178";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"466";4;2;2;5;"Exp60_75_IS9586";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"467";3;3;2;5;"Exp60_93_IS12447";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"468";4;3;2;5;"Exp60_107_IS14298";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"469";3;4;2;5;"Exp60_278_IS31123";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"470";4;4;2;5;"Exp60_226_IS24953";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"471";3;5;2;5;"Exp60_173_IS20782";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"472";4;5;2;5;"Exp60_117_IS14735";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"473";3;6;2;6;"Exp60_273_IS30451";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"474";4;6;2;6;"Exp60_44_IS4726";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"475";3;7;2;6;"Exp60_172_IS20763";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"476";4;7;2;6;"Exp60_71_IS9168";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"477";3;8;2;6;"Exp60_315_SSM215";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"478";4;8;2;6;"Exp60_14_IS2398";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"479";3;9;2;6;"Exp60_267_IS30207";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"480";4;9;2;6;"Exp60_233_IS25733";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"481";3;10;3;1;"Exp60_29_IS3443";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"482";4;10;3;1;"Exp60_170_IS20749";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"483";3;11;3;1;"Exp60_5_IS929";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"484";4;11;3;1;"Exp60_192_IS22325";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"485";3;12;3;1;"Exp60_250_IS29233";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
"486";4;12;3;1;"Exp60_220_IS24481";12;6;"c6r12";"C-1001:12:1";"C-2-12";"53:12:2"
"487";3;1;2;7;"Exp60_116_IS14571";1;5;"c5r1";"C-1:1:1";"C-1-1";"53:1:1"
"488";4;1;2;7;"Exp60_106_IS14276";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"489";3;2;2;7;"Exp60_3_IS303";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"490";4;2;2;7;"Exp60_161_IS20681";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"491";3;3;2;7;"Exp60_12_IS2263";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"492";4;3;2;7;"Exp60_243_IS27490";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"493";3;4;2;8;"Exp60_41_IS4035";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"494";4;4;2;8;"Exp60_133_IS18551";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"495";3;5;2;8;"Exp60_289_IS32087";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"496";4;5;2;8;"Exp60_156_IS20097";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"497";3;6;2;8;"Exp60_262_IS29872";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"498";4;6;2;8;"Exp60_159_IS20387";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"499";3;7;2;8;"Exp60_26_IS3073";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"500";4;7;2;8;"Exp60_33_IS3672";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"501";3;8;2;8;"Exp60_80_IS9911";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"502";4;8;2;8;"Exp60_25_IS2902";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"503";3;9;3;1;"Exp60_307_SSM1102";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"504";4;9;3;1;"Exp60_287_IS31861";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"505";3;10;3;3;"Exp60_105_IS14259";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"506";4;10;3;3;"Exp60_15_IS2416";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"507";3;11;3;3;"Exp60_171_IS20762";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"508";4;11;3;3;"Exp60_58_IS6718";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"509";3;12;3;4;"Exp60_252_IS29375";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
"510";4;12;3;4;"Exp60_275_IS30619";12;6;"c6r12";"C-1001:12:1";"C-2-12";"53:12:2"
"511";3;1;3;1;"Exp60_110_IS14351";1;5;"c5r1";"C-1:1:1";"C-1-1";"53:1:1"
"512";4;1;3;1;"Exp60_77_IS9713";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"513";3;2;3;2;"Exp60_21_IS2814";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"514";4;2;3;2;"Exp60_251_IS29310";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"515";3;3;3;2;"Exp60_76_IS9597";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"516";4;3;3;2;"Exp60_55_IS6193";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"517";3;4;3;2;"Exp60_156_IS20097";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"518";4;4;3;2;"Exp60_9_IS2179";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"519";3;5;3;2;"Exp60_4_IS602";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"520";4;5;3;2;"Exp60_187_IS22239";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"521";3;6;3;2;"Exp60_249_IS28991";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"522";4;6;3;2;"Exp60_118_IS14830";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"523";3;7;3;3;"Exp60_40_IS4027";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"524";4;7;3;3;"Exp60_19_IS2787";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"525";3;8;3;3;"Exp60_299_IS33353";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"526";4;8;3;3;"Exp60_48_IS5106";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"527";3;9;3;3;"Exp60_205_IS23166";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"528";4;9;3;3;"Exp60_167_IS20724";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"529";3;10;3;6;"Exp60_3_IS303";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"530";4;10;3;6;"Exp60_178_IS21401";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"531";3;11;3;6;"Exp60_188_IS22282";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"532";4;11;3;6;"Exp60_134_IS18698";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"533";3;12;3;6;"Exp60_256_IS29496";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
"534";4;12;3;6;"Exp60_112_IS14446";12;6;"c6r12";"C-1001:12:1";"C-2-12";"53:12:2"
"535";3;1;3;4;"Exp60_155_IS20064";1;5;"c5r1";"C-1:1:1";"C-1-1";"53:1:1"
"536";4;1;3;4;"Exp60_259_IS29638";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"537";3;2;3;4;"Exp60_11_IS2262";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"538";4;2;3;4;"Exp60_12_IS2263";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"539";3;3;3;4;"Exp60_150_IS19466";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"540";4;3;3;4;"Exp60_308_SSM1123";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"541";3;4;3;4;"Exp60_70_IS8882";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"542";4;4;3;4;"Exp60_258_IS29606";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"543";3;5;3;5;"Exp60_14_IS2398";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"544";4;5;3;5;"Exp60_168_IS20727";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"545";3;6;3;5;"Exp60_208_IS23574";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"546";4;6;3;5;"Exp60_92_IS12169";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"547";3;7;3;5;"Exp60_306_SSM1057";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"548";4;7;3;5;"Exp60_23_IS2848";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"549";3;8;3;5;"Exp60_24_IS2873";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"550";4;8;3;5;"Exp60_109_IS14331";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"551";3;9;3;5;"Exp60_90_IS11374";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"552";4;9;3;5;"Exp60_98_IS13791";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"553";3;10;3;8;"Exp60_288_IS32050";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"554";4;10;3;8;"Exp60_152_IS19847";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"555";3;11;3;8;"Exp60_75_IS9586";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"556";4;11;3;8;"Exp60_235_IS25910";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"557";3;12;3;8;"Exp60_185_IS22040";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
"558";4;12;3;8;"Exp60_108_IS14317";12;6;"c6r12";"C-1001:12:1";"C-2-12";"53:12:2"
"559";3;1;3;6;"Exp60_106_IS14276";1;5;"c5r1";"C-1:1:1";"C-1-1";"53:1:1"
"560";4;1;3;6;"Exp60_294_IS32986";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"561";3;2;3;6;"Exp60_22_IS2834";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"562";4;2;3;6;"Exp60_60_IS6828";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"563";3;3;3;7;"Exp60_38_IS3957";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"564";4;3;3;7;"Exp60_272_IS30443";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"565";3;4;3;7;"Exp60_52_IS5910";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"566";4;4;3;7;"Exp60_59_IS6745";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"567";3;5;3;7;"Exp60_255_IS29472";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"568";4;5;3;7;"Exp60_242_IS27390";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"569";3;6;3;7;"Exp60_161_IS20681";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"570";4;6;3;7;"Exp60_32_IS3583";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"571";3;7;3;7;"Exp60_100_IS13845";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"572";4;7;3;7;"Exp60_302_IS41724";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"573";3;8;3;8;"Exp60_228_IS25207";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"574";4;8;3;8;"Exp60_119_IS14963";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"575";3;9;3;8;"Exp60_177_IS21126";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"576";4;9;3;8;"Exp60_132_IS17593";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"577";3;10;4;2;"Exp60_184_IS21991";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"578";4;10;4;2;"Exp60_36_IS3885";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"579";3;11;4;3;"Exp60_68_IS8348";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"580";4;11;4;3;"Exp60_194_IS22334";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"581";3;12;4;3;"Exp60_224_IS24913";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
"582";4;12;4;3;"Exp60_109_IS14331";12;6;"c6r12";"C-1001:12:1";"C-2-12";"53:12:2"
"583";3;1;4;1;"Exp60_265_IS29966";1;5;"c5r1";"C-1:1:1";"C-1-1";"53:1:1"
"584";4;1;4;1;"Exp60_78_IS9830";1;6;"c6r1";"C-1001:1:1";"C-2-1";"53:1:2"
"585";3;2;4;1;"Exp60_22_IS2834";2;5;"c5r2";"C-1:2:1";"C-1-2";"53:2:1"
"586";4;2;4;1;"Exp60_287_IS31861";2;6;"c6r2";"C-1001:2:1";"C-2-2";"53:2:2"
"587";3;3;4;1;"Exp60_234_IS25836";3;5;"c5r3";"C-1:3:1";"C-1-3";"53:3:1"
"588";4;3;4;1;"Exp60_297_IS33209";3;6;"c6r3";"C-1001:3:1";"C-2-3";"53:3:2"
"589";3;4;4;1;"Exp60_281_IS31202";4;5;"c5r4";"C-1:4:1";"C-1-4";"53:4:1"
"590";4;4;4;1;"Exp60_56_IS6351";4;6;"c6r4";"C-1001:4:1";"C-2-4";"53:4:2"
"591";3;5;4;1;"Exp60_118_IS14830";5;5;"c5r5";"C-1:5:1";"C-1-5";"53:5:1"
"592";4;5;4;1;"Exp60_202_IS23053";5;6;"c6r5";"C-1001:5:1";"C-2-5";"53:5:2"
"593";3;6;4;2;"Exp60_282_IS31299";6;5;"c5r6";"C-1:6:1";"C-1-6";"53:6:1"
"594";4;6;4;2;"Exp60_260_IS29691";6;6;"c6r6";"C-1001:6:1";"C-2-6";"53:6:2"
"595";3;7;4;2;"Exp60_291_IS32234";7;5;"c5r7";"C-1:7:1";"C-1-7";"53:7:1"
"596";4;7;4;2;"Exp60_203_IS23100";7;6;"c6r7";"C-1001:7:1";"C-2-7";"53:7:2"
"597";3;8;4;2;"Exp60_251_IS29310";8;5;"c5r8";"C-1:8:1";"C-1-8";"53:8:1"
"598";4;8;4;2;"Exp60_70_IS8882";8;6;"c6r8";"C-1001:8:1";"C-2-8";"53:8:2"
"599";3;9;4;2;"Exp60_262_IS29872";9;5;"c5r9";"C-1:9:1";"C-1-9";"53:9:1"
"600";4;9;4;2;"Exp60_269_IS30417";9;6;"c6r9";"C-1001:9:1";"C-2-9";"53:9:2"
"601";3;10;4;5;"Exp60_149_IS19455";10;5;"c5r10";"C-1:10:1";"C-1-10";"53:10:1"
"602";4;10;4;5;"Exp60_172_IS20763";10;6;"c6r10";"C-1001:10:1";"C-2-10";"53:10:2"
"603";3;11;4;5;"Exp60_27_IS3121";11;5;"c5r11";"C-1:11:1";"C-1-11";"53:11:1"
"604";4;11;4;5;"Exp60_107_IS14298";11;6;"c6r11";"C-1001:11:1";"C-2-11";"53:11:2"
"605";3;12;4;5;"Exp60_8_IS2156";12;5;"c5r12";"C-1:12:1";"C-1-12";"53:12:1"
