"","unit","old_unit","Treatment","Genotype","G..Alias","Replicates","2023-10-02","2023-10-03","2023-10-04","2023-10-05","2023-10-06","2023-10-07","2023-10-08","2023-10-09"
"1","131:10:01","131:10:01","WW_R1","Exp60_125_IS15752","Exp60_125_IS15752",1,2836.8,2836.8,2836.8,2836.8,2836.8,2836.8,2836.8,2836.8
"2","131:10:02","131:10:02","WW_R1","Exp60_60_IS6828","Exp60_60_IS6828",1,23622,23622,23622,23622,23622,23622,23622,23622
"3","131:11:01","131:11:01","WW_R1","Exp60_146_IS19053","Exp60_146_IS19053",1,1469.3,1469.3,1469.3,1469.3,1469.3,1469.3,1469.3,1469.3
"4","131:11:02","131:11:02","WW_R1","Exp60_8_IS2156","Exp60_8_IS2156",1,1224.39999999999,1224.39999999999,1224.39999999999,1224.39999999999,1224.39999999999,1224.39999999999,1224.39999999999,1224.39999999999
"5","131:12:01","131:12:01","WW_R1","Exp60_29_IS3443","Exp60_29_IS3443",1,1312.59999999999,1312.59999999999,1312.59999999999,1312.59999999999,1312.59999999999,1312.59999999999,1312.59999999999,1312.59999999999
"6","131:12:02","131:12:02","WW_R1","Exp60_46_IS4821","Exp60_46_IS4821",1,1490.39999999999,1490.39999999999,1490.39999999999,1490.39999999999,1490.39999999999,1490.39999999999,1490.39999999999,1490.39999999999
"19","131:07:01","131:07:01","WW_R1","Exp60_179_IS21425","Exp60_179_IS21425",1,110.7,110.7,110.7,110.7,110.7,110.7,110.7,110.7
"20","131:07:02","131:07:02","WW_R1","Exp60_14_IS2398","Exp60_14_IS2398",1,497.400000000009,497.400000000009,497.400000000009,497.400000000009,497.400000000009,497.400000000009,497.400000000009,497.400000000009
"21","131:08:01","131:08:01","WW_R1","Exp60_243_IS27490","Exp60_243_IS27490",1,1234.89999999999,1234.89999999999,1234.89999999999,1234.89999999999,1234.89999999999,1234.89999999999,1234.89999999999,1234.89999999999
"22","131:08:02","131:08:02","WW_R1","Exp60_272_IS30443","Exp60_272_IS30443",1,1194.5,1194.5,1194.5,1194.5,1194.5,1194.5,1194.5,1194.5
"23","131:09:01","131:09:01","WW_R1","Exp60_260_IS29691","Exp60_260_IS29691",1,837.299999999988,837.299999999988,837.299999999988,837.299999999988,837.299999999988,837.299999999988,837.299999999988,837.299999999988
"24","131:09:02","131:09:02","WW_R1","Exp60_77_IS9713","Exp60_77_IS9713",1,365.599999999991,365.599999999991,365.599999999991,365.599999999991,365.599999999991,365.599999999991,365.599999999991,365.599999999991
"25","132:10:01","132:10:01","WW_R1","Exp60_121_IS15443","Exp60_121_IS15443",1,98133.84,98133.84,98133.84,98133.84,98133.84,98133.84,98133.84,98133.84
"26","132:10:02","132:10:02","WW_R1","Exp60_276_IS30748","Exp60_276_IS30748",1,448.599999999999,448.599999999999,448.599999999999,448.599999999999,448.599999999999,448.599999999999,448.599999999999,448.599999999999
"27","132:11:01","132:11:01","WW_R1","Exp60_139_IS18874","Exp60_139_IS18874",1,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28
"28","132:11:02","132:11:02","WW_R1","Exp60_9_IS2179","Exp60_9_IS2179",1,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28
"29","132:12:01","132:12:01","WW_R1","Exp60_82_IS10801","Exp60_82_IS10801",1,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28
"30","132:12:02","132:12:02","WW_R1","Exp60_112_IS14446","Exp60_112_IS14446",1,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28,435968.28
"31","132:01:01","132:01:01","WW_R1","Exp60_31_IS3511","Exp60_31_IS3511",1,698.800000000003,698.800000000003,698.800000000003,698.800000000003,698.800000000003,698.800000000003,698.800000000003,698.800000000003
"36","132:03:02","132:03:02","WW_R1","Exp60_282_IS31299","Exp60_282_IS31299",1,6992.60000000001,6992.60000000001,6992.60000000001,6992.60000000001,6992.60000000001,6992.60000000001,6992.60000000001,6992.60000000001
"37","132:04:01","132:04:01","WW_R1","Exp60_72_IS9303","Exp60_72_IS9303",1,1825.7,1825.7,1825.7,1825.7,1825.7,1825.7,1825.7,1825.7
"38","132:04:02","132:04:02","WW_R1","Exp60_155_IS20064","Exp60_155_IS20064",1,2306.89999999999,2306.89999999999,2306.89999999999,2306.89999999999,2306.89999999999,2306.89999999999,2306.89999999999,2306.89999999999
"39","132:05:01","132:05:01","WW_R1","Exp60_26_IS3073","Exp60_26_IS3073",1,997.5,997.5,997.5,997.5,997.5,997.5,997.5,997.5
"40","132:05:02","132:05:02","WW_R1","Exp60_118_R16","Exp60_118_R16",1,664.5,664.5,664.5,664.5,664.5,664.5,664.5,664.5
