"","unit","old_unit","Treatment","Genotype","G..Alias","Replicates","maxET","slope.maxET-6","slope.07-maxET","slope.00-07","slope.19-23:45","curvmaxET","total.auc","auc.10-15","sd.10-15","auc.prop.10-15","auc.07-19","sd.07-19","auc.prop.07-19","auc.night","cos.sim.index"
"1","131:10:01","131:10:01","WW_R1","Exp60_125_IS15752","Exp60_125_IS15752",1,279.199999999997,2.0200285714286,0,0.375274384236489,0.0209558823528057,-8.01765120951682,532.649999999994,171.646499999995,0.544240339941411,0.322250070402698,405.793499999992,1.1429257501733,0.761838918614469,126.856500000002,0.695272862183844
"2","131:10:02","131:10:02","WW_R1","Exp60_60_IS6828","Exp60_60_IS6828",1,1218.7,55.2885714285704,0,5.19388620689654,-2.42193627450993,-0.601592097026722,-131.199999999997,31.7514999999912,0.0268935290502843,-0.24200838414628,81.1065000000017,1.43807275546044,-0.618189786585392,-212.306499999999,0.00790623643200143
"3","131:11:01","131:11:01","WW_R1","Exp60_146_IS19053","Exp60_146_IS19053",1,1011.2,26.535714285716,0.708945279645444,0.263895073891587,-11.735661764706,0.299876136656518,820.850000000006,34.0544999999984,3.56510374323176,0.0414868733629751,278.209000000003,51.3577594425302,0.338927940549431,542.641000000003,0.0142708892321472
"4","131:11:02","131:11:02","WW_R1","Exp60_8_IS2156","Exp60_8_IS2156",1,1260.60000000001,102.333371428572,1.88212778280544,2.13730591133006,-3.19473039215693,-0.405189604738505,1082.55,164.212500000001,7.0549312929054,0.151690453096856,402.631499999996,10.0038920751553,0.37192877927116,679.918500000007,0.0340810525592871
"5","131:12:01","131:12:01","WW_R1","Exp60_29_IS3443","Exp60_29_IS3443",1,892.300000000003,60.959714285715,0.782182346938773,-2.48558817733993,-10.5676470588236,0.510594248191572,1065.89999999999,67.0965000000069,4.40882029086594,0.062948212777941,351.129499999995,60.5232137394859,0.329420677361851,714.770499999999,0.0102143285478957
"6","131:12:02","131:12:02","WW_R1","Exp60_46_IS4821","Exp60_46_IS4821",1,2975.7,0,0,-0.169528571428641,2.33406862745106,-2.06764419070517,-468.349999999999,224.589500000002,3.32457357595083,-0.479533468559843,471.358999999997,24.1161027305204,-1.00642468239564,-939.708999999995,0.0392022973247785
"19","131:07:01","131:07:01","WW_R1","Exp60_179_IS21425","Exp60_179_IS21425",1,111.51,0,0,0.22746157635468,0.522659313725501,-0.454753837078973,-51.0050000000001,9.12099999999964,0.243349875497684,-0.178825605332803,13.1320000000001,2.18072167967811,-0.257464954416234,-64.1370000000002,0.017961746239417
"20","131:07:02","131:07:02","WW_R1","Exp60_14_IS2398","Exp60_14_IS2398",1,349.399999999994,28.7542857142856,0,4.09542758620687,-0.0709558823532193,-3.25155599646291,-301.392999999996,0.523000000001048,0.00210441712396169,-0.00173527586905155,0.782999999995809,0.13229903576261,-0.0025979369129204,-302.175999999992,0.000408159416526364
"21","131:08:01","131:08:01","WW_R1","Exp60_243_IS27490","Exp60_243_IS27490",1,463454.03,131.32,0,3.40441871921175,0.525735294117754,-1.05922880307989,-364.75,11.6614999999947,0.00870002736727174,-0.0319712131596839,28.2875000000058,0.0742225864999991,-0.077553118574382,-393.037500000006,0.00430691151406763
"22","131:08:02","131:08:02","WW_R1","Exp60_272_IS30443","Exp60_272_IS30443",1,451.800000000003,38.867885714285,0.635357807564251,-0.638420689655233,-4.31250000000003,1.37158242573114,733.050000000003,13.3834999999963,0.137618779864837,0.0182572812222853,36.0794999999998,1.32726631813478,0.0492183343564555,696.970500000003,0.0123331011148032
