unit;old_unit;Experiment;Treatment;Species;Genotype;G..Alias;Replicates;Genotype_Trt;22/09/2023 11:42;22/09/2023 14:26;23/09/2023 07:36;23/09/2023 10:02;24/09/2023 10:04;24/09/2023 13:02;25/09/2023 10:07;25/09/2023 14:28;26/09/2023 10:08;26/09/2023 14:21;27/09/2023 09:49;27/09/2023 15:21;28/09/2023 09:42;28/09/2023 12:18;29/09/2023 11:32;29/09/2023 14:23;30/09/2023 08:20;30/09/2023 10:36;01/10/2023 12:39;01/10/2023 15:27
27:01:01;27:01:01;Exp60;WW_R1;Sorghum;Exp60_133_IS18551;Exp60_133_IS18551;1;Exp60_133_IS18551_WW_R1;2505.97;2630.22;3468.1;3814.06;5344.07;5881.21;8128.41;9383.65;10730;12154;14997.5;17039.6;21150;17929.7;25234.4;21408.7;23865.1;26429;37884.2;54793
27:01:02;27:01:02;Exp60;WW_R1;Sorghum;Exp60_67_IS8347;Exp60_67_IS8347;1;Exp60_67_IS8347_WW_R1;1917.13;2047.23;2491.23;2804.91;4860.43;4773.8;5416.21;6960;8140.14;9187.63;10754.6;13779.7;18712.5;17543;26938.1;23072.5;33402.8;31104.7;48951.5;48190.3
27:02:01;27:02:01;Exp60;WW_R1;Sorghum;Exp60_238_IS26815;Exp60_238_IS26815;1;Exp60_238_IS26815_WW_R1;4304.8;5984.37;5409.88;5869.83;8889.49;9182.73;13876.1;14380.3;14873.6;14531.6;15737;20352.1;31636.9;25505.7;35890.4;37060.3;7797.19;7101.25;47517.2;73342.4
27:02:02;27:02:02;Exp60;WW_R1;Sorghum;Exp60_154_IS20016;Exp60_154_IS20016;1;Exp60_154_IS20016_WW_R1;1272.54;2166.2;2609.38;2795.04;3476.72;4675.02;6802.39;7309.57;8683.29;9547.64;10445.3;11672.8;17666.7;18882.9;24563.5;25550.3;36251.4;38820;88062.8;72725.8
27:03:01;27:03:01;Exp60;WW_R1;Sorghum;Exp60_289_IS32087;Exp60_289_IS32087;1;Exp60_289_IS32087_WW_R1;52.962;73.04;130.643;213.148;330.658;332.789;635.886;653.627;951.468;1006.7;1588.52;1691.44;2814.13;3350.99;6260.85;4992.41;35310.9;33287.3;50481.7;58933.7
27:03:02;27:03:02;Exp60;WW_R1;Sorghum;Exp60_266_IS30175;Exp60_266_IS30175;1;Exp60_266_IS30175_WW_R1;1582.86;1765.38;2374.65;3047.87;6770.3;7245.64;11449.1;10363;14550.8;15070.2;20228.9;21919;28458.9;20848.6;29161.5;26539.5;33425.2;39467;79076.8;55384
27:04:01;27:04:01;Exp60;WW_R1;Sorghum;Exp60_172_IS20763;Exp60_172_IS20763;1;Exp60_172_IS20763_WW_R1;7517.97;7696.75;8858.86;9262.11;16656.4;15669.8;19758.9;22047.4;24475.7;26945.3;35058.3;39801.5;53792.1;29624.5;43029.7;40492.9;33427.9;33695.7;39913.4;45059.6
27:04:02;27:04:02;Exp60;WW_R1;Sorghum;Exp60_246_IS27791;Exp60_246_IS27791;1;Exp60_246_IS27791_WW_R1;2565.84;2536.79;3166.89;3604.69;4680.77;6028;8268.06;10268.7;12790;14744.5;22207.8;19958.6;26365.2;19247.4;21093.6;21005.1;14522;16167.7;53540;16102.7
27:05:01;27:05:01;Exp60;WW_R1;Sorghum;Exp60_51_IS5867;Exp60_51_IS5867;1;Exp60_51_IS5867_WW_R1;1821.92;1606.71;2151.32;2015.91;3019.02;3210.63;4285.91;5865.8;5901.95;6322.4;7926.82;9158.34;13722.5;12270.7;20951.6;18944.8;19729.5;19868;39122.6;44026.9
27:05:02;27:05:02;Exp60;WW_R1;Sorghum;Exp60_270_IS30436;Exp60_270_IS30436;1;Exp60_270_IS30436_WW_R1;3650.69;4160.17;4287.42;4249.51;6134.42;8850.99;9187.44;12516.7;11212.5;12364.6;18026.5;19532.4;25317.3;27942.2;38588.9;33833;66600.9;74901.6;69613.3;52553.5
27:06:01;27:06:01;Exp60;WW_R1;Sorghum;Exp60_22_IS2834;Exp60_22_IS2834;1;Exp60_22_IS2834_WW_R1;2688.76;2896.2;3566.5;3574.81;7687.8;7608.83;9186.78;11910;12949.9;14024;19894;22896.6;30077.7;25042.9;37373.4;31093.2;38747.1;36766.2;70964.6;50744.1
27:06:02;27:06:02;Exp60;WW_R1;Sorghum;Exp60_185_IS22040;Exp60_185_IS22040;1;Exp60_185_IS22040_WW_R1;1541.03;1831.71;2386.9;2362.16;3798.71;3938.08;5832.55;5783.02;7505.05;8445.86;9225.29;11143;15464.1;20092.8;29772.8;24554;21871.3;28366.3;42177.4;68893.9
27:07:01;27:07:01;Exp60;WW_R1;Sorghum;Exp60_132_IS17593;Exp60_132_IS17593;1;Exp60_132_IS17593_WW_R1;3417.83;2891.74;3453.62;3572.66;6216.84;6786.75;8871.98;8744.77;11235.7;12114.5;16352.4;18911.5;23690.5;21440.9;32916.4;27353.1;20490.5;22107.8;78337.5;53391.3
27:07:02;27:07:02;Exp60;WW_R1;Sorghum;Exp60_2_IS35;Exp60_2_IS35;1;Exp60_2_IS35_WW_R1;4354.71;4214.14;5497.75;6191.92;9835.01;10934.6;14489.5;15524.1;19184.1;21018.5;25688.5;30378.1;36201.4;29733.7;37288.7;36281.4;44715.1;57963.5;53741.5;109134
27:08:01;27:08:01;Exp60;WW_R1;Sorghum;Exp60_291_IS32234;Exp60_291_IS32234;1;Exp60_291_IS32234_WW_R1;1671.08;1633.77;2011.47;1943.16;3981.54;4175.3;5428.84;5389.44;6058.86;6976.09;12456.5;13181.4;16113.8;17007.5;24269.1;21964.4;44337.8;42682.3;39370.7;21577.7
27:08:02;27:08:02;Exp60;WW_R1;Sorghum;Exp60_48_IS5106;Exp60_48_IS5106;1;Exp60_48_IS5106_WW_R1;4179.04;4328.6;5992.36;5169.66;9715.55;10595.3;16661.9;17153.7;19225;20778.9;24882.2;27882;34236.7;36589.4;47934.2;47929.3;40387.6;39413.8;27334.5;17838.7
27:09:01;27:09:01;Exp60;WW_R1;Sorghum;Exp60_148_IS19418;Exp60_148_IS19418;1;Exp60_148_IS19418_WW_R1;1733.44;1735.82;2110.01;2126.63;4066.31;3834.24;5299.39;6001.66;8016.92;8788.02;11853.3;12606.6;18377.1;14989.1;27221.4;24405.2;54634.8;61403.4;65782.1;59479.8
27:09:02;27:09:02;Exp60;WW_R1;Sorghum;Exp60_163_IS20700;Exp60_163_IS20700;1;Exp60_163_IS20700_WW_R1;374.246;486.503;1031.35;1051.81;1761.35;1930.02;2952.36;3237.35;4691.37;5487.4;6403.68;7893.35;10276.2;11045.8;16248.5;16555;45605;43838.8;904.876;4623.39
27:10:01;27:10:01;Exp60;WW_R1;Sorghum;Exp60_300_IS33423;Exp60_300_IS33423;1;Exp60_300_IS33423_WW_R1;144.614;218.02;673.075;784.313;1801.16;1826.78;3742.85;4059.66;5435.6;5441.39;6582.83;7665.96;10551.8;9887.82;17823.8;16411.3;34038.8;36050.3;54621.9;72346.1
27:10:02;27:10:02;Exp60;WW_R1;Sorghum;Exp60_123_IS15478;Exp60_123_IS15478;1;Exp60_123_IS15478_WW_R1;340.234;297.012;459.993;639.989;1072.38;978.367;1382.76;1178.31;1635.43;2328.01;2683.75;4282.96;4780.12;5317.07;7293.78;7794.16;8605.99;6660.29;38409;52084.8
27:11:01;27:11:01;Exp60;WW_R1;Sorghum;Exp60_167_IS20724;Exp60_167_IS20724;1;Exp60_167_IS20724_WW_R1;2827.19;3174.23;4232.06;4610.36;6177.88;6761.89;8559.68;9688.62;11166.9;11631.1;15854.7;18354.6;21727.1;18110.2;28626.1;26870.9;26435.5;25421.1;9184.88;78049.1
27:11:02;27:11:02;Exp60;WW_R1;Sorghum;Exp60_191_IS22294;Exp60_191_IS22294;1;Exp60_191_IS22294_WW_R1;622.558;865.708;1660.28;1609.34;3345.52;4078.43;6801.77;7973.28;8501.06;10284.1;13751.9;14808.1;21530;13605.9;16400.3;16555.5;46685.4;48359.9;41726.7;43779.2
27:12:01;27:12:01;Exp60;WW_R1;Sorghum;Exp60_62_IS7277;Exp60_62_IS7277;1;Exp60_62_IS7277_WW_R1;541.208;648.093;837.167;776.405;785.111;916.872;2174.81;1897.92;2164.1;2330.55;3098.06;5460.23;4344.79;5075.19;7403.18;6154.16;14222.1;15496.5;21129.4;69914.1
27:12:02;27:12:02;Exp60;WW_R1;Sorghum;Exp60_203_IS23100;Exp60_203_IS23100;1;Exp60_203_IS23100_WW_R1;1632.72;1476.21;2102.92;2239.9;4282.14;4529.38;6170.86;6068.6;7845.67;8777.71;10492.9;14107.3;15487.9;17085.8;23994.5;24742.9;12523.5;14117;35316.3;54252.6
28:01:01;28:01:01;Exp60;WW_R1;Sorghum;Exp60_21_IS2814;Exp60_21_IS2814;1;Exp60_21_IS2814_WW_R1;1749.25;1274.62;1625.34;1647.71;2212.43;3898.04;3876.66;3838.82;6923.11;6836.54;7946.4;7766.53;10941.4;10876;14110.2;15403.3;27857.8;31630;63891.7;35852.8
28:01:02;28:01:02;Exp60;WW_R1;Sorghum;Exp60_128_IS16173;Exp60_128_IS16173;1;Exp60_128_IS16173_WW_R1;2310.3;1463.45;1546.1;1634.19;3029.07;5106.55;5426.59;5972.62;9147.02;8829.35;8953.93;11368.2;16164;18642.8;22333.1;22873.1;40008.9;40666.9;63073;68374.4
28:02:01;28:02:01;Exp60;WW_R1;Sorghum;Exp60_64_IS7889;Exp60_64_IS7889;1;Exp60_64_IS7889_WW_R1;4587.88;3370.06;3871.88;4283.13;6045.64;11455;8941.63;10105.7;13775.3;16037.3;14487.2;17688.1;24465.8;24426.4;34103.2;34505.9;36026.9;34320.8;3836.74;62635.5
28:02:02;28:02:02;Exp60;WW_R1;Sorghum;Exp60_273_IS30451;Exp60_273_IS30451;1;Exp60_273_IS30451_WW_R1;82.019;86.904;64.529;75.517;115.181;157.589;140.065;79.718;108.605;116.453;10.165;11.614;9.407;8.424;19.494;14.238;57877.8;68102.3;10243.7;48534.4
28:03:01;28:03:01;Exp60;WW_R1;Sorghum;Exp60_180_IS21519;Exp60_180_IS21519;1;Exp60_180_IS21519_WW_R1;1553.28;1276.67;1936.72;2316.81;3114.34;4898.26;5125.94;5684.71;8868.54;11304.8;10851.9;11295.3;14513;17135.2;21772.1;21770;43587.3;43055;38719.1;39175.4
28:03:02;28:03:02;Exp60;WW_R1;Sorghum;Exp60_298_IS33261;Exp60_298_IS33261;1;Exp60_298_IS33261_WW_R1;679.726;448.831;514.498;729.472;1208.79;1702.18;1855.52;1840.46;2973.05;3271.12;3710.2;4226.79;5223.86;6340.02;11381;9704.71;47788.2;67274.6;37062.5;87536.4
28:04:01;28:04:01;Exp60;WW_R1;Sorghum;Exp60_52_IS5910;Exp60_52_IS5910;1;Exp60_52_IS5910_WW_R1;1879.34;1781.82;2126.92;2715.49;4799.79;8229.02;8199.06;8291.76;13683.8;15259;15925.9;18014.9;25863.2;19087;24498.5;24595.5;32259.9;29581.4;61612.8;54446.7
28:04:02;28:04:02;Exp60;WW_R1;Sorghum;Exp60_104_IS14216;Exp60_104_IS14216;1;Exp60_104_IS14216_WW_R1;2036.71;2085.88;2784.31;2973.13;4392.27;6885.66;6727.82;6939.1;10649.9;11974.9;10920.3;15623.4;21533.8;18043.8;23422.4;21437.2;33238.5;37365.6;44023.2;52988.8
28:05:01;28:05:01;Exp60;WW_R1;Sorghum;Exp60_74_IS9527;Exp60_74_IS9527;1;Exp60_74_IS9527_WW_R1;1563.05;1313.89;1914.35;2365.32;3469.44;5600.25;5374.5;6217.51;10786.9;11858.4;11374.4;13325.1;17012.4;14474.3;16969.4;16685.2;26853.5;30232.7;16333.7;54452.9
28:05:02;28:05:02;Exp60;WW_R1;Sorghum;Exp60_106_IS14276;Exp60_106_IS14276;1;Exp60_106_IS14276_WW_R1;4602.21;3404.71;3332.19;4324.35;7325.84;10574.5;11242.7;10181.9;15982.1;18745.3;20922.7;23922.1;28594.4;21604.8;25719.2;28029.8;52471.7;50533.1;42192.9;52336.2
28:06:01;28:06:01;Exp60;WW_R1;Sorghum;Exp60_308_SSM1123;Exp60_308_SSM1123;1;Exp60_308_SSM1123_WW_R1;4197.29;2551.44;3112.19;3287.26;6351.83;10181.7;10092.8;10030.3;12229.8;13890.1;15940.3;21537.2;27642.9;26759.6;25040;27222.7;63098.5;60138.7;27614.3;37902.6
28:06:02;28:06:02;Exp60;WW_R1;Sorghum;Exp60_301_IS36633;Exp60_301_IS36633;1;Exp60_301_IS36633_WW_R1;4572.62;3587.61;4248.56;4392.57;8069.67;9467.3;11233.2;11636;16488.6;20261.4;23013.4;26070.6;34199.2;33540.4;42462.7;46240.1;25964.7;25406.6;11932.8;109254
28:07:01;28:07:01;Exp60;WW_R1;Sorghum;Exp60_41_IS4035;Exp60_41_IS4035;1;Exp60_41_IS4035_WW_R1;4351.03;2867.03;4710.35;4760.38;7268.51;11134.2;9769.08;12350.3;19864.8;19207;23468.6;21887.7;28117.6;27057;35080.4;38341.5;52190.4;57541;52715.1;38000.2
28:07:02;28:07:02;Exp60;WW_R1;Sorghum;Exp60_136_IS18829;Exp60_136_IS18829;1;Exp60_136_IS18829_WW_R1;992.215;521.554;1120.35;1212.12;2101.8;3205.42;3022.76;4373.92;6631.66;8075.84;8747.83;11122.7;13318.1;13054.8;16321.9;17617.2;35360.1;37646.3;47025.7;58495
28:08:01;28:08:01;Exp60;WW_R1;Sorghum;Exp60_319_SSM29;Exp60_319_SSM29;1;Exp60_319_SSM29_WW_R1;2138.64;1623.96;1857.47;2494.4;3235.91;5038.73;5107.77;5330.74;8532.99;10155.1;11053.5;13130.9;15245.4;15332.1;20117.4;20446.9;28625.7;28853.2;47223.9;56556
28:08:02;28:08:02;Exp60;WW_R1;Sorghum;Exp60_135_IS18800;Exp60_135_IS18800;1;Exp60_135_IS18800_WW_R1;1694.66;1104.69;1614.87;1789.69;4536.97;6919.5;6327.58;5698.91;10361.4;12800.7;11385.8;12666.4;16636.3;10958.7;17824.2;19817.3;13659.2;14668.6;43912.9;50569.8
28:09:01;28:09:01;Exp60;WW_R1;Sorghum;Exp60_20_IS2807;Exp60_20_IS2807;1;Exp60_20_IS2807_WW_R1;3708.2;2434.39;2406.88;2325.38;4697.96;6739.33;6265.12;5726.02;11070.8;12774.1;10849.8;12415.7;13963;16417.9;19697.8;21651.7;45868.3;46142.5;49400;53095.9
28:09:02;28:09:02;Exp60;WW_R1;Sorghum;Exp60_173_IS20782;Exp60_173_IS20782;1;Exp60_173_IS20782_WW_R1;1938.52;1588.48;1820.45;2398.66;3494.59;5058.53;5559.87;5457.31;9051.1;10002;11652.5;11240.9;13176.3;16319;21277;21894.6;441.156;499.147;53457.7;59203.4
28:10:01;28:10:01;Exp60;WW_R1;Sorghum;Exp60_114_IS14478;Exp60_114_IS14478;1;Exp60_114_IS14478_WW_R1;14174.2;6622.73;7316.62;11617.9;14604.6;29362.2;19037.6;15770.4;27702.8;41432.2;27570.6;30502.6;32629;28177.7;36327.4;36706.1;45034.1;46895.9;58638.5;48384.3
28:10:02;28:10:02;Exp60;WW_R1;Sorghum;Exp60_318_SSM276;Exp60_318_SSM276;1;Exp60_318_SSM276_WW_R1;4905.79;1823.84;2065.72;2873.14;3904.88;16615.5;5920.38;5995.02;10064.8;19155.8;12801.8;14487.1;18680.9;17130.5;23742.9;21149.7;31956.1;30484.2;39315.7;20503.4
28:11:01;28:11:01;Exp60;WW_R1;Sorghum;Exp60_188_IS22282;Exp60_188_IS22282;1;Exp60_188_IS22282_WW_R1;5198.73;3814.77;4891.74;5369.89;7617.17;13237.7;11607.6;12079.9;18068.8;21003.6;19176;21495.8;25869.2;17269.9;23966.4;22311.7;5347.02;5407.61;64011.6;69038.9
28:11:02;28:11:02;Exp60;WW_R1;Sorghum;Exp60_259_IS29638;Exp60_259_IS29638;1;Exp60_259_IS29638_WW_R1;5592.32;4154.2;5152.79;5148.96;6544.47;19835.5;10300.1;12340.3;13435.2;13596.5;15998.6;16548.6;25938.6;19085.3;23535.1;24351.6;29969.5;30858.3;71230.5;13786.3
28:12:01;28:12:01;Exp60;WW_R1;Sorghum;Exp60_279_IS31179;Exp60_279_IS31179;1;Exp60_279_IS31179_WW_R1;575.761;733.777;940.282;992.676;1448.56;2113.56;2599.33;2445.73;3262.91;4055.79;4342;3771.26;6636;6865.57;8852.41;8759.67;15077.5;16535.2;65355.6;63141.5
28:12:02;28:12:02;Exp60;WW_R1;Sorghum;Exp60_127_IS16125;Exp60_127_IS16125;1;Exp60_127_IS16125_WW_R1;220.581;118.932;246.797;320.504;659.929;1838.69;1751.24;1511.89;2459.89;2595.61;2068.22;3240.24;4397.47;4884.74;6611.52;7050.12;23435.1;21851.2;65471.5;72185.2
29:01:01;29:01:01;Exp60;WW_R1;Sorghum;Exp60_317_SSM275;Exp60_317_SSM275;1;Exp60_317_SSM275_WW_R1;643.72;760.22;999.889;1200.95;1657.14;2026.54;3454.83;3748.56;4697.04;5103.88;6325.3;7932.03;9058.79;9481.55;11541.7;12010.6;51256.4;54229.5;62659.4;55050.8
29:01:02;29:01:02;Exp60;WW_R1;Sorghum;Exp60_59_IS6745;Exp60_59_IS6745;1;Exp60_59_IS6745_WW_R1;2003.02;2274.39;3173.1;3430.22;5833.04;6042.02;9834.9;9899.58;12586.7;13804.3;17728.7;23333.5;27707.7;22074.3;31634.9;32961.8;52718.6;58990.3;49498.5;57164.1
29:02:01;29:02:01;Exp60;WW_R1;Sorghum;Exp60_177_IS21126;Exp60_177_IS21126;1;Exp60_177_IS21126_WW_R1;766.166;805.518;1478.68;1686.68;2656.72;2988.1;5376.14;6032.18;7334.06;7853.88;10707.5;10668.5;16858;15404.9;20218.5;22880.9;106.181;760.952;78504;81640.3
29:02:02;29:02:02;Exp60;WW_R1;Sorghum;Exp60_32_IS3583;Exp60_32_IS3583;1;Exp60_32_IS3583_WW_R1;2353.44;2851.19;3459.14;3412.41;5419.69;5912.94;9183.1;9694.93;12632.9;14389.4;16917.5;20470.8;23222.5;23775.6;35790.6;32748.1;3722.02;5056.24;77338;68001.3
29:03:01;29:03:01;Exp60;WW_R1;Sorghum;Exp60_80_IS9911;Exp60_80_IS9911;1;Exp60_80_IS9911_WW_R1;3538.7;4339.06;4242.46;4760.69;8477.14;11288;14298.8;17128.6;20547.8;20478.8;28641.1;34166.8;42763.1;37555.8;46275.2;48702.3;24965.5;24031.2;57508.3;49087
29:03:02;29:03:02;Exp60;WW_R1;Sorghum;Exp60_314_SSM205;Exp60_314_SSM205;1;Exp60_314_SSM205_WW_R1;1875.8;2198.67;3040.98;3369.93;3952.25;4937.93;6753.3;8477.7;11674.4;12097.6;14063.7;16608;24622.7;19475.8;30702;25662.6;24439.4;23807.1;54437.7;56606
29:04:01;29:04:01;Exp60;WW_R1;Sorghum;Exp60_33_IS3672;Exp60_33_IS3672;1;Exp60_33_IS3672_WW_R1;920.445;884.066;1520.32;1606.44;2348.93;1906.07;3098.53;3836.39;3857.14;3588.49;5543.39;6833.2;8303.66;9395.2;12084.4;10478.9;51857.4;49719.8;39422.8;55171.6
29:04:02;29:04:02;Exp60;WW_R1;Sorghum;Exp60_294_IS32986;Exp60_294_IS32986;1;Exp60_294_IS32986_WW_R1;913.66;934.375;1504.02;1779.97;4174.24;4744.56;7618.96;8303.95;11044.9;11398;14261.3;16395.9;21286;19965.9;28941.6;27330.2;30062.9;30203.8;14348.6;11123
29:05:01;29:05:01;Exp60;WW_R1;Sorghum;Exp60_230_IS25442;Exp60_230_IS25442;1;Exp60_230_IS25442_WW_R1;2472.67;2649.89;3546.05;4120.99;7523.48;8401.6;11256.6;12148;15239.6;17219;21327.2;26671.2;32908.1;27580;29646.2;32705.8;8326.79;9012.47;41203.1;72785.4
29:05:02;29:05:02;Exp60;WW_R1;Sorghum;Exp60_69_IS8685;Exp60_69_IS8685;1;Exp60_69_IS8685_WW_R1;828.354;1018.96;1607.62;1873.03;3133.45;3172.62;4319.25;4454.92;5811.19;6331.67;6503.98;8843.61;14721.3;12539.5;17957.7;18208.4;27013.4;29438.5;53965;53431.8
29:06:01;29:06:01;Exp60;WW_R1;Sorghum;Exp60_15_IS2416;Exp60_15_IS2416;1;Exp60_15_IS2416_WW_R1;15.391;20.037;13.161;24.029;16.454;11.498;11.56;19.234;14.257;10.043;22.563;27.921;15.488;18.026;12.127;22.485;18790.3;18823.1;46252.2;55190.5
29:06:02;29:06:02;Exp60;WW_R1;Sorghum;Exp60_175_IS20842;Exp60_175_IS20842;1;Exp60_175_IS20842_WW_R1;5171.84;6502.75;6493.42;7139.71;10413.7;11918.7;14405.4;14347.3;17422.6;19417.5;25254.1;25151.4;33318.1;25650.2;33296.3;36000.5;7309.83;7644.29;58433.6;59853.2
29:07:01;29:07:01;Exp60;WW_R1;Sorghum;Exp60_256_IS29496;Exp60_256_IS29496;1;Exp60_256_IS29496_WW_R1;168.517;192.495;344.17;397.693;882.718;768.349;1448.28;1538.95;2418.65;2513.66;3717.93;3979.76;4632.52;4789.95;6282.94;6480.62;42053;46057.5;38784.2;65175.6
29:07:02;29:07:02;Exp60;WW_R1;Sorghum;Exp60_105_IS14259;Exp60_105_IS14259;1;Exp60_105_IS14259_WW_R1;176.897;193.364;353.453;565.399;1182.56;1283.76;2041.69;2095.69;3852.89;4538.54;5677.13;7047.75;9815.28;10277.5;12688;12407.3;34045.6;42133.6;95668.4;60509.4
29:08:01;29:08:01;Exp60;WW_R1;Sorghum;Exp60_141_IS18879;Exp60_141_IS18879;1;Exp60_141_IS18879_WW_R1;2670.54;2493.47;3000.36;3387.8;5541.95;6571.28;9100.55;10105.1;12534.5;13764.5;18199.2;18872.6;25996.9;10518.6;12193;12901.1;36678.5;38171.3;21203.7;53045.3
29:08:02;29:08:02;Exp60;WW_R1;Sorghum;Exp60_278_IS31123;Exp60_278_IS31123;1;Exp60_278_IS31123_WW_R1;683.015;727.429;1152.11;1112.82;2064.11;2226.34;4014.93;4277.23;5388.87;6081.09;5440.64;6895.13;9268.53;9990.3;13145;14026.4;28557.5;32209.3;10189.4;19314.8
29:09:01;29:09:01;Exp60;WW_R1;Sorghum;Exp60_223_IS24786;Exp60_223_IS24786;1;Exp60_223_IS24786_WW_R1;30.633;31.979;18.128;27.964;37.249;16.569;18.022;31.703;25.375;24.071;23.613;12.069;15.186;207.125;157.391;173.507;31204.5;34540.3;51459.1;64198.7
29:09:02;29:09:02;Exp60;WW_R1;Sorghum;Exp60_50_IS5720;Exp60_50_IS5720;1;Exp60_50_IS5720_WW_R1;2175.92;2386.36;3378.97;3004.44;4725.6;5159.84;7987.13;8792.04;10519.9;11339.8;16819.2;18173;22190.5;15844.2;19924.2;20472.7;40526.5;44846.9;3972.99;56554.4
29:10:01;29:10:01;Exp60;WW_R1;Sorghum;Exp60_108_IS14317;Exp60_108_IS14317;1;Exp60_108_IS14317_WW_R1;259.706;308.727;652.926;761.252;1768.6;1891.53;2669.01;3030.97;3989.67;4457.93;5823.48;6228.27;8787.39;7899.7;10141.1;10196.8;48582.3;58662;56589.7;55918.1
29:10:02;29:10:02;Exp60;WW_R1;Sorghum;Exp60_143_IS18922;Exp60_143_IS18922;1;Exp60_143_IS18922_WW_R1;4618.46;5458.19;7512.34;7673.29;12675.3;12847.2;18632.7;19296.2;22352.7;24834.6;30429.7;35367.5;48944.8;29192.2;36479.4;37916.2;30557.4;34512.5;54024.5;101518
29:11:01;29:11:01;Exp60;WW_R1;Sorghum;Exp60_293_IS32569;Exp60_293_IS32569;1;Exp60_293_IS32569_WW_R1;2556.51;3008.84;3784.8;3770.89;6106.83;6588.17;10209.4;10776;14339.6;15849.1;18735.3;20115.2;31111;25005.3;34208.9;32429.5;47545.4;50452.1;58897;48293.7
29:11:02;29:11:02;Exp60;WW_R1;Sorghum;Exp60_156_IS20097;Exp60_156_IS20097;1;Exp60_156_IS20097_WW_R1;2390.43;2527.53;2887.22;3139.35;6464.2;6985.59;9913.89;11055.5;13142.9;14353.9;17146.6;22532.1;28049.5;26997.4;32017;32109.9;53921.2;49469;34834.5;80785
29:12:01;29:12:01;Exp60;WW_R1;Sorghum;Exp60_131_IS16545;Exp60_131_IS16545;1;Exp60_131_IS16545_WW_R1;3265.45;3195.89;4643.23;5210.47;8725.59;11694.1;11479.7;13755.7;17244.4;18418.6;22919.4;25657.2;35841.7;32320.4;35205.4;33907.9;50944.9;51983.4;60511.1;64076.4
29:12:02;29:12:02;Exp60;WW_R1;Sorghum;Exp60_241_IS27164;Exp60_241_IS27164;1;Exp60_241_IS27164_WW_R1;2373.93;2424.18;4183.3;4715.62;8028.41;9891.63;11941.9;11664.4;17005.9;16700.8;21738.6;26047.7;31729.9;25330.2;27706.2;27594.9;46822.4;50461.9;45927.5;63616.2
30:01:01;30:01:01;Exp60;WW_R1;Sorghum;Exp60_257_IS29569;Exp60_257_IS29569;1;Exp60_257_IS29569_WW_R1;592.28;502.932;740.677;755.096;1605.76;1888.79;2841.07;3014.36;4231.38;4544.86;6014.01;6998.3;8342.54;9137.93;10972.9;11152.8;41557;46280.5;31951.8;70643.2
30:01:02;30:01:02;Exp60;WW_R1;Sorghum;Exp60_217_IS23992;Exp60_217_IS23992;1;Exp60_217_IS23992_WW_R1;4402.6;3608.82;4383.64;4530.71;8294.2;10049.9;12836.1;13513.4;18008.3;19122.4;22892.5;26665.3;31102.8;33790.2;36999;36276.7;40865.2;40535;66135.7;53540.9
30:02:01;30:02:01;Exp60;WW_R1;Sorghum;Exp60_207_IS23254;Exp60_207_IS23254;1;Exp60_207_IS23254_WW_R1;3769.07;3582.65;5183.82;5191.88;9303.73;9102.61;12807.5;15840.6;19515.9;18673.8;21522.2;23391.6;32374.1;15145.2;18055;17157.1;53488.8;60617.2;53319.4;59195.4
30:02:02;30:02:02;Exp60;WW_R1;Sorghum;Exp60_119_IS14963;Exp60_119_IS14963;1;Exp60_119_IS14963_WW_R1;5403.24;4756.78;6048.15;5720.66;10762.1;11685.6;15574.1;18184.5;20736.3;21228.9;29736.6;36703.9;40181.6;33185.8;39935.4;42576.1;45851.1;53997.1;40755.7;75012.1
30:03:01;30:03:01;Exp60;WW_R1;Sorghum;Exp60_42_IS4112;Exp60_42_IS4112;1;Exp60_42_IS4112_WW_R1;4553.31;4294.29;5169.37;5463.65;8546.98;8322.78;10931;13033.5;16172;17819.6;19925.7;26639.8;33887;31031.3;37872.9;37916.6;42072.8;39507.2;33647.4;72683.4
30:03:02;30:03:02;Exp60;WW_R1;Sorghum;Exp60_274_IS30503;Exp60_274_IS30503;1;Exp60_274_IS30503_WW_R1;913.344;770.828;1308.57;1323.85;2246.06;2414.44;3732.73;3872.6;5568.04;5199.76;7638.27;9320.99;10788.9;11900.3;13438.2;13960.8;34585.1;37581.1;79148.4;58429.7
30:04:01;30:04:01;Exp60;WW_R1;Sorghum;Exp60_49_IS5622;Exp60_49_IS5622;1;Exp60_49_IS5622_WW_R1;5165.55;5086.58;5752.69;6122.52;8036.5;8790.78;13842.1;15276.2;17688.7;19041.3;24315.3;26032;37315.4;24445.1;32835.2;34373.5;24762.6;25962;47922.3;20609.6
30:04:02;30:04:02;Exp60;WW_R1;Sorghum;Exp60_201_IS23048;Exp60_201_IS23048;1;Exp60_201_IS23048_WW_R1;3825.87;3465.74;3842.16;4164.53;6619.37;7691.55;9202.13;10057.3;10790;12081.4;16049.7;18728.9;20025.7;23220.9;31568.5;32317.8;4297.25;6280.58;46381.6;56729.3
30:05:01;30:05:01;Exp60;WW_R2;Sorghum;Exp60_109_IS14331;Exp60_109_IS14331;2;Exp60_109_IS14331_WW_R2;2610.46;2422.35;3282.85;3336.6;4835.25;5672.64;8674.1;9210.86;11209.5;11899.2;16868;17564.5;23947.4;20112.7;23228.1;23307.3;33937.6;33858.3;47127.9;34642.2
