Date;TS;Temp;RH;VPD;SR;WS
10/10/2023;15:00:00;36.96;41.64%;;120.6;0.002
10/10/2023;15:15:00;35.46;43.62%;;158.4;0
10/10/2023;15:30:00;36.13;43.50%;;162.3;0
10/10/2023;15:45:00;35.68;44.65%;;200.9;0
10/10/2023;16:00:00;36.15;44.37%;;135.5;0.4
10/10/2023;16:15:00;35.59;44.37%;;122.4;0
10/10/2023;16:30:00;34.9;45.96%;;87.1;0
10/10/2023;16:45:00;34.37;46.72%;;93.8;0
10/10/2023;17:00:00;34.09;47.38%;;85.4;0
10/10/2023;17:15:00;33.99;48.19%;;75.38;0
10/10/2023;17:30:00;33.69;48.97%;;60.3;0
10/10/2023;17:45:00;33.38;50.17%;;53.6;0.036
10/10/2023;18:00:00;33.2;50.71%;;40.2;0
10/10/2023;18:15:00;32.86;51.57%;;33.5;0
10/10/2023;18:30:00;32.48;52.52%;;13.4;0
10/10/2023;18:45:00;32.16;55.12%;;6.701;0
10/10/2023;19:00:00;31.82;56.69%;;0;0
10/10/2023;19:15:00;31.4;59.26%;;0;0
10/10/2023;19:30:00;31.13;60.35%;;0;0
10/10/2023;19:45:00;30.65;62.09%;;0;0
10/10/2023;20:00:00;30.52;62.32%;;0;0
10/10/2023;20:15:00;30.26;63.21%;;0;0
10/10/2023;20:30:00;30.12;63.65%;;0;0
10/10/2023;20:45:00;29.96;64.64%;;0;0
10/10/2023;21:00:00;29.85;65.18%;;0;0
10/10/2023;21:15:00;29.63;65.82%;;0;0
10/10/2023;21:30:00;29.49;67.32%;;0;0
10/10/2023;21:45:00;29.28;67.99%;;0;0
10/10/2023;22:00:00;29.06;69.22%;;0;0
10/10/2023;22:15:00;28.87;69.92%;;0;0
10/10/2023;22:30:00;28.69;69.58%;;0;0
10/10/2023;22:45:00;28.46;69.96%;;0;0
10/10/2023;23:00:00;28.39;70.52%;;0;0
10/10/2023;23:15:00;28.29;71.10%;;0;0
10/10/2023;23:30:00;28.21;71.72%;;0;0
10/10/2023;23:45:00;28.14;72.57%;;0;0
11/10/2023;00:00:00;27.96;73.43%;;0;0
11/10/2023;00:15:00;27.87;74.21%;;0;0
11/10/2023;00:30:00;27.69;74.65%;;0;0
11/10/2023;00:45:00;27.59;75.22%;;0;0
11/10/2023;01:00:00;27.43;76.66%;;0;0
11/10/2023;01:15:00;27.21;77.52%;;0;0
11/10/2023;01:30:00;27.06;77.37%;;0;0
11/10/2023;01:45:00;26.86;78.18%;;0;0
11/10/2023;02:00:00;26.7;78.06%;;0;0
11/10/2023;02:15:00;26.56;77.94%;;0;0
11/10/2023;02:30:00;26.45;79.66%;;0;0
11/10/2023;02:45:00;26.27;80.20%;;0;0
11/10/2023;03:00:00;26.25;80.40%;;0;0
11/10/2023;03:15:00;26.26;80.10%;;0;0
11/10/2023;03:30:00;26.08;81.10%;;0;0
11/10/2023;03:45:00;26.06;81.40%;;0;0
11/10/2023;04:00:00;26;81.40%;;0;0
11/10/2023;04:15:00;25.74;81.80%;;0;0
11/10/2023;04:30:00;25.77;81.20%;;0;0
11/10/2023;04:45:00;25.61;83%;;0;0
11/10/2023;05:00:00;25.5;83.40%;;0;0
11/10/2023;05:15:00;25.34;83.60%;;0;0
11/10/2023;05:30:00;25.33;83.80%;;0;0
11/10/2023;05:45:00;25.25;83.50%;;0;0
11/10/2023;06:00:00;25.14;84%;;0.112;0
11/10/2023;06:15:00;25.08;84.20%;;0;0
11/10/2023;06:30:00;25.03;84.60%;;0;0
11/10/2023;06:45:00;24.86;84.80%;;0.112;0
11/10/2023;07:00:00;24.96;85.30%;;0;0
11/10/2023;07:15:00;24.94;85.30%;;0;0
11/10/2023;07:30:00;24.81;85.30%;;0;0
11/10/2023;07:45:00;24.8;85.80%;;6.82;0
11/10/2023;08:00:00;24.88;85.20%;;13.42;0
11/10/2023;08:15:00;25.04;86.30%;;26.83;0
11/10/2023;08:30:00;25.36;87.20%;;35.77;0
11/10/2023;08:45:00;26.06;87.50%;;46.95;0
11/10/2023;09:00:00;26.52;86.50%;;53.31;0
11/10/2023;09:15:00;27.29;85.20%;;66.83;0
11/10/2023;09:30:00;27.61;81.40%;;114;0
11/10/2023;09:45:00;28.38;76%;;130.3;0
11/10/2023;10:00:00;29.22;72.14%;;143.3;0
11/10/2023;10:15:00;30.09;68.93%;;181;0
11/10/2023;10:30:00;30.98;63.27%;;200.8;0.054
11/10/2023;10:45:00;31.74;61.11%;;228.3;0
11/10/2023;11:00:00;32.37;59.89%;;244.9;0.764
11/10/2023;11:15:00;33;56.07%;;256.5;1.339
11/10/2023;11:30:00;33.75;53.24%;;280;1.356
11/10/2023;11:45:00;33.94;52.91%;;199.5;0.152
11/10/2023;12:00:00;33.78;52.05%;;149;1.9
11/10/2023;12:15:00;34.05;53.19%;;311.8;0.078
11/10/2023;12:30:00;35.25;49.04%;;335.1;0.696
11/10/2023;12:45:00;35.43;47.01%;;306.4;0.511
11/10/2023;13:00:00;35.83;46.96%;;194;0.018
11/10/2023;13:15:00;35.83;47.70%;;363.1;0
11/10/2023;13:30:00;36.52;44.49%;;336.3;0.693
11/10/2023;13:45:00;37;42.73%;;320.5;0.877
11/10/2023;14:00:00;36.59;40.93%;;195.5;0.895
11/10/2023;14:15:00;37.09;40.57%;;334.2;1.857
11/10/2023;14:30:00;37.86;37.86%;;308.6;0.495
11/10/2023;14:45:00;37.62;38.07%;;127.5;0.333
11/10/2023;15:00:00;36.32;38.45%;;142.6;0.367
11/10/2023;15:15:00;36.87;39.40%;;271.3;0.444
11/10/2023;15:30:00;35.64;41.90%;;80.4;0.939
11/10/2023;15:45:00;35.24;43.23%;;232.7;0.003
11/10/2023;16:00:00;36.29;40.90%;;230.4;0.09
11/10/2023;16:15:00;37.11;41.55%;;167.8;1.751
11/10/2023;16:30:00;36.05;41.47%;;100.5;0.253
11/10/2023;16:45:00;35.32;43.71%;;115.9;0.774
11/10/2023;17:00:00;34.95;44.47%;;77.14;0.35
11/10/2023;17:15:00;34.67;44.80%;;93.2;0.555
11/10/2023;17:30:00;34.47;46.57%;;84.2;0.972
11/10/2023;17:45:00;34.12;46.55%;;66.99;0.085
11/10/2023;18:00:00;33.83;47.05%;;59.4;0
11/10/2023;18:15:00;33.52;47.90%;;40.2;0.518
11/10/2023;18:30:00;32.97;49.66%;;26.8;0.513
11/10/2023;18:45:00;32.42;52.32%;;13.4;0.021
11/10/2023;19:00:00;32.06;52.85%;;5.472;0.005
11/10/2023;19:15:00;31.58;55.26%;;0;0.629
11/10/2023;19:30:00;31.36;56.98%;;0;0.175
11/10/2023;19:45:00;30.99;58.82%;;0;0.314
11/10/2023;20:00:00;30.72;60.45%;;0;0.005
11/10/2023;20:15:00;30.54;61.95%;;0;0.09
11/10/2023;20:30:00;30.23;63.05%;;0;0
11/10/2023;20:45:00;29.99;63.94%;;0;0
11/10/2023;21:00:00;29.74;65.50%;;0;0
11/10/2023;21:15:00;29.4;66.42%;;0;0.181
11/10/2023;21:30:00;29.2;66.97%;;0;0.005
11/10/2023;21:45:00;29.06;67.50%;;0;0.136
11/10/2023;22:00:00;28.89;68.04%;;0;0
11/10/2023;22:15:00;28.72;68.49%;;0;0
11/10/2023;22:30:00;28.57;69.17%;;0;0
11/10/2023;22:45:00;28.44;69.54%;;0;0
11/10/2023;23:00:00;28.27;69.81%;;0;0
11/10/2023;23:15:00;28.09;70.50%;;0;0
11/10/2023;23:30:00;27.96;70.50%;;0;0
11/10/2023;23:45:00;27.78;70.62%;;0;0
12/10/2023;00:00:00;27.62;70.70%;;0;0
12/10/2023;00:15:00;27.48;71.31%;;0;0
12/10/2023;00:30:00;27.37;72.04%;;0;0
12/10/2023;00:45:00;27.18;73.18%;;0;0
12/10/2023;01:00:00;27.01;73.25%;;0;0
12/10/2023;01:15:00;26.95;74.48%;;0;0
12/10/2023;01:30:00;26.82;74.80%;;0;0
12/10/2023;01:45:00;26.72;75.26%;;0;0
12/10/2023;02:00:00;26.56;76.07%;;0;0
12/10/2023;02:15:00;26.53;76.16%;;0;0
12/10/2023;02:30:00;26.48;76.50%;;0;0
12/10/2023;02:45:00;26.36;77.18%;;0;0
12/10/2023;03:00:00;26.14;77.89%;;0;0
12/10/2023;03:15:00;25.92;77.38%;;0;0
12/10/2023;03:30:00;25.82;78.98%;;0;0
12/10/2023;03:45:00;25.56;80.70%;;0;0
12/10/2023;04:00:00;25.49;81.70%;;0;0
12/10/2023;04:15:00;25.27;81.10%;;0;0
12/10/2023;04:30:00;25.03;81%;;0;0
12/10/2023;04:45:00;25;81%;;0;0
12/10/2023;05:00:00;24.85;81.90%;;0;0
12/10/2023;05:15:00;24.73;83%;;0;0
12/10/2023;05:30:00;24.77;82.80%;;0;0
12/10/2023;05:45:00;24.87;82.20%;;0;0
12/10/2023;06:00:00;24.78;82.40%;;0;0
12/10/2023;06:15:00;24.72;80.20%;;0;0
12/10/2023;06:30:00;24.58;81.20%;;0;0
12/10/2023;06:45:00;24.4;82.20%;;0;0
12/10/2023;07:00:00;24.23;83.40%;;0;0
12/10/2023;07:15:00;24.24;83.80%;;0;0
12/10/2023;07:30:00;24.23;83.30%;;0;0
12/10/2023;07:45:00;24.12;82.70%;;6.709;0
12/10/2023;08:00:00;24.13;84.50%;;15.99;0
12/10/2023;08:15:00;24.42;85.60%;;33.54;0
12/10/2023;08:30:00;24.79;86.50%;;40.36;0
12/10/2023;08:45:00;25.31;86.50%;;61.82;0
12/10/2023;09:00:00;25.92;85.50%;;42.36;0
12/10/2023;09:15:00;26.92;81.60%;;46.94;0.046
12/10/2023;09:30:00;27.81;76.33%;;91.6;0
12/10/2023;09:45:00;28.69;73.46%;;149;0
12/10/2023;10:00:00;29.49;69.94%;;154.7;0.408
12/10/2023;10:15:00;30.36;64.63%;;202.5;0.335
12/10/2023;10:30:00;31.34;62.17%;;225.6;1.321
12/10/2023;10:45:00;32.23;56.83%;;243.9;1.413
12/10/2023;11:00:00;32.68;55.96%;;257.7;1.395
12/10/2023;11:15:00;33.24;53.79%;;258.1;2.452
12/10/2023;11:30:00;33.88;49.98%;;281.4;2.197
12/10/2023;11:45:00;34.3;49.61%;;289.2;2.653
12/10/2023;12:00:00;34.91;46.62%;;285.5;0.598
12/10/2023;12:15:00;35.21;41.92%;;313.8;0.542
12/10/2023;12:30:00;35.67;42.17%;;315.9;0.601
12/10/2023;12:45:00;36.24;42.31%;;334.2;1.45
12/10/2023;13:00:00;36.61;39.37%;;349.7;0
12/10/2023;13:15:00;37.27;39.23%;;317.6;0
12/10/2023;13:30:00;37.95;37.83%;;303.7;0.242
12/10/2023;13:45:00;38.23;37.48%;;352.2;1.027
12/10/2023;14:00:00;38.28;35.56%;;214.1;1.07
12/10/2023;14:15:00;38.47;35.27%;;333.2;0.777
12/10/2023;14:30:00;37.94;33.42%;;324.3;1.467
12/10/2023;14:45:00;38.58;34.63%;;324;1.081
12/10/2023;15:00:00;38.23;31.89%;;308.9;1.707
12/10/2023;15:15:00;38.75;32.67%;;305.1;1.04
12/10/2023;15:30:00;37.97;32.56%;;294.3;2.648
12/10/2023;15:45:00;38.37;34.84%;;184.5;1.736
12/10/2023;16:00:00;38.19;34.87%;;221;1.47
12/10/2023;16:15:00;37.67;34.75%;;73.68;1.053
12/10/2023;16:30:00;35.83;35.13%;;191.1;0.232
12/10/2023;16:45:00;36.58;36.44%;;174.2;0.091
12/10/2023;17:00:00;36.23;37.76%;;147.4;0.952
12/10/2023;17:15:00;35.65;36.21%;;127.3;0.359
12/10/2023;17:30:00;35.59;38.28%;;100.5;0.547
12/10/2023;17:45:00;34.91;39.90%;;71.78;0.394
12/10/2023;18:00:00;34.21;39.66%;;52.14;0.335
12/10/2023;18:15:00;33.61;41.54%;;33.49;0.175
12/10/2023;18:30:00;33.2;43.10%;;24.46;0
12/10/2023;18:45:00;32.6;43.43%;;13.4;0.106
12/10/2023;19:00:00;32.25;44.62%;;5.696;0
12/10/2023;19:15:00;31.85;46.39%;;0;0.008
12/10/2023;19:30:00;31.48;47.65%;;0;0
12/10/2023;19:45:00;31.18;48.53%;;0;0
12/10/2023;20:00:00;30.89;50.50%;;0;0.011
12/10/2023;20:15:00;30.67;51.41%;;0;0
12/10/2023;20:30:00;30.41;52.95%;;0;0
12/10/2023;20:45:00;30.2;53.43%;;0;0
12/10/2023;21:00:00;29.92;54.29%;;0;0.038
12/10/2023;21:15:00;29.69;54.96%;;0;0.007
12/10/2023;21:30:00;29.47;55.88%;;0;0
12/10/2023;21:45:00;29.33;56.65%;;0;0
12/10/2023;22:00:00;29.1;57.88%;;0;0
12/10/2023;22:15:00;28.99;58.83%;;0;0
12/10/2023;22:30:00;28.86;59.66%;;0;0
12/10/2023;22:45:00;28.71;61.19%;;0;0
12/10/2023;23:00:00;28.62;62.10%;;0;0
12/10/2023;23:15:00;28.38;62.69%;;0;0
12/10/2023;23:30:00;28.12;63.69%;;0;0
12/10/2023;23:45:00;27.91;65.16%;;0;0
13/10/2023;00:00:00;27.69;65.82%;;0;0
13/10/2023;00:15:00;27.63;69.30%;;0;0
13/10/2023;00:30:00;27.35;69.69%;;0;0
13/10/2023;00:45:00;27.1;71.48%;;0;0
13/10/2023;01:00:00;26.7;72.44%;;0;0
13/10/2023;01:15:00;26.36;73.57%;;0;0
13/10/2023;01:30:00;26.07;76.51%;;0;0
13/10/2023;01:45:00;25.9;76.33%;;0;0
13/10/2023;02:00:00;25.88;76.70%;;0;0
13/10/2023;02:15:00;25.71;75.88%;;0;0
13/10/2023;02:30:00;25.52;77.12%;;0;0
13/10/2023;02:45:00;25.41;76.46%;;0;0
13/10/2023;03:00:00;25.35;75.89%;;0;0
13/10/2023;03:15:00;24.98;77.13%;;0;0
13/10/2023;03:30:00;24.97;77.94%;;0.112;0
13/10/2023;03:45:00;25;77.48%;;0;0
13/10/2023;04:00:00;24.82;77.93%;;0;0
13/10/2023;04:15:00;24.7;78.55%;;0;0
13/10/2023;04:30:00;24.68;78.52%;;0;0
13/10/2023;04:45:00;24.55;79.01%;;0;0
13/10/2023;05:00:00;24.48;78.73%;;0;0
13/10/2023;05:15:00;24.19;79.76%;;0;0
13/10/2023;05:30:00;24.23;80.10%;;0;0
13/10/2023;05:45:00;24.1;79.08%;;0;0
13/10/2023;06:00:00;23.97;80.20%;;0.112;0
13/10/2023;06:15:00;24;80%;;0;0
13/10/2023;06:30:00;23.77;81.20%;;0;0
13/10/2023;06:45:00;23.8;81.90%;;0.112;0
13/10/2023;07:00:00;23.62;82.30%;;0;0
13/10/2023;07:15:00;23.51;82.40%;;0;0
13/10/2023;07:30:00;23.38;82.20%;;0;0
13/10/2023;07:45:00;23.3;82.80%;;6.71;0
13/10/2023;08:00:00;23.51;82.90%;;13.42;0
13/10/2023;08:15:00;23.71;82.70%;;33.66;0
13/10/2023;08:30:00;24.12;83.90%;;33.55;0
13/10/2023;08:45:00;24.76;83%;;53.67;0
13/10/2023;09:00:00;25.37;80.90%;;50.76;0
13/10/2023;09:15:00;26.04;79.17%;;53.87;0
13/10/2023;09:30:00;26.75;78.19%;;97.6;0
13/10/2023;09:45:00;27.76;76.62%;;140.8;0
13/10/2023;10:00:00;28.44;73.40%;;160.6;0
13/10/2023;10:15:00;29.15;70.79%;;180.2;0
13/10/2023;10:30:00;30.24;63.15%;;220.9;0.075
13/10/2023;10:45:00;30.98;60.42%;;234;0
13/10/2023;11:00:00;32;57.33%;;262.1;1.746
13/10/2023;11:15:00;32.58;53.57%;;274.6;1.826
13/10/2023;11:30:00;33.39;52.29%;;283.9;1.725
13/10/2023;11:45:00;34.11;50.86%;;301.5;0.042
13/10/2023;12:00:00;34.51;49.34%;;313.8;0.206
13/10/2023;12:15:00;35.1;48.10%;;308.3;0.256
13/10/2023;12:30:00;35.63;45.84%;;320.9;0.51
13/10/2023;12:45:00;36.06;43.99%;;300.7;0.147
13/10/2023;13:00:00;36.57;37.80%;;333;1.455
13/10/2023;13:15:00;37.17;38.20%;;363;0.234
13/10/2023;13:30:00;37.61;36.05%;;327.4;0.673
13/10/2023;13:45:00;37.66;33.99%;;325.2;0.072
13/10/2023;14:00:00;38.38;33.99%;;341.6;0.738
13/10/2023;14:15:00;39.03;29.61%;;220.8;1.259
13/10/2023;14:30:00;37.47;31.27%;;314.7;0.23
13/10/2023;14:45:00;38.44;29.43%;;232.1;1.927
13/10/2023;15:00:00;38.46;32.05%;;295.2;0.444
13/10/2023;15:15:00;38.13;32.58%;;206.1;1.965
13/10/2023;15:30:00;38.21;32.13%;;223.8;0.544
13/10/2023;15:45:00;36.94;35.09%;;120.7;0
13/10/2023;16:00:00;36.44;36.21%;;128.8;0
13/10/2023;16:15:00;36.33;36.71%;;80.4;0.477
13/10/2023;16:30:00;35.29;39.54%;;156;0.008
13/10/2023;16:45:00;35.62;39.61%;;156.1;0.111
13/10/2023;17:00:00;35.65;38.66%;;127.3;0
13/10/2023;17:15:00;35.2;39.15%;;82.7;0
13/10/2023;17:30:00;34.79;39.92%;;93.8;0
13/10/2023;17:45:00;34.19;40.40%;;53.59;1.111
13/10/2023;18:00:00;33.68;42.39%;;37.96;0
13/10/2023;18:15:00;32.99;41.88%;;27.58;0
13/10/2023;18:30:00;32.77;44.02%;;13.4;0
13/10/2023;18:45:00;32.45;46.59%;;6.701;0
13/10/2023;19:00:00;32.11;47.86%;;0;0
13/10/2023;19:15:00;31.51;49.41%;;0;0.083
13/10/2023;19:30:00;31.19;52.06%;;0;0
13/10/2023;19:45:00;30.88;54.74%;;0;0
13/10/2023;20:00:00;30.62;55.47%;;0;0
13/10/2023;20:15:00;30.37;57.05%;;0;0
13/10/2023;20:30:00;30.09;58.62%;;0;0
13/10/2023;20:45:00;30;59.96%;;0;0
13/10/2023;21:00:00;29.82;62.49%;;0;0
13/10/2023;21:15:00;29.61;62.08%;;0;0
13/10/2023;21:30:00;29.38;62.42%;;0;0
13/10/2023;21:45:00;29.22;62.51%;;0;0
13/10/2023;22:00:00;29.11;63.30%;;0;0
13/10/2023;22:15:00;29.02;64.09%;;0;0
13/10/2023;22:30:00;28.97;66.07%;;0;0
13/10/2023;22:45:00;28.8;65.77%;;0;0
13/10/2023;23:00:00;28.68;66.05%;;0;0
13/10/2023;23:15:00;28.5;66.91%;;0;0
13/10/2023;23:30:00;28.39;66.62%;;0;0
13/10/2023;23:45:00;28.22;67.44%;;0;0
14/10/2023;00:00:00;28.17;68.19%;;0;0
14/10/2023;00:15:00;27.96;68.96%;;0;0
14/10/2023;00:30:00;27.88;69.64%;;0;0
14/10/2023;00:45:00;27.78;69.51%;;0;0
14/10/2023;01:00:00;27.6;70.70%;;0;0
14/10/2023;01:15:00;27.47;72.74%;;0;0
14/10/2023;01:30:00;27.2;73.75%;;0;0
14/10/2023;01:45:00;26.96;73.86%;;0;0
14/10/2023;02:00:00;26.56;75.14%;;0;0
14/10/2023;02:15:00;26.28;76.02%;;0;0
14/10/2023;02:30:00;26.22;78.51%;;0;0
14/10/2023;02:45:00;26.11;79.10%;;0;0
14/10/2023;03:00:00;25.94;78.43%;;0;0
14/10/2023;03:15:00;25.83;78.29%;;0;0
14/10/2023;03:30:00;25.62;79.95%;;0;0
14/10/2023;03:45:00;25.53;79.53%;;0;0
14/10/2023;04:00:00;25.46;80.60%;;0;0
14/10/2023;04:15:00;25.5;80%;;0.112;0
14/10/2023;04:30:00;25.38;79.49%;;0;0
14/10/2023;04:45:00;25.28;79.96%;;0;0
14/10/2023;05:00:00;25.14;81.10%;;0;0
14/10/2023;05:15:00;25.09;81.20%;;0;0
14/10/2023;05:30:00;25.01;80.90%;;0;0
14/10/2023;05:45:00;24.96;81.80%;;0;0
14/10/2023;06:00:00;24.9;82.40%;;0;0
14/10/2023;06:15:00;24.87;82.70%;;0;0
14/10/2023;06:30:00;24.67;82.70%;;0;0
14/10/2023;06:45:00;24.48;84.30%;;0;0
14/10/2023;07:00:00;24.57;83%;;0;0
14/10/2023;07:15:00;24.36;84%;;0;0
14/10/2023;07:30:00;24.24;84.30%;;0.224;0
14/10/2023;07:45:00;24.4;84.90%;;6.71;0
14/10/2023;08:00:00;24.57;85.20%;;13.75;0
14/10/2023;08:15:00;24.74;85.40%;;26.83;0
14/10/2023;08:30:00;25.06;86%;;34.1;0
14/10/2023;08:45:00;25.5;85.10%;;53.66;0
14/10/2023;09:00:00;26;84.20%;;53.65;0
14/10/2023;09:15:00;26.77;82.60%;;87.2;0
14/10/2023;09:30:00;27.38;81.50%;;116.2;0
14/10/2023;09:45:00;28.27;76.86%;;134.1;0
14/10/2023;10:00:00;28.91;73.94%;;165.1;0
14/10/2023;10:15:00;29.9;67.04%;;184.8;0
14/10/2023;10:30:00;30.69;63.75%;;219.4;0
14/10/2023;10:45:00;31.53;59.66%;;224.3;0
14/10/2023;11:00:00;31.84;57.43%;;246.3;0
14/10/2023;11:15:00;32.48;54.49%;;264.1;0
14/10/2023;11:30:00;33.24;53.28%;;265.5;0
14/10/2023;11:45:00;33.71;51.63%;;286.8;0.041
14/10/2023;12:00:00;34.34;48.37%;;287.1;0
14/10/2023;12:15:00;34.97;45.73%;;297.5;0.418
14/10/2023;12:30:00;35.67;44.32%;;326.6;0.077
14/10/2023;12:45:00;36.17;43.66%;;314.1;0.212
14/10/2023;13:00:00;36.36;41.91%;;317.3;0.005
14/10/2023;13:15:00;36.18;41.56%;;304.1;0.452
14/10/2023;13:30:00;36.09;40.40%;;131.3;0.201
14/10/2023;13:45:00;36.23;38.99%;;317.3;0.392
14/10/2023;14:00:00;36.3;34.31%;;101.7;0.71
14/10/2023;14:15:00;34.92;37.98%;;133.1;0.581
14/10/2023;14:30:00;35.58;37.29%;;107.2;0
14/10/2023;14:45:00;34.93;37.09%;;158.1;0
14/10/2023;15:00:00;36.31;36.03%;;235.5;0.318
14/10/2023;15:15:00;36.33;36.54%;;144.7;0.898
14/10/2023;15:30:00;36.02;37.10%;;267.9;0.007
14/10/2023;15:45:00;35.98;37.77%;;117.3;0.8
14/10/2023;16:00:00;34.93;37.63%;;100.5;0.9
14/10/2023;16:15:00;34.38;36.74%;;180.9;0.002
14/10/2023;16:30:00;35.3;36.65%;;192.6;0
14/10/2023;16:45:00;35.58;36.37%;;98.2;0.975
14/10/2023;17:00:00;34.44;38.40%;;87.1;0.258
14/10/2023;17:15:00;34.19;38.85%;;96;0
14/10/2023;17:30:00;34.08;37.65%;;87.1;0
14/10/2023;17:45:00;33.72;39.04%;;66.99;0
14/10/2023;18:00:00;33.22;39.76%;;46.89;0.093
14/10/2023;18:15:00;32.84;41.29%;;40.2;0.366
14/10/2023;18:30:00;32.49;43.72%;;20.1;0
14/10/2023;18:45:00;32.13;45.50%;;13.4;0.069
14/10/2023;19:00:00;31.73;47.42%;;0;0.069
14/10/2023;19:15:00;31.24;49.41%;;0;0
14/10/2023;19:30:00;30.81;50.75%;;0;0
14/10/2023;19:45:00;30.39;52.34%;;0;0
14/10/2023;20:00:00;30.13;53.39%;;0;0
14/10/2023;20:15:00;29.86;54.06%;;0;0
14/10/2023;20:30:00;29.58;55.13%;;0;0
14/10/2023;20:45:00;29.37;56.12%;;0;0
14/10/2023;21:00:00;29.19;56.63%;;0;0
14/10/2023;21:15:00;28.96;56.44%;;0;0
14/10/2023;21:30:00;28.78;57.10%;;0;0
14/10/2023;21:45:00;28.69;57.78%;;0;0
14/10/2023;22:00:00;28.58;58.80%;;0;0
14/10/2023;22:15:00;28.53;59.42%;;0;0
14/10/2023;22:30:00;28.34;60.66%;;0;0
14/10/2023;22:45:00;28.19;61.97%;;0;0
14/10/2023;23:00:00;28.08;62.48%;;0;0
14/10/2023;23:15:00;27.95;62.28%;;0;0
14/10/2023;23:30:00;27.79;62.83%;;0;0
14/10/2023;23:45:00;27.73;62.98%;;0;0
15/10/2023;00:00:00;27.67;63.62%;;0;0
15/10/2023;00:15:00;27.64;63.86%;;0;0
15/10/2023;00:30:00;27.56;64.31%;;0;0
15/10/2023;00:45:00;27.53;65.46%;;0;0
15/10/2023;01:00:00;27.46;66.43%;;0;0
15/10/2023;01:15:00;27.18;68.32%;;0;0
15/10/2023;01:30:00;26.94;70.07%;;0;0
15/10/2023;01:45:00;26.81;72.65%;;0;0
15/10/2023;02:00:00;26.76;73.44%;;0;0
15/10/2023;02:15:00;26.46;73.15%;;0;0
15/10/2023;02:30:00;26.26;73.78%;;0;0
15/10/2023;02:45:00;26.03;75.24%;;0;0
