unit;old_unit;Experiment;Treatment;Species;Genotype;G..Alias;Replicates;Genotype_Trt;;;;10/10/2023 09:56;10/10/2023 14:34;11/10/2023 12:28;11/10/2023 14:28;12/10/2023 10:32;12/10/2023 14:38;13/10/2023 10:02;13/10/2023 14:33;17/10/2023 15:13;18/10/2023 08:30;18/10/2023 14:48;19/10/2023 07:55;19/10/2023 14:38;20/10/2023 10:51;21/10/2023 08:13;21/10/2023 15:21
35:07:01;35:07:01;Exp60;WW_R3;Sorghum;Exp60_96_IS12931;Exp60_96_IS12931;3;Exp60_96_IS12931_WW_R3;14/10/2023 08:54;102093;;;;;;;;;;;;;;;;;
35:07:02;35:07:02;Exp60;WW_R3;Sorghum;Exp60_85_IS10897;Exp60_85_IS10897;3;Exp60_85_IS10897_WW_R3;14/10/2023 08:54;133966;;;;;;;;;;;;;;;;;
35:08:01;35:08:01;Exp60;WW_R3;Sorghum;Exp60_148_IS19418;Exp60_148_IS19418;3;Exp60_148_IS19418_WW_R3;14/10/2023 08:54;159047;;;;;;;;;;;;;;;;;
35:08:02;35:08:02;Exp60;WW_R3;Sorghum;Exp60_160_IS20665;Exp60_160_IS20665;3;Exp60_160_IS20665_WW_R3;14/10/2023 08:54;114245;;;;;;;;;;;;;;;;;
35:09:01;35:09:01;Exp60;WW_R3;Sorghum;Exp60_137_IS18835;Exp60_137_IS18835;3;Exp60_137_IS18835_WW_R3;14/10/2023 08:54;167323;;;;;;;;;;;;;;;;;
35:09:02;35:09:02;Exp60;WW_R3;Sorghum;Exp60_99_IS13827;Exp60_99_IS13827;3;Exp60_99_IS13827_WW_R3;14/10/2023 08:54;92784.3;;;;;;;;;;;;;;;;;
35:10:01;35:10:01;Exp60;WW_R3;Sorghum;Exp60_103_IS14206;Exp60_103_IS14206;3;Exp60_103_IS14206_WW_R3;14/10/2023 08:54;101143;;;;;;;;;;;;;;;;;
35:10:02;35:10:02;Exp60;WW_R3;Sorghum;Exp60_93_IS12447;Exp60_93_IS12447;3;Exp60_93_IS12447_WW_R3;14/10/2023 08:54;124425;;;;;;;;;;;;;;;;;
35:11:01;35:11:01;Exp60;WW_R3;Sorghum;Exp60_121_IS15443;Exp60_121_IS15443;3;Exp60_121_IS15443_WW_R3;14/10/2023 08:54;136493;;;;;;;;;;;;;;;;;
35:11:02;35:11:02;Exp60;WW_R3;Sorghum;Exp60_127_IS16125;Exp60_127_IS16125;3;Exp60_127_IS16125_WW_R3;14/10/2023 08:54;106051;;;;;;;;;;;;;;;;;
35:12:01;35:12:01;Exp60;WW_R3;Sorghum;Exp60_239_IS26833;Exp60_239_IS26833;3;Exp60_239_IS26833_WW_R3;14/10/2023 08:54;113177;;;;;;;;;;;;;;;;;
35:12:02;35:12:02;Exp60;WW_R3;Sorghum;Exp60_186_IS22074;Exp60_186_IS22074;3;Exp60_186_IS22074_WW_R3;14/10/2023 08:54;96130.6;;;;;;;;;;;;;;;;;
66:01:01;66:01:01;Exp60;WW_R4;Sorghum;Exp60_17_IS2678;Exp60_17_IS2678;4;Exp60_17_IS2678_WW_R4;14/10/2023 09:16;52854;;;;;;;;;;;;;;;;;
66:01:02;66:01:02;Exp60;WW_R4;Sorghum;Exp60_65_IS8218;Exp60_65_IS8218;4;Exp60_65_IS8218_WW_R4;14/10/2023 09:16;136131;;;;;;;;;;;;;;;;;
66:02:01;66:02:01;Exp60;WW_R4;Sorghum;Exp60_245_IS27599;Exp60_245_IS27599;4;Exp60_245_IS27599_WW_R4;14/10/2023 09:16;91272.6;;;;;;;;;;;;;;;;;
66:02:02;66:02:02;Exp60;WW_R4;Sorghum;Exp60_14_IS2398;Exp60_14_IS2398;4;Exp60_14_IS2398_WW_R4;14/10/2023 09:16;157289;;;;;;;;;;;;;;;;;
66:03:01;66:03:01;Exp60;WW_R4;Sorghum;Exp60_189_IS22287;Exp60_189_IS22287;4;Exp60_189_IS22287_WW_R4;14/10/2023 09:16;121567;;;;;;;;;;;;;;;;;
66:03:02;66:03:02;Exp60;WW_R4;Sorghum;Exp60_294_IS32986;Exp60_294_IS32986;4;Exp60_294_IS32986_WW_R4;14/10/2023 09:16;135954;;;;;;;;;;;;;;;;;
66:04:01;66:04:01;Exp60;WW_R4;Sorghum;Exp60_248_IS28389;Exp60_248_IS28389;4;Exp60_248_IS28389_WW_R4;14/10/2023 09:16;83610.6;;;;;;;;;;;;;;;;;
66:04:02;66:04:02;Exp60;WW_R4;Sorghum;Exp60_242_IS27390;Exp60_242_IS27390;4;Exp60_242_IS27390_WW_R4;14/10/2023 09:16;132720;;;;;;;;;;;;;;;;;
66:05:01;66:05:01;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;2795.54;;;;;;;;;;;;;;;;;
66:05:02;66:05:02;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;2654.65;;;;;;;;;;;;;;;;;
66:06:01;66:06:01;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;0;;;;;;;;;;;;;;;;;
66:06:02;66:06:02;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;7.087;;;;;;;;;;;;;;;;;
66:07:01;66:07:01;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;0;;;;;;;;;;;;;;;;;
66:07:02;66:07:02;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;22.266;;;;;;;;;;;;;;;;;
66:08:01;66:08:01;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;0;;;;;;;;;;;;;;;;;
66:08:02;66:08:02;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;11.97;;;;;;;;;;;;;;;;;
66:09:01;66:09:01;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;0;;;;;;;;;;;;;;;;;
66:09:02;66:09:02;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;0;;;;;;;;;;;;;;;;;
66:10:01;66:10:01;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;0;;;;;;;;;;;;;;;;;
66:10:02;66:10:02;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;0;;;;;;;;;;;;;;;;;
66:11:01;66:11:01;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;0;;;;;;;;;;;;;;;;;
66:11:02;66:11:02;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;26.316;;;;;;;;;;;;;;;;;
66:12:01;66:12:01;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;0;;;;;;;;;;;;;;;;;
66:12:02;66:12:02;Exp60;WW_R4;Sorghum;Exp60_1001_Empty;Exp60_1001_Empty;4;Exp60_1001_Empty_WW_R4;14/10/2023 09:16;31.45;;;;;;;;;;;;;;;;;
64:01:01;64:01:01;Exp60;WW_R4;Sorghum;Exp60_227_IS25055;Exp60_227_IS25055;4;Exp60_227_IS25055_WW_R4;14/10/2023 09:18;109340;;;;;;;;;;;;;;;;;
64:01:02;64:01:02;Exp60;WW_R4;Sorghum;Exp60_124_IS15526;Exp60_124_IS15526;4;Exp60_124_IS15526_WW_R4;14/10/2023 09:18;116838;;;;;;;;;;;;;;;;;
64:02:01;64:02:01;Exp60;WW_R4;Sorghum;Exp60_226_IS24953;Exp60_226_IS24953;4;Exp60_226_IS24953_WW_R4;14/10/2023 09:18;43122.5;;;;;;;;;;;;;;;;;
64:02:02;64:02:02;Exp60;WW_R4;Sorghum;Exp60_186_IS22074;Exp60_186_IS22074;4;Exp60_186_IS22074_WW_R4;14/10/2023 09:18;95806.1;;;;;;;;;;;;;;;;;
64:03:01;64:03:01;Exp60;WW_R4;Sorghum;Exp60_88_IS11026;Exp60_88_IS11026;4;Exp60_88_IS11026_WW_R4;14/10/2023 09:18;113100;;;;;;;;;;;;;;;;;
64:03:02;64:03:02;Exp60;WW_R4;Sorghum;Exp60_102_IS13989;Exp60_102_IS13989;4;Exp60_102_IS13989_WW_R4;14/10/2023 09:18;114654;;;;;;;;;;;;;;;;;
64:04:01;64:04:01;Exp60;WW_R4;Sorghum;Exp60_11_IS2262;Exp60_11_IS2262;4;Exp60_11_IS2262_WW_R4;14/10/2023 09:18;95625.1;;;;;;;;;;;;;;;;;
64:04:02;64:04:02;Exp60;WW_R4;Sorghum;Exp60_105_IS14259;Exp60_105_IS14259;4;Exp60_105_IS14259_WW_R4;14/10/2023 09:18;54999.6;;;;;;;;;;;;;;;;;
64:05:01;64:05:01;Exp60;WW_R4;Sorghum;Exp60_72_IS9303;Exp60_72_IS9303;4;Exp60_72_IS9303_WW_R4;14/10/2023 09:18;106894;;;;;;;;;;;;;;;;;
64:05:02;64:05:02;Exp60;WW_R4;Sorghum;Exp60_272_IS30443;Exp60_272_IS30443;4;Exp60_272_IS30443_WW_R4;14/10/2023 09:18;43026.2;;;;;;;;;;;;;;;;;
64:06:01;64:06:01;Exp60;WW_R4;Sorghum;Exp60_266_IS30175;Exp60_266_IS30175;4;Exp60_266_IS30175_WW_R4;14/10/2023 09:18;108089;;;;;;;;;;;;;;;;;
64:06:02;64:06:02;Exp60;WW_R4;Sorghum;Exp60_207_IS23254;Exp60_207_IS23254;4;Exp60_207_IS23254_WW_R4;14/10/2023 09:18;102713;;;;;;;;;;;;;;;;;
64:07:01;64:07:01;Exp60;WW_R4;Sorghum;Exp60_26_IS3073;Exp60_26_IS3073;4;Exp60_26_IS3073_WW_R4;14/10/2023 09:18;153042;;;;;;;;;;;;;;;;;
64:07:02;64:07:02;Exp60;WW_R4;Sorghum;Exp60_314_SSM205;Exp60_314_SSM205;4;Exp60_314_SSM205_WW_R4;14/10/2023 09:18;112910;;;;;;;;;;;;;;;;;
64:08:01;64:08:01;Exp60;WW_R4;Sorghum;Exp60_204_IS23142;Exp60_204_IS23142;4;Exp60_204_IS23142_WW_R4;14/10/2023 09:18;122320;;;;;;;;;;;;;;;;;
64:08:02;64:08:02;Exp60;WW_R4;Sorghum;Exp60_285_IS31681;Exp60_285_IS31681;4;Exp60_285_IS31681_WW_R4;14/10/2023 09:18;108630;;;;;;;;;;;;;;;;;
64:09:01;64:09:01;Exp60;WW_R4;Sorghum;Exp60_122_IS15466;Exp60_122_IS15466;4;Exp60_122_IS15466_WW_R4;14/10/2023 09:18;94363.6;;;;;;;;;;;;;;;;;
64:09:02;64:09:02;Exp60;WW_R4;Sorghum;Exp60_19_IS2787;Exp60_19_IS2787;4;Exp60_19_IS2787_WW_R4;14/10/2023 09:18;78082.6;;;;;;;;;;;;;;;;;
64:10:01;64:10:01;Exp60;WW_R4;Sorghum;Exp60_149_IS19455;Exp60_149_IS19455;4;Exp60_149_IS19455_WW_R4;14/10/2023 09:18;143859;;;;;;;;;;;;;;;;;
64:10:02;64:10:02;Exp60;WW_R4;Sorghum;Exp60_172_IS20763;Exp60_172_IS20763;4;Exp60_172_IS20763_WW_R4;14/10/2023 09:18;114082;;;;;;;;;;;;;;;;;
64:11:01;64:11:01;Exp60;WW_R4;Sorghum;Exp60_27_IS3121;Exp60_27_IS3121;4;Exp60_27_IS3121_WW_R4;14/10/2023 09:18;86722;;;;;;;;;;;;;;;;;
64:11:02;64:11:02;Exp60;WW_R4;Sorghum;Exp60_107_IS14298;Exp60_107_IS14298;4;Exp60_107_IS14298_WW_R4;14/10/2023 09:18;97198.4;;;;;;;;;;;;;;;;;
64:12:01;64:12:01;Exp60;WW_R4;Sorghum;Exp60_8_IS2156;Exp60_8_IS2156;4;Exp60_8_IS2156_WW_R4;14/10/2023 09:18;105138;;;;;;;;;;;;;;;;;
64:12:02;64:12:02;Exp60;WW_R4;Sorghum;Exp60_39_IS3971;Exp60_39_IS3971;4;Exp60_39_IS3971_WW_R4;14/10/2023 09:18;58458;;;;;;;;;;;;;;;;;
65:01:01;65:01:01;Exp60;WW_R4;Sorghum;Exp60_162_IS20697;Exp60_162_IS20697;4;Exp60_162_IS20697_WW_R4;14/10/2023 09:18;136907;;;;;;;;;;;;;;;;;
65:01:02;65:01:02;Exp60;WW_R4;Sorghum;Exp60_161_IS20681;Exp60_161_IS20681;4;Exp60_161_IS20681_WW_R4;14/10/2023 09:18;78675.5;;;;;;;;;;;;;;;;;
65:02:01;65:02:01;Exp60;WW_R4;Sorghum;Exp60_132_IS17593;Exp60_132_IS17593;4;Exp60_132_IS17593_WW_R4;14/10/2023 09:18;101146;;;;;;;;;;;;;;;;;
65:02:02;65:02:02;Exp60;WW_R4;Sorghum;Exp60_45_IS4776;Exp60_45_IS4776;4;Exp60_45_IS4776_WW_R4;14/10/2023 09:18;66711.6;;;;;;;;;;;;;;;;;
65:03:01;65:03:01;Exp60;WW_R4;Sorghum;Exp60_317_SSM275;Exp60_317_SSM275;4;Exp60_317_SSM275_WW_R4;14/10/2023 09:18;124185;;;;;;;;;;;;;;;;;
65:03:02;65:03:02;Exp60;WW_R4;Sorghum;Exp60_319_SSM29;Exp60_319_SSM29;4;Exp60_319_SSM29_WW_R4;14/10/2023 09:18;109932;;;;;;;;;;;;;;;;;
65:04:01;65:04:01;Exp60;WW_R4;Sorghum;Exp60_201_IS23048;Exp60_201_IS23048;4;Exp60_201_IS23048_WW_R4;14/10/2023 09:18;110706;;;;;;;;;;;;;;;;;
65:04:02;65:04:02;Exp60;WW_R4;Sorghum;Exp60_300_IS33423;Exp60_300_IS33423;4;Exp60_300_IS33423_WW_R4;14/10/2023 09:18;88375.7;;;;;;;;;;;;;;;;;
65:05:01;65:05:01;Exp60;WW_R4;Sorghum;Exp60_181_IS21691;Exp60_181_IS21691;4;Exp60_181_IS21691_WW_R4;14/10/2023 09:18;121809;;;;;;;;;;;;;;;;;
65:05:02;65:05:02;Exp60;WW_R4;Sorghum;Exp60_243_IS27490;Exp60_243_IS27490;4;Exp60_243_IS27490_WW_R4;14/10/2023 09:18;127330;;;;;;;;;;;;;;;;;
65:06:01;65:06:01;Exp60;WW_R4;Sorghum;Exp60_125_IS15752;Exp60_125_IS15752;4;Exp60_125_IS15752_WW_R4;14/10/2023 09:18;136345;;;;;;;;;;;;;;;;;
65:06:02;65:06:02;Exp60;WW_R4;Sorghum;Exp60_10_IS2221;Exp60_10_IS2221;4;Exp60_10_IS2221_WW_R4;14/10/2023 09:18;115037;;;;;;;;;;;;;;;;;
65:07:01;65:07:01;Exp60;WW_R4;Sorghum;Exp60_254_IS29409;Exp60_254_IS29409;4;Exp60_254_IS29409_WW_R4;14/10/2023 09:18;117621;;;;;;;;;;;;;;;;;
65:07:02;65:07:02;Exp60;WW_R4;Sorghum;Exp60_138_IS18868;Exp60_138_IS18868;4;Exp60_138_IS18868_WW_R4;14/10/2023 09:18;127041;;;;;;;;;;;;;;;;;
65:08:01;65:08:01;Exp60;WW_R4;Sorghum;Exp60_134_IS18698;Exp60_134_IS18698;4;Exp60_134_IS18698_WW_R4;14/10/2023 09:18;85508.8;;;;;;;;;;;;;;;;;
65:08:02;65:08:02;Exp60;WW_R4;Sorghum;Exp60_155_IS20064;Exp60_155_IS20064;4;Exp60_155_IS20064_WW_R4;14/10/2023 09:18;118967;;;;;;;;;;;;;;;;;
65:09:01;65:09:01;Exp60;WW_R4;Sorghum;Exp60_311_SSM1370;Exp60_311_SSM1370;4;Exp60_311_SSM1370_WW_R4;14/10/2023 09:18;119960;;;;;;;;;;;;;;;;;
65:09:02;65:09:02;Exp60;WW_R4;Sorghum;Exp60_87_IS10978;Exp60_87_IS10978;4;Exp60_87_IS10978_WW_R4;14/10/2023 09:18;97494.7;;;;;;;;;;;;;;;;;
65:10:01;65:10:01;Exp60;WW_R4;Sorghum;Exp60_175_IS20842;Exp60_175_IS20842;4;Exp60_175_IS20842_WW_R4;14/10/2023 09:18;109864;;;;;;;;;;;;;;;;;
65:10:02;65:10:02;Exp60;WW_R4;Sorghum;Exp60_49_IS5622;Exp60_49_IS5622;4;Exp60_49_IS5622_WW_R4;14/10/2023 09:18;58208.5;;;;;;;;;;;;;;;;;
65:11:01;65:11:01;Exp60;WW_R4;Sorghum;Exp60_60_IS6828;Exp60_60_IS6828;4;Exp60_60_IS6828_WW_R4;14/10/2023 09:18;129587;;;;;;;;;;;;;;;;;
65:11:02;65:11:02;Exp60;WW_R4;Sorghum;Exp60_290_IS32092;Exp60_290_IS32092;4;Exp60_290_IS32092_WW_R4;14/10/2023 09:18;97299.2;;;;;;;;;;;;;;;;;
65:12:01;65:12:01;Exp60;WW_R4;Sorghum;Exp60_283_Phule Suchitra;Exp60_283_Phule Suchitra;4;Exp60_283_Phule Suchitra_WW_R4;14/10/2023 09:18;111834;;;;;;;;;;;;;;;;;
65:12:02;65:12:02;Exp60;WW_R4;Sorghum;Exp60_257_IS29569;Exp60_257_IS29569;4;Exp60_257_IS29569_WW_R4;14/10/2023 09:18;122426;;;;;;;;;;;;;;;;;
62:01:01;62:01:01;Exp60;WW_R3;Sorghum;Exp60_106_IS14276;Exp60_106_IS14276;3;Exp60_106_IS14276_WW_R3;14/10/2023 09:19;134975;;;;;;;;;;;;;;;;;
62:01:02;62:01:02;Exp60;WW_R3;Sorghum;Exp60_294_IS32986;Exp60_294_IS32986;3;Exp60_294_IS32986_WW_R3;14/10/2023 09:19;128956;;;;;;;;;;;;;;;;;
62:02:01;62:02:01;Exp60;WW_R3;Sorghum;Exp60_22_IS2834;Exp60_22_IS2834;3;Exp60_22_IS2834_WW_R3;14/10/2023 09:19;121094;;;;;;;;;;;;;;;;;
62:02:02;62:02:02;Exp60;WW_R3;Sorghum;Exp60_60_IS6828;Exp60_60_IS6828;3;Exp60_60_IS6828_WW_R3;14/10/2023 09:19;75052.3;;;;;;;;;;;;;;;;;
62:03:01;62:03:01;Exp60;WW_R3;Sorghum;Exp60_38_IS3957;Exp60_38_IS3957;3;Exp60_38_IS3957_WW_R3;14/10/2023 09:19;123857;;;;;;;;;;;;;;;;;
62:03:02;62:03:02;Exp60;WW_R3;Sorghum;Exp60_272_IS30443;Exp60_272_IS30443;3;Exp60_272_IS30443_WW_R3;14/10/2023 09:19;28455;;;;;;;;;;;;;;;;;
62:04:01;62:04:01;Exp60;WW_R3;Sorghum;Exp60_52_IS5910;Exp60_52_IS5910;3;Exp60_52_IS5910_WW_R3;14/10/2023 09:19;114809;;;;;;;;;;;;;;;;;
62:04:02;62:04:02;Exp60;WW_R3;Sorghum;Exp60_59_IS6745;Exp60_59_IS6745;3;Exp60_59_IS6745_WW_R3;14/10/2023 09:19;102199;;;;;;;;;;;;;;;;;
62:05:01;62:05:01;Exp60;WW_R3;Sorghum;Exp60_255_IS29472;Exp60_255_IS29472;3;Exp60_255_IS29472_WW_R3;14/10/2023 09:19;92375.9;;;;;;;;;;;;;;;;;
62:05:02;62:05:02;Exp60;WW_R3;Sorghum;Exp60_242_IS27390;Exp60_242_IS27390;3;Exp60_242_IS27390_WW_R3;14/10/2023 09:19;147265;;;;;;;;;;;;;;;;;
62:06:01;62:06:01;Exp60;WW_R3;Sorghum;Exp60_161_IS20681;Exp60_161_IS20681;3;Exp60_161_IS20681_WW_R3;14/10/2023 09:19;94546.9;;;;;;;;;;;;;;;;;
62:06:02;62:06:02;Exp60;WW_R3;Sorghum;Exp60_32_IS3583;Exp60_32_IS3583;3;Exp60_32_IS3583_WW_R3;14/10/2023 09:19;88972.2;;;;;;;;;;;;;;;;;
62:07:01;62:07:01;Exp60;WW_R3;Sorghum;Exp60_100_IS13845;Exp60_100_IS13845;3;Exp60_100_IS13845_WW_R3;14/10/2023 09:19;72733.1;;;;;;;;;;;;;;;;;
62:07:02;62:07:02;Exp60;WW_R3;Sorghum;Exp60_302_IS41724;Exp60_302_IS41724;3;Exp60_302_IS41724_WW_R3;14/10/2023 09:19;104236;;;;;;;;;;;;;;;;;
62:08:01;62:08:01;Exp60;WW_R3;Sorghum;Exp60_228_IS25207;Exp60_228_IS25207;3;Exp60_228_IS25207_WW_R3;14/10/2023 09:19;123485;;;;;;;;;;;;;;;;;
62:08:02;62:08:02;Exp60;WW_R3;Sorghum;Exp60_119_IS14963;Exp60_119_IS14963;3;Exp60_119_IS14963_WW_R3;14/10/2023 09:19;118480;;;;;;;;;;;;;;;;;
62:09:01;62:09:01;Exp60;WW_R3;Sorghum;Exp60_177_IS21126;Exp60_177_IS21126;3;Exp60_177_IS21126_WW_R3;14/10/2023 09:19;126495;;;;;;;;;;;;;;;;;
62:09:02;62:09:02;Exp60;WW_R3;Sorghum;Exp60_132_IS17593;Exp60_132_IS17593;3;Exp60_132_IS17593_WW_R3;14/10/2023 09:19;102109;;;;;;;;;;;;;;;;;
62:10:01;62:10:01;Exp60;WW_R3;Sorghum;Exp60_288_IS32050;Exp60_288_IS32050;3;Exp60_288_IS32050_WW_R3;14/10/2023 09:19;88244.9;;;;;;;;;;;;;;;;;
62:10:02;62:10:02;Exp60;WW_R3;Sorghum;Exp60_152_IS19847;Exp60_152_IS19847;3;Exp60_152_IS19847_WW_R3;14/10/2023 09:19;98266.2;;;;;;;;;;;;;;;;;
62:11:01;62:11:01;Exp60;WW_R3;Sorghum;Exp60_75_IS9586;Exp60_75_IS9586;3;Exp60_75_IS9586_WW_R3;14/10/2023 09:19;78923.6;;;;;;;;;;;;;;;;;
62:11:02;62:11:02;Exp60;WW_R3;Sorghum;Exp60_235_IS25910;Exp60_235_IS25910;3;Exp60_235_IS25910_WW_R3;14/10/2023 09:19;145282;;;;;;;;;;;;;;;;;
62:12:01;62:12:01;Exp60;WW_R3;Sorghum;Exp60_185_IS22040;Exp60_185_IS22040;3;Exp60_185_IS22040_WW_R3;14/10/2023 09:19;111570;;;;;;;;;;;;;;;;;
62:12:02;62:12:02;Exp60;WW_R3;Sorghum;Exp60_108_IS14317;Exp60_108_IS14317;3;Exp60_108_IS14317_WW_R3;14/10/2023 09:19;121923;;;;;;;;;;;;;;;;;
53:01:01;53:01:01;Exp60;WW_R1;Sorghum;Exp60_10_IS2221;Exp60_10_IS2221;1;Exp60_10_IS2221_WW_R1;14/10/2023 09:26;21904.3;;;;;;;;;;;;;;;;;
53:01:02;53:01:02;Exp60;WW_R1;Sorghum;Exp60_296_IS33178;Exp60_296_IS33178;1;Exp60_296_IS33178_WW_R1;14/10/2023 09:26;141166;;;;;;;;;;;;;;;;;
53:02:01;53:02:01;Exp60;WW_R1;Sorghum;Exp60_244_IS27587;Exp60_244_IS27587;1;Exp60_244_IS27587_WW_R1;14/10/2023 09:26;145778;;;;;;;;;;;;;;;;;
53:02:02;53:02:02;Exp60;WW_R1;Sorghum;Exp60_249_IS28991;Exp60_249_IS28991;1;Exp60_249_IS28991_WW_R1;14/10/2023 09:26;63508.2;;;;;;;;;;;;;;;;;
53:03:01;53:03:01;Exp60;WW_R1;Sorghum;Exp60_197_IS22632;Exp60_197_IS22632;1;Exp60_197_IS22632_WW_R1;14/10/2023 09:26;111160;;;;;;;;;;;;;;;;;
53:03:02;53:03:02;Exp60;WW_R1;Sorghum;Exp60_137_IS18835;Exp60_137_IS18835;1;Exp60_137_IS18835_WW_R1;14/10/2023 09:26;88425.9;;;;;;;;;;;;;;;;;
53:04:01;53:04:01;Exp60;WW_R1;Sorghum;Exp60_233_IS25733;Exp60_233_IS25733;1;Exp60_233_IS25733_WW_R1;14/10/2023 09:26;143275;;;;;;;;;;;;;;;;;
53:04:02;53:04:02;Exp60;WW_R1;Sorghum;Exp60_297_IS33209;Exp60_297_IS33209;1;Exp60_297_IS33209_WW_R1;14/10/2023 09:26;104449;;;;;;;;;;;;;;;;;
53:05:01;53:05:01;Exp60;WW_R1;Sorghum;Exp60_3_IS303;Exp60_3_IS303;1;Exp60_3_IS303_WW_R1;14/10/2023 09:26;130003;;;;;;;;;;;;;;;;;
53:05:02;53:05:02;Exp60;WW_R1;Sorghum;Exp60_126_IS16044;Exp60_126_IS16044;1;Exp60_126_IS16044_WW_R1;14/10/2023 09:26;103190;;;;;;;;;;;;;;;;;
53:06:01;53:06:01;Exp60;WW_R1;Sorghum;Exp60_17_IS2678;Exp60_17_IS2678;1;Exp60_17_IS2678_WW_R1;14/10/2023 09:26;68065.8;;;;;;;;;;;;;;;;;
53:06:02;53:06:02;Exp60;WW_R1;Sorghum;Exp60_194_IS22334;Exp60_194_IS22334;1;Exp60_194_IS22334_WW_R1;14/10/2023 09:26;131443;;;;;;;;;;;;;;;;;
53:07:01;53:07:01;Exp60;WW_R1;Sorghum;Exp60_269_IS30417;Exp60_269_IS30417;1;Exp60_269_IS30417_WW_R1;14/10/2023 09:26;48080.5;;;;;;;;;;;;;;;;;
53:07:02;53:07:02;Exp60;WW_R1;Sorghum;Exp60_234_IS25836;Exp60_234_IS25836;1;Exp60_234_IS25836_WW_R1;14/10/2023 09:26;83003.2;;;;;;;;;;;;;;;;;
53:08:01;53:08:01;Exp60;WW_R1;Sorghum;Exp60_211_IS23666;Exp60_211_IS23666;1;Exp60_211_IS23666_WW_R1;14/10/2023 09:26;105246;;;;;;;;;;;;;;;;;
53:08:02;53:08:02;Exp60;WW_R1;Sorghum;Exp60_168_IS20727;Exp60_168_IS20727;1;Exp60_168_IS20727_WW_R1;14/10/2023 09:26;40464.3;;;;;;;;;;;;;;;;;
53:09:01;53:09:01;Exp60;WW_R1;Sorghum;Exp60_56_IS6351;Exp60_56_IS6351;1;Exp60_56_IS6351_WW_R1;14/10/2023 09:26;127504;;;;;;;;;;;;;;;;;
53:09:02;53:09:02;Exp60;WW_R1;Sorghum;Exp60_35_IS3780;Exp60_35_IS3780;1;Exp60_35_IS3780_WW_R1;14/10/2023 09:26;83109.6;;;;;;;;;;;;;;;;;
53:10:01;53:10:01;Exp60;WW_R1;Sorghum;Exp60_55_IS6193;Exp60_55_IS6193;1;Exp60_55_IS6193_WW_R1;14/10/2023 09:26;124020;;;;;;;;;;;;;;;;;
53:10:02;53:10:02;Exp60;WW_R1;Sorghum;Exp60_53_IS5972;Exp60_53_IS5972;1;Exp60_53_IS5972_WW_R1;14/10/2023 09:26;54716;;;;;;;;;;;;;;;;;
53:11:01;53:11:01;Exp60;WW_R1;Sorghum;Exp60_102_IS13989;Exp60_102_IS13989;1;Exp60_102_IS13989_WW_R1;14/10/2023 09:26;105298;;;;;;;;;;;;;;;;;
53:11:02;53:11:02;Exp60;WW_R1;Sorghum;Exp60_16_IS2430;Exp60_16_IS2430;1;Exp60_16_IS2430_WW_R1;14/10/2023 09:26;125444;;;;;;;;;;;;;;;;;
53:12:01;53:12:01;Exp60;WW_R1;Sorghum;Exp60_97_IS13452;Exp60_97_IS13452;1;Exp60_97_IS13452_WW_R1;14/10/2023 09:26;156918;;;;;;;;;;;;;;;;;
