unit;old_unit;Experiment;Treatment;Species;Genotype;G..Alias;Replicates;Genotype_Trt;;;;10/10/2023 09:56;10/10/2023 14:34;11/10/2023 12:28;11/10/2023 14:28;12/10/2023 10:32;12/10/2023 14:38;13/10/2023 10:02;13/10/2023 14:33;17/10/2023 15:13;18/10/2023 08:30;18/10/2023 14:48;19/10/2023 07:55;19/10/2023 14:38;20/10/2023 10:51;21/10/2023 08:13;21/10/2023 15:21
161:06:02;161:06:02;Exp60;WW_R2;Sorghum;Exp60_209_IS23601;Exp60_209_IS23601;2;Exp60_209_IS23601_WW_R2;10/10/2023 14:32;132551;;;;;;;;;;;;;;;;;
161:07:01;161:07:01;Exp60;WW_R2;Sorghum;Exp60_121_IS15443;Exp60_121_IS15443;2;Exp60_121_IS15443_WW_R2;10/10/2023 14:32;125596;;;;;;;;;;;;;;;;;
161:07:02;161:07:02;Exp60;WW_R2;Sorghum;Exp60_283_Phule Suchitra;Exp60_283_Phule Suchitra;2;Exp60_283_Phule Suchitra_WW_R2;10/10/2023 14:32;112759;;;;;;;;;;;;;;;;;
161:08:01;161:08:01;Exp60;WW_R2;Sorghum;Exp60_166_IS20713;Exp60_166_IS20713;2;Exp60_166_IS20713_WW_R2;10/10/2023 14:32;162045;;;;;;;;;;;;;;;;;
161:08:02;161:08:02;Exp60;WW_R2;Sorghum;Exp60_186_IS22074;Exp60_186_IS22074;2;Exp60_186_IS22074_WW_R2;10/10/2023 14:32;104102;;;;;;;;;;;;;;;;;
161:09:01;161:09:01;Exp60;WW_R2;Sorghum;Exp60_88_IS11026;Exp60_88_IS11026;2;Exp60_88_IS11026_WW_R2;10/10/2023 14:32;119831;;;;;;;;;;;;;;;;;
161:09:02;161:09:02;Exp60;WW_R2;Sorghum;Exp60_104_IS14216;Exp60_104_IS14216;2;Exp60_104_IS14216_WW_R2;10/10/2023 14:32;124921;;;;;;;;;;;;;;;;;
161:10:01;161:10:01;Exp60;WW_R2;Sorghum;Exp60_175_IS20842;Exp60_175_IS20842;2;Exp60_175_IS20842_WW_R2;10/10/2023 14:32;130541;;;;;;;;;;;;;;;;;
161:10:02;161:10:02;Exp60;WW_R2;Sorghum;Exp60_263_IS29876;Exp60_263_IS29876;2;Exp60_263_IS29876_WW_R2;10/10/2023 14:32;111974;;;;;;;;;;;;;;;;;
161:11:01;161:11:01;Exp60;WW_R2;Sorghum;Exp60_218_IS24072;Exp60_218_IS24072;2;Exp60_218_IS24072_WW_R2;10/10/2023 14:32;101172;;;;;;;;;;;;;;;;;
161:11:02;161:11:02;Exp60;WW_R2;Sorghum;Exp60_81_IS10234;Exp60_81_IS10234;2;Exp60_81_IS10234_WW_R2;10/10/2023 14:32;102629;;;;;;;;;;;;;;;;;
161:12:01;161:12:01;Exp60;WW_R2;Sorghum;Exp60_114_IS14478;Exp60_114_IS14478;2;Exp60_114_IS14478_WW_R2;10/10/2023 14:32;153697;;;;;;;;;;;;;;;;;
161:12:02;161:12:02;Exp60;WW_R2;Sorghum;Exp60_176_IS21124;Exp60_176_IS21124;2;Exp60_176_IS21124_WW_R2;10/10/2023 14:32;106088;;;;;;;;;;;;;;;;;
162:01:01;162:01:01;Exp60;WW_R2;Sorghum;Exp60_120_IS15428;Exp60_120_IS15428;2;Exp60_120_IS15428_WW_R2;10/10/2023 14:32;84528.4;;;;;;;;;;;;;;;;;
162:01:02;162:01:02;Exp60;WW_R2;Sorghum;Exp60_292_IS32454;Exp60_292_IS32454;2;Exp60_292_IS32454_WW_R2;10/10/2023 14:32;74395.9;;;;;;;;;;;;;;;;;
162:02:01;162:02:01;Exp60;WW_R2;Sorghum;Exp60_245_IS27599;Exp60_245_IS27599;2;Exp60_245_IS27599_WW_R2;10/10/2023 14:32;148757;;;;;;;;;;;;;;;;;
162:02:02;162:02:02;Exp60;WW_R2;Sorghum;Exp60_192_IS22325;Exp60_192_IS22325;2;Exp60_192_IS22325_WW_R2;10/10/2023 14:32;94317.7;;;;;;;;;;;;;;;;;
162:03:01;162:03:01;Exp60;WW_R2;Sorghum;Exp60_308_SSM1123;Exp60_308_SSM1123;2;Exp60_308_SSM1123_WW_R2;10/10/2023 14:32;125899;;;;;;;;;;;;;;;;;
162:03:02;162:03:02;Exp60;WW_R2;Sorghum;Exp60_279_IS31179;Exp60_279_IS31179;2;Exp60_279_IS31179_WW_R2;10/10/2023 14:32;60882.8;;;;;;;;;;;;;;;;;
162:04:01;162:04:01;Exp60;WW_R2;Sorghum;Exp60_217_IS23992;Exp60_217_IS23992;2;Exp60_217_IS23992_WW_R2;10/10/2023 14:32;110383;;;;;;;;;;;;;;;;;
162:04:02;162:04:02;Exp60;WW_R2;Sorghum;Exp60_110_IS14351;Exp60_110_IS14351;2;Exp60_110_IS14351_WW_R2;10/10/2023 14:32;124192;;;;;;;;;;;;;;;;;
162:05:01;162:05:01;Exp60;WW_R2;Sorghum;Exp60_212_IS23669;Exp60_212_IS23669;2;Exp60_212_IS23669_WW_R2;10/10/2023 14:32;154134;;;;;;;;;;;;;;;;;
162:05:02;162:05:02;Exp60;WW_R2;Sorghum;Exp60_190_IS22291;Exp60_190_IS22291;2;Exp60_190_IS22291_WW_R2;10/10/2023 14:32;118209;;;;;;;;;;;;;;;;;
162:06:01;162:06:01;Exp60;WW_R2;Sorghum;Exp60_160_IS20665;Exp60_160_IS20665;2;Exp60_160_IS20665_WW_R2;10/10/2023 14:32;93545.7;;;;;;;;;;;;;;;;;
162:06:02;162:06:02;Exp60;WW_R2;Sorghum;Exp60_50_IS5720;Exp60_50_IS5720;2;Exp60_50_IS5720_WW_R2;10/10/2023 14:32;121080;;;;;;;;;;;;;;;;;
162:07:01;162:07:01;Exp60;WW_R2;Sorghum;Exp60_261_IS29870;Exp60_261_IS29870;2;Exp60_261_IS29870_WW_R2;10/10/2023 14:32;124060;;;;;;;;;;;;;;;;;
162:07:02;162:07:02;Exp60;WW_R2;Sorghum;Exp60_222_IS24713;Exp60_222_IS24713;2;Exp60_222_IS24713_WW_R2;10/10/2023 14:32;97048.1;;;;;;;;;;;;;;;;;
162:08:01;162:08:01;Exp60;WW_R2;Sorghum;Exp60_187_IS22239;Exp60_187_IS22239;2;Exp60_187_IS22239_WW_R2;10/10/2023 14:32;114950;;;;;;;;;;;;;;;;;
162:08:02;162:08:02;Exp60;WW_R2;Sorghum;Exp60_91_IS11758;Exp60_91_IS11758;2;Exp60_91_IS11758_WW_R2;10/10/2023 14:32;31434.6;;;;;;;;;;;;;;;;;
162:09:01;162:09:01;Exp60;WW_R2;Sorghum;Exp60_149_IS19455;Exp60_149_IS19455;2;Exp60_149_IS19455_WW_R2;10/10/2023 14:32;114666;;;;;;;;;;;;;;;;;
162:09:02;162:09:02;Exp60;WW_R2;Sorghum;Exp60_130_IS16396;Exp60_130_IS16396;2;Exp60_130_IS16396_WW_R2;10/10/2023 14:32;113815;;;;;;;;;;;;;;;;;
162:10:01;162:10:01;Exp60;WW_R2;Sorghum;Exp60_231_IS25596;Exp60_231_IS25596;2;Exp60_231_IS25596_WW_R2;10/10/2023 14:32;21361.2;;;;;;;;;;;;;;;;;
162:10:02;162:10:02;Exp60;WW_R2;Sorghum;Exp60_63_IS7861;Exp60_63_IS7861;2;Exp60_63_IS7861_WW_R2;10/10/2023 14:32;30102.8;;;;;;;;;;;;;;;;;
162:11:01;162:11:01;Exp60;WW_R2;Sorghum;Exp60_287_IS31861;Exp60_287_IS31861;2;Exp60_287_IS31861_WW_R2;10/10/2023 14:32;121877;;;;;;;;;;;;;;;;;
162:11:02;162:11:02;Exp60;WW_R2;Sorghum;Exp60_128_IS16173;Exp60_128_IS16173;2;Exp60_128_IS16173_WW_R2;10/10/2023 14:32;123228;;;;;;;;;;;;;;;;;
162:12:01;162:12:01;Exp60;WW_R2;Sorghum;Exp60_221_IS24503;Exp60_221_IS24503;2;Exp60_221_IS24503_WW_R2;10/10/2023 14:32;131909;;;;;;;;;;;;;;;;;
162:12:02;162:12:02;Exp60;WW_R2;Sorghum;Exp60_43_CSV22;Exp60_43_CSV22;2;Exp60_43_CSV22_WW_R2;10/10/2023 14:32;134000;;;;;;;;;;;;;;;;;
160:01:01;160:01:01;Exp60;WW_R1;Sorghum;Exp60_231_IS25596;Exp60_231_IS25596;1;Exp60_231_IS25596_WW_R1;10/10/2023 14:33;11328.1;;;;;;;;;;;;;;;;;
160:01:02;160:01:02;Exp60;WW_R1;Sorghum;Exp60_313_SSM19;Exp60_313_SSM19;1;Exp60_313_SSM19_WW_R1;10/10/2023 14:33;100113;;;;;;;;;;;;;;;;;
160:02:01;160:02:01;Exp60;WW_R1;Sorghum;Exp60_87_IS10978;Exp60_87_IS10978;1;Exp60_87_IS10978_WW_R1;10/10/2023 14:33;102782;;;;;;;;;;;;;;;;;
160:02:02;160:02:02;Exp60;WW_R1;Sorghum;Exp60_124_IS15526;Exp60_124_IS15526;1;Exp60_124_IS15526_WW_R1;10/10/2023 14:33;156408;;;;;;;;;;;;;;;;;
160:03:01;160:03:01;Exp60;WW_R1;Sorghum;Exp60_195_IS22506;Exp60_195_IS22506;1;Exp60_195_IS22506_WW_R1;10/10/2023 14:33;145892;;;;;;;;;;;;;;;;;
160:03:02;160:03:02;Exp60;WW_R1;Sorghum;Exp60_39_IS3971;Exp60_39_IS3971;1;Exp60_39_IS3971_WW_R1;10/10/2023 14:33;139668;;;;;;;;;;;;;;;;;
160:04:01;160:04:01;Exp60;WW_R1;Sorghum;Exp60_268_IS30405;Exp60_268_IS30405;1;Exp60_268_IS30405_WW_R1;10/10/2023 14:33;113322;;;;;;;;;;;;;;;;;
160:04:02;160:04:02;Exp60;WW_R1;Sorghum;Exp60_40_IS4027;Exp60_40_IS4027;1;Exp60_40_IS4027_WW_R1;10/10/2023 14:33;104871;;;;;;;;;;;;;;;;;
160:05:01;160:05:01;Exp60;WW_R2;Sorghum;Exp60_216_IS23988;Exp60_216_IS23988;2;Exp60_216_IS23988_WW_R2;10/10/2023 14:33;105781;;;;;;;;;;;;;;;;;
160:05:02;160:05:02;Exp60;WW_R2;Sorghum;Exp60_246_IS27791;Exp60_246_IS27791;2;Exp60_246_IS27791_WW_R2;10/10/2023 14:33;102201;;;;;;;;;;;;;;;;;
160:06:01;160:06:01;Exp60;WW_R2;Sorghum;Exp60_291_IS32234;Exp60_291_IS32234;2;Exp60_291_IS32234_WW_R2;10/10/2023 14:33;109895;;;;;;;;;;;;;;;;;
160:06:02;160:06:02;Exp60;WW_R2;Sorghum;Exp60_64_IS7889;Exp60_64_IS7889;2;Exp60_64_IS7889_WW_R2;10/10/2023 14:33;118375;;;;;;;;;;;;;;;;;
160:07:01;160:07:01;Exp60;WW_R2;Sorghum;Exp60_170_IS20749;Exp60_170_IS20749;2;Exp60_170_IS20749_WW_R2;10/10/2023 14:33;125594;;;;;;;;;;;;;;;;;
160:07:02;160:07:02;Exp60;WW_R2;Sorghum;Exp60_260_IS29691;Exp60_260_IS29691;2;Exp60_260_IS29691_WW_R2;10/10/2023 14:33;133520;;;;;;;;;;;;;;;;;
160:08:01;160:08:01;Exp60;WW_R2;Sorghum;Exp60_241_IS27164;Exp60_241_IS27164;2;Exp60_241_IS27164_WW_R2;10/10/2023 14:33;129802;;;;;;;;;;;;;;;;;
160:08:02;160:08:02;Exp60;WW_R2;Sorghum;Exp60_101_IS13926;Exp60_101_IS13926;2;Exp60_101_IS13926_WW_R2;10/10/2023 14:33;88981;;;;;;;;;;;;;;;;;
160:09:01;160:09:01;Exp60;WW_R2;Sorghum;Exp60_56_IS6351;Exp60_56_IS6351;2;Exp60_56_IS6351_WW_R2;10/10/2023 14:33;135876;;;;;;;;;;;;;;;;;
160:09:02;160:09:02;Exp60;WW_R2;Sorghum;Exp60_319_SSM29;Exp60_319_SSM29;2;Exp60_319_SSM29_WW_R2;10/10/2023 14:33;125136;;;;;;;;;;;;;;;;;
160:10:01;160:10:01;Exp60;WW_R2;Sorghum;Exp60_228_IS25207;Exp60_228_IS25207;2;Exp60_228_IS25207_WW_R2;10/10/2023 14:33;94598.1;;;;;;;;;;;;;;;;;
160:10:02;160:10:02;Exp60;WW_R2;Sorghum;Exp60_148_IS19418;Exp60_148_IS19418;2;Exp60_148_IS19418_WW_R2;10/10/2023 14:33;114178;;;;;;;;;;;;;;;;;
160:11:01;160:11:01;Exp60;WW_R2;Sorghum;Exp60_136_IS18829;Exp60_136_IS18829;2;Exp60_136_IS18829_WW_R2;10/10/2023 14:33;111959;;;;;;;;;;;;;;;;;
160:11:02;160:11:02;Exp60;WW_R2;Sorghum;Exp60_97_IS13452;Exp60_97_IS13452;2;Exp60_97_IS13452_WW_R2;10/10/2023 14:33;156341;;;;;;;;;;;;;;;;;
160:12:01;160:12:01;Exp60;WW_R2;Sorghum;Exp60_301_IS36633;Exp60_301_IS36633;2;Exp60_301_IS36633_WW_R2;10/10/2023 14:33;133802;;;;;;;;;;;;;;;;;
160:12:02;160:12:02;Exp60;WW_R2;Sorghum;Exp60_293_IS32569;Exp60_293_IS32569;2;Exp60_293_IS32569_WW_R2;10/10/2023 14:33;136652;;;;;;;;;;;;;;;;;
159:01:01;159:01:01;Exp60;WW_R1;Sorghum;Exp60_140_IS18876;Exp60_140_IS18876;1;Exp60_140_IS18876_WW_R1;10/10/2023 14:34;77444;;;;;;;;;;;;;;;;;
159:01:02;159:01:02;Exp60;WW_R1;Sorghum;Exp60_92_IS12169;Exp60_92_IS12169;1;Exp60_92_IS12169_WW_R1;10/10/2023 14:34;75795.2;;;;;;;;;;;;;;;;;
159:02:01;159:02:01;Exp60;WW_R1;Sorghum;Exp60_263_IS29876;Exp60_263_IS29876;1;Exp60_263_IS29876_WW_R1;10/10/2023 14:34;92279.3;;;;;;;;;;;;;;;;;
159:02:02;159:02:02;Exp60;WW_R1;Sorghum;Exp60_184_IS21991;Exp60_184_IS21991;1;Exp60_184_IS21991_WW_R1;10/10/2023 14:34;104552;;;;;;;;;;;;;;;;;
159:03:01;159:03:01;Exp60;WW_R1;Sorghum;Exp60_178_IS21401;Exp60_178_IS21401;1;Exp60_178_IS21401_WW_R1;10/10/2023 14:34;96755.4;;;;;;;;;;;;;;;;;
159:03:02;159:03:02;Exp60;WW_R1;Sorghum;Exp60_311_SSM1370;Exp60_311_SSM1370;1;Exp60_311_SSM1370_WW_R1;10/10/2023 14:34;104646;;;;;;;;;;;;;;;;;
159:04:01;159:04:01;Exp60;WW_R1;Sorghum;Exp60_6_IS1127;Exp60_6_IS1127;1;Exp60_6_IS1127_WW_R1;10/10/2023 14:34;48414.6;;;;;;;;;;;;;;;;;
159:04:02;159:04:02;Exp60;WW_R1;Sorghum;Exp60_164_IS20709;Exp60_164_IS20709;1;Exp60_164_IS20709_WW_R1;10/10/2023 14:34;44115.2;;;;;;;;;;;;;;;;;
159:05:01;159:05:01;Exp60;WW_R1;Sorghum;Exp60_76_IS9597;Exp60_76_IS9597;1;Exp60_76_IS9597_WW_R1;10/10/2023 14:34;90588;;;;;;;;;;;;;;;;;
159:05:02;159:05:02;Exp60;WW_R1;Sorghum;Exp60_252_IS29375;Exp60_252_IS29375;1;Exp60_252_IS29375_WW_R1;10/10/2023 14:34;107317;;;;;;;;;;;;;;;;;
159:06:01;159:06:01;Exp60;WW_R1;Sorghum;Exp60_310_SSM1284;Exp60_310_SSM1284;1;Exp60_310_SSM1284_WW_R1;10/10/2023 14:34;110913;;;;;;;;;;;;;;;;;
159:06:02;159:06:02;Exp60;WW_R1;Sorghum;Exp60_213_IS23777;Exp60_213_IS23777;1;Exp60_213_IS23777_WW_R1;10/10/2023 14:34;119318;;;;;;;;;;;;;;;;;
159:07:01;159:07:01;Exp60;WW_R1;Sorghum;Exp60_183_IS21854;Exp60_183_IS21854;1;Exp60_183_IS21854_WW_R1;10/10/2023 14:34;13274.3;;;;;;;;;;;;;;;;;
159:07:02;159:07:02;Exp60;WW_R1;Sorghum;Exp60_248_IS28389;Exp60_248_IS28389;1;Exp60_248_IS28389_WW_R1;10/10/2023 14:34;75667;;;;;;;;;;;;;;;;;
159:08:01;159:08:01;Exp60;WW_R1;Sorghum;Exp60_99_IS13827;Exp60_99_IS13827;1;Exp60_99_IS13827_WW_R1;10/10/2023 14:34;103191;;;;;;;;;;;;;;;;;
159:08:02;159:08:02;Exp60;WW_R1;Sorghum;Exp60_1_IS13;Exp60_1_IS13;1;Exp60_1_IS13_WW_R1;10/10/2023 14:34;142318;;;;;;;;;;;;;;;;;
159:09:01;159:09:01;Exp60;WW_R1;Sorghum;Exp60_63_IS7861;Exp60_63_IS7861;1;Exp60_63_IS7861_WW_R1;10/10/2023 14:34;83207;;;;;;;;;;;;;;;;;
159:09:02;159:09:02;Exp60;WW_R1;Sorghum;Exp60_290_IS32092;Exp60_290_IS32092;1;Exp60_290_IS32092_WW_R1;10/10/2023 14:34;114676;;;;;;;;;;;;;;;;;
159:10:01;159:10:01;Exp60;WW_R1;Sorghum;Exp60_85_IS10897;Exp60_85_IS10897;1;Exp60_85_IS10897_WW_R1;10/10/2023 14:34;131156;;;;;;;;;;;;;;;;;
159:10:02;159:10:02;Exp60;WW_R1;Sorghum;Exp60_147_IS19132;Exp60_147_IS19132;1;Exp60_147_IS19132_WW_R1;10/10/2023 14:34;99509.2;;;;;;;;;;;;;;;;;
159:11:01;159:11:01;Exp60;WW_R1;Sorghum;Exp60_192_IS22325;Exp60_192_IS22325;1;Exp60_192_IS22325_WW_R1;10/10/2023 14:34;102816;;;;;;;;;;;;;;;;;
159:11:02;159:11:02;Exp60;WW_R1;Sorghum;Exp60_258_IS29606;Exp60_258_IS29606;1;Exp60_258_IS29606_WW_R1;10/10/2023 14:34;117125;;;;;;;;;;;;;;;;;
159:12:01;159:12:01;Exp60;WW_R1;Sorghum;Exp60_218_IS24072;Exp60_218_IS24072;1;Exp60_218_IS24072_WW_R1;10/10/2023 14:34;122672;;;;;;;;;;;;;;;;;
159:12:02;159:12:02;Exp60;WW_R1;Sorghum;Exp60_320_SSM379;Exp60_320_SSM379;1;Exp60_320_SSM379_WW_R1;10/10/2023 14:34;107652;;;;;;;;;;;;;;;;;
157:01:01;157:01:01;Exp60;WW_R1;Sorghum;Exp60_229_IS25301;Exp60_229_IS25301;1;Exp60_229_IS25301_WW_R1;10/10/2023 14:35;76401.5;;;;;;;;;;;;;;;;;
157:01:02;157:01:02;Exp60;WW_R1;Sorghum;Exp60_166_IS20713;Exp60_166_IS20713;1;Exp60_166_IS20713_WW_R1;10/10/2023 14:35;123094;;;;;;;;;;;;;;;;;
157:02:01;157:02:01;Exp60;WW_R1;Sorghum;Exp60_100_IS13845;Exp60_100_IS13845;1;Exp60_100_IS13845_WW_R1;10/10/2023 14:35;124784;;;;;;;;;;;;;;;;;
157:02:02;157:02:02;Exp60;WW_R1;Sorghum;Exp60_4_IS602;Exp60_4_IS602;1;Exp60_4_IS602_WW_R1;10/10/2023 14:35;119003;;;;;;;;;;;;;;;;;
157:03:01;157:03:01;Exp60;WW_R1;Sorghum;Exp60_37_IS3905;Exp60_37_IS3905;1;Exp60_37_IS3905_WW_R1;10/10/2023 14:35;117693;;;;;;;;;;;;;;;;;
157:03:02;157:03:02;Exp60;WW_R1;Sorghum;Exp60_24_IS2873;Exp60_24_IS2873;1;Exp60_24_IS2873_WW_R1;10/10/2023 14:35;107327;;;;;;;;;;;;;;;;;
157:04:01;157:04:01;Exp60;WW_R1;Sorghum;Exp60_28_IS3147;Exp60_28_IS3147;1;Exp60_28_IS3147_WW_R1;10/10/2023 14:35;131271;;;;;;;;;;;;;;;;;
157:04:02;157:04:02;Exp60;WW_R1;Sorghum;Exp60_34_IS3675;Exp60_34_IS3675;1;Exp60_34_IS3675_WW_R1;10/10/2023 14:35;102394;;;;;;;;;;;;;;;;;
157:05:01;157:05:01;Exp60;WW_R1;Sorghum;Exp60_305_SSM1049;Exp60_305_SSM1049;1;Exp60_305_SSM1049_WW_R1;10/10/2023 14:35;107668;;;;;;;;;;;;;;;;;
157:05:02;157:05:02;Exp60;WW_R1;Sorghum;Exp60_205_IS23166;Exp60_205_IS23166;1;Exp60_205_IS23166_WW_R1;10/10/2023 14:35;125254;;;;;;;;;;;;;;;;;
157:06:01;157:06:01;Exp60;WW_R1;Sorghum;Exp60_227_IS25055;Exp60_227_IS25055;1;Exp60_227_IS25055_WW_R1;10/10/2023 14:35;152110;;;;;;;;;;;;;;;;;
157:06:02;157:06:02;Exp60;WW_R1;Sorghum;Exp60_286_IS31693;Exp60_286_IS31693;1;Exp60_286_IS31693_WW_R1;10/10/2023 14:35;123553;;;;;;;;;;;;;;;;;
157:07:01;157:07:01;Exp60;WW_R1;Sorghum;Exp60_225_IS24940;Exp60_225_IS24940;1;Exp60_225_IS24940_WW_R1;10/10/2023 14:35;143685;;;;;;;;;;;;;;;;;
157:07:02;157:07:02;Exp60;WW_R1;Sorghum;Exp60_202_IS23053;Exp60_202_IS23053;1;Exp60_202_IS23053_WW_R1;10/10/2023 14:35;124058;;;;;;;;;;;;;;;;;
157:08:01;157:08:01;Exp60;WW_R1;Sorghum;Exp60_159_IS20387;Exp60_159_IS20387;1;Exp60_159_IS20387_WW_R1;10/10/2023 14:35;149245;;;;;;;;;;;;;;;;;
157:08:02;157:08:02;Exp60;WW_R1;Sorghum;Exp60_306_SSM1057;Exp60_306_SSM1057;1;Exp60_306_SSM1057_WW_R1;10/10/2023 14:35;116402;;;;;;;;;;;;;;;;;
157:09:01;157:09:01;Exp60;WW_R1;Sorghum;Exp60_83_IS10876;Exp60_83_IS10876;1;Exp60_83_IS10876_WW_R1;10/10/2023 14:35;140295;;;;;;;;;;;;;;;;;
157:09:02;157:09:02;Exp60;WW_R1;Sorghum;Exp60_235_IS25910;Exp60_235_IS25910;1;Exp60_235_IS25910_WW_R1;10/10/2023 14:35;137415;;;;;;;;;;;;;;;;;
157:10:01;157:10:01;Exp60;WW_R1;Sorghum;Exp60_281_IS31202;Exp60_281_IS31202;1;Exp60_281_IS31202_WW_R1;10/10/2023 14:35;144535;;;;;;;;;;;;;;;;;
157:10:02;157:10:02;Exp60;WW_R1;Sorghum;Exp60_224_IS24913;Exp60_224_IS24913;1;Exp60_224_IS24913_WW_R1;10/10/2023 14:35;106146;;;;;;;;;;;;;;;;;
157:11:01;157:11:01;Exp60;WW_R1;Sorghum;Exp60_219_IS24083;Exp60_219_IS24083;1;Exp60_219_IS24083_WW_R1;10/10/2023 14:35;114515;;;;;;;;;;;;;;;;;
157:11:02;157:11:02;Exp60;WW_R1;Sorghum;Exp60_157_IS20205;Exp60_157_IS20205;1;Exp60_157_IS20205_WW_R1;10/10/2023 14:35;46872.9;;;;;;;;;;;;;;;;;
157:12:01;157:12:01;Exp60;WW_R1;Sorghum;Exp60_18_IS2730;Exp60_18_IS2730;1;Exp60_18_IS2730_WW_R1;10/10/2023 14:35;113377;;;;;;;;;;;;;;;;;
157:12:02;157:12:02;Exp60;WW_R1;Sorghum;Exp60_265_IS29966;Exp60_265_IS29966;1;Exp60_265_IS29966_WW_R1;10/10/2023 14:35;105203;;;;;;;;;;;;;;;;;
28:01:01;28:01:01;Exp60;WW_R1;Sorghum;Exp60_21_IS2814;Exp60_21_IS2814;1;Exp60_21_IS2814_WW_R1;11/10/2023 11:12;190831;;;;;;;;;;;;;;;;;
28:01:02;28:01:02;Exp60;WW_R1;Sorghum;Exp60_128_IS16173;Exp60_128_IS16173;1;Exp60_128_IS16173_WW_R1;11/10/2023 11:12;97594.9;;;;;;;;;;;;;;;;;
28:02:01;28:02:01;Exp60;WW_R1;Sorghum;Exp60_64_IS7889;Exp60_64_IS7889;1;Exp60_64_IS7889_WW_R1;11/10/2023 11:12;128960;;;;;;;;;;;;;;;;;
28:02:02;28:02:02;Exp60;WW_R1;Sorghum;Exp60_273_IS30451;Exp60_273_IS30451;1;Exp60_273_IS30451_WW_R1;11/10/2023 11:12;54800.7;;;;;;;;;;;;;;;;;
28:03:01;28:03:01;Exp60;WW_R1;Sorghum;Exp60_180_IS21519;Exp60_180_IS21519;1;Exp60_180_IS21519_WW_R1;11/10/2023 11:12;120186;;;;;;;;;;;;;;;;;
28:03:02;28:03:02;Exp60;WW_R1;Sorghum;Exp60_298_IS33261;Exp60_298_IS33261;1;Exp60_298_IS33261_WW_R1;11/10/2023 11:12;96889.5;;;;;;;;;;;;;;;;;
28:04:01;28:04:01;Exp60;WW_R1;Sorghum;Exp60_52_IS5910;Exp60_52_IS5910;1;Exp60_52_IS5910_WW_R1;11/10/2023 11:12;141233;;;;;;;;;;;;;;;;;
28:04:02;28:04:02;Exp60;WW_R1;Sorghum;Exp60_104_IS14216;Exp60_104_IS14216;1;Exp60_104_IS14216_WW_R1;11/10/2023 11:12;92472.2;;;;;;;;;;;;;;;;;
28:05:01;28:05:01;Exp60;WW_R1;Sorghum;Exp60_74_IS9527;Exp60_74_IS9527;1;Exp60_74_IS9527_WW_R1;11/10/2023 11:12;103067;;;;;;;;;;;;;;;;;
28:05:02;28:05:02;Exp60;WW_R1;Sorghum;Exp60_106_IS14276;Exp60_106_IS14276;1;Exp60_106_IS14276_WW_R1;11/10/2023 11:12;109229;;;;;;;;;;;;;;;;;
28:06:01;28:06:01;Exp60;WW_R1;Sorghum;Exp60_308_SSM1123;Exp60_308_SSM1123;1;Exp60_308_SSM1123_WW_R1;11/10/2023 11:12;116149;;;;;;;;;;;;;;;;;
28:06:02;28:06:02;Exp60;WW_R1;Sorghum;Exp60_301_IS36633;Exp60_301_IS36633;1;Exp60_301_IS36633_WW_R1;11/10/2023 11:12;81167.3;;;;;;;;;;;;;;;;;
28:07:01;28:07:01;Exp60;WW_R1;Sorghum;Exp60_41_IS4035;Exp60_41_IS4035;1;Exp60_41_IS4035_WW_R1;11/10/2023 11:12;96062.6;;;;;;;;;;;;;;;;;
28:07:02;28:07:02;Exp60;WW_R1;Sorghum;Exp60_136_IS18829;Exp60_136_IS18829;1;Exp60_136_IS18829_WW_R1;11/10/2023 11:12;110795;;;;;;;;;;;;;;;;;
28:08:01;28:08:01;Exp60;WW_R1;Sorghum;Exp60_319_SSM29;Exp60_319_SSM29;1;Exp60_319_SSM29_WW_R1;11/10/2023 11:12;101994;;;;;;;;;;;;;;;;;
28:08:02;28:08:02;Exp60;WW_R1;Sorghum;Exp60_135_IS18800;Exp60_135_IS18800;1;Exp60_135_IS18800_WW_R1;11/10/2023 11:12;105744;;;;;;;;;;;;;;;;;
28:09:01;28:09:01;Exp60;WW_R1;Sorghum;Exp60_20_IS2807;Exp60_20_IS2807;1;Exp60_20_IS2807_WW_R1;11/10/2023 11:12;97693.5;;;;;;;;;;;;;;;;;
28:09:02;28:09:02;Exp60;WW_R1;Sorghum;Exp60_173_IS20782;Exp60_173_IS20782;1;Exp60_173_IS20782_WW_R1;11/10/2023 11:12;54314.7;;;;;;;;;;;;;;;;;
28:10:01;28:10:01;Exp60;WW_R1;Sorghum;Exp60_114_IS14478;Exp60_114_IS14478;1;Exp60_114_IS14478_WW_R1;11/10/2023 11:12;93778.1;;;;;;;;;;;;;;;;;
28:10:02;28:10:02;Exp60;WW_R1;Sorghum;Exp60_318_SSM276;Exp60_318_SSM276;1;Exp60_318_SSM276_WW_R1;11/10/2023 11:12;96862.5;;;;;;;;;;;;;;;;;
28:11:01;28:11:01;Exp60;WW_R1;Sorghum;Exp60_188_IS22282;Exp60_188_IS22282;1;Exp60_188_IS22282_WW_R1;11/10/2023 11:12;108038;;;;;;;;;;;;;;;;;
28:11:02;28:11:02;Exp60;WW_R1;Sorghum;Exp60_259_IS29638;Exp60_259_IS29638;1;Exp60_259_IS29638_WW_R1;11/10/2023 11:12;70470.4;;;;;;;;;;;;;;;;;
